#Annotated with Bakta v1.11.4, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_116	15086	15370	-	FIGEMF_01975	10.9	9.7		
contig_116	15678	15923	-	FIGEMF_01976	9.0	5.5		
contig_117	8425	8553	-	FIGEMF_01986	4.7	10.4		
contig_118	7783	8349	+	FIGEMF_01996	22.1	5.0		SO:0001217, UniRef:UniRef50_A0A173V603, UniRef:UniRef90_A0A173V603
contig_119	31	231	+	FIGEMF_02003	7.1	4.5		SO:0001217, UniRef:UniRef50_F3AU96
contig_119	985	2154	-	FIGEMF_02005	44.0	8.4		
contig_120	4555	4893	-	FIGEMF_02009	12.7	6.3		SO:0001217, UniParc:UPI0008207BCC, UniRef:UniRef100_A0A1C6I6R8, UniRef:UniRef50_R6UHR2, UniRef:UniRef90_A0A1C6I6R8
contig_120	7777	8421	-	FIGEMF_02017	24.2	5.3		SO:0001217, UniRef:UniRef50_A0A3D0XA55, UniRef:UniRef90_A0A1C6I675
contig_120	8778	9089	-	FIGEMF_02019	11.6	8.6		
contig_120	9107	9493	-	FIGEMF_02020	15.5	8.9		SO:0001217, UniRef:UniRef50_A0A3D0XA22
contig_121	4315	4431	-	FIGEMF_02029	4.5	9.3		
contig_121	10794	11117	-	FIGEMF_02037	11.3	4.1		SO:0001217, UniRef:UniRef50_A0A2N0UZG0, UniRef:UniRef90_A0A2N0UZG0
contig_123	5248	5547	-	FIGEMF_02045	11.9	5.6		SO:0001217, UniRef:UniRef50_H1BDR4
contig_123	25663	25938	-	FIGEMF_02064	10.5	5.1		SO:0001217, UniRef:UniRef50_R9KZT1, UniRef:UniRef90_UPI002252CB53
contig_123	25950	26252	-	FIGEMF_02065	11.4	9.9		RefSeq:WP_270521402.1, SO:0001217, UniParc:UPI0022DFEE42, UniRef:UniRef100_UPI0022DFEE42, UniRef:UniRef50_A0A174BCT3, UniRef:UniRef90_UPI002943959F
contig_123	35042	35212	+	FIGEMF_02075	6.7	4.1		RefSeq:WP_021883252.1, SO:0001217, UniParc:UPI000336AEDF, UniRef:UniRef100_A0A2N0UZZ4, UniRef:UniRef50_A0A2N0UZZ4, UniRef:UniRef90_A0A2N0UZZ4
contig_123	39593	40720	+	FIGEMF_02081	41.2	4.4		SO:0001217, UniRef:UniRef50_UPI00242AB6D7
contig_124	6247	6552	-	FIGEMF_02096	11.3	9.4		RefSeq:WP_021884083.1, SO:0001217, UniParc:UPI0003357F79, UniRef:UniRef100_UPI0003357F79, UniRef:UniRef50_A0A2N0UQR3, UniRef:UniRef90_UPI0003357F79
contig_124	7813	8043	-	FIGEMF_02098	8.8	6.2		
contig_125	73	324	+	FIGEMF_02099	9.0	4.9		
contig_125	9665	9775	+	FIGEMF_02110	4.2	4.6		SO:0001217, UniRef:UniRef50_A0A1C6HHD3, UniRef:UniRef90_A0A1C6HHD3
contig_125	9759	9971	+	FIGEMF_02111	7.5	4.7		SO:0001217, UniParc:UPI000821B2AF, UniRef:UniRef100_A0A1C6HHM8, UniRef:UniRef50_A0A3D0XBG0, UniRef:UniRef90_A0A1C6HHM8
contig_128	1855	2610	-	FIGEMF_02125	28.6	7.6		SO:0001217, UniRef:UniRef50_UPI0025E23FF6
contig_128	2603	4546	-	FIGEMF_02126	70.3	4.3		SO:0001217, UniRef:UniRef50_UPI0025FC89AA, UniRef:UniRef90_UPI0025E34747
contig_128	4553	4732	-	FIGEMF_02127	6.9	4.9		
contig_128	4849	5202	-	FIGEMF_02128	13.1	5.5		SO:0001217, UniRef:UniRef50_UPI0025DF44DF, UniRef:UniRef90_UPI0025DF44DF
contig_128	5205	5849	-	FIGEMF_02129	23.5	5.0		SO:0001217, UniRef:UniRef50_UPI0025E986CC, UniRef:UniRef90_UPI0025E986CC
contig_128	5851	6207	-	FIGEMF_02130	14.1	5.4		SO:0001217, UniRef:UniRef50_UPI0025E8A431, UniRef:UniRef90_UPI0025E8A431
contig_128	6609	6932	-	FIGEMF_02132	12.7	5.2		RefSeq:WP_295054223.1, SO:0001217, UniParc:UPI002048880A, UniRef:UniRef100_UPI002048880A, UniRef:UniRef50_UPI002048880A, UniRef:UniRef90_UPI002048880A
contig_128	11957	12427	-	FIGEMF_02138	18.0	8.6		
contig_128	12875	13111	-	FIGEMF_02140	8.9	9.8	PF01381.28|HTH_3, PF13443.12|HTH_26	PFAM:PF01381.28, PFAM:PF13443.12
contig_128	13089	13313	-	FIGEMF_02141	8.8	9.3		
contig_128	13319	13537	-	FIGEMF_02142	8.4	4.8		SO:0001217, UniRef:UniRef50_A0A8S5LYG1, UniRef:UniRef90_UPI00241EB70C
contig_128	13534	13713	-	FIGEMF_02143	6.9	5.2		SO:0001217, UniRef:UniRef50_UPI0025E049EF
contig_128	13917	14354	-	FIGEMF_02145	16.6	5.0		
contig_128	14347	14697	-	FIGEMF_02146	13.8	6.3		SO:0001217, UniRef:UniRef50_A0A2N0UXQ4, UniRef:UniRef90_A0A2N0UXQ4
contig_128	14675	14767	-	FIGEMF_02147	3.3	4.7		SO:0001217, UniRef:UniRef50_A0A2N0UXQ0, UniRef:UniRef90_A0A2N0UXQ0
contig_128	15274	15522	-	FIGEMF_02149	9.7	9.4		RefSeq:WP_101028762.1, SO:0001217, UniParc:UPI000969C52A, UniRef:UniRef100_A0A2N0UXT7, UniRef:UniRef50_A0A2N0UXT7, UniRef:UniRef90_A0A2N0UXT7
contig_128	21312	21431	-	FIGEMF_02154	4.3	9.1		
contig_128	22828	23070	-	FIGEMF_02156	9.4	9.8		SO:0001217, UniRef:UniRef50_A0A8S5SKB1, UniRef:UniRef90_UPI0025FCE5D3
contig_128	23488	23637	-	FIGEMF_02158	5.6	6.2		
contig_128	25587	25988	+	FIGEMF_02162	14.9	9.5		SO:0001217, UniRef:UniRef50_UPI0015A39767, UniRef:UniRef90_UPI0015A39767
