name	radius	peak valley ratio	kind	bp	ncontigs	medoid
652	None	None	loner	1652	1	k79_9930
653	0.055	0.46	normal	6573	5	k79_91307
654	None	None	loner	1652	1	k79_78219
655	None	None	loner	1652	1	k79_11862
656	None	None	loner	1651	1	k79_19122
657	0.045	0.12	normal	3175	2	k79_2669
658	None	None	loner	1650	1	k79_36923
659	None	None	loner	1647	1	k79_47188
660	None	None	loner	1646	1	k79_86840
661	None	None	loner	1645	1	k79_4388
662	0.02	0.27	normal	1924	1	k79_70676
663	0.025	0.16	normal	1641	1	k79_50747
664	None	None	loner	1641	1	k79_5460
665	None	None	loner	1639	1	k79_90706
666	None	None	loner	1639	1	k79_5231
667	None	None	loner	1637	1	k79_62648
668	None	None	loner	1636	1	k79_21429
669	None	None	loner	1636	1	k79_18257
670	None	None	loner	1635	1	k79_7962
671	None	None	loner	1635	1	k79_21450
672	None	None	loner	1634	1	k79_46589
673	None	None	loner	1633	1	k79_22031
674	None	None	loner	1633	1	k79_61545
675	None	None	loner	1629	1	k79_45754
676	None	None	loner	1626	1	k79_5071
677	0.02	0.26	normal	1625	1	k79_20977
678	None	None	loner	1624	1	k79_82466
679	None	None	loner	1623	1	k79_63830
680	None	None	loner	1623	1	k79_72240
681	0.025	0.15	normal	1621	1	k79_63076
682	None	None	loner	1620	1	k79_3656
683	0.02	0.28	normal	1620	1	k79_60126
684	0.02	0.24	normal	1619	1	k79_31127
685	None	None	loner	1619	1	k79_17271
686	None	None	loner	1618	1	k79_28220
687	None	None	loner	1617	1	k79_92831
688	None	None	loner	1616	1	k79_55366
689	None	None	loner	1615	1	k79_64173
690	0.06	None	fallback	4164	3	k79_7288
691	None	None	loner	1613	1	k79_88122
692	0.06	None	fallback	14951	11	k79_45897
693	None	None	loner	1611	1	k79_61415
694	0.02	0.23	normal	1611	1	k79_51598
695	None	None	loner	1611	1	k79_63867
696	None	None	loner	1608	1	k79_48263
697	None	None	loner	1608	1	k79_75662
698	None	None	loner	1606	1	k79_85283
699	0.05	0.2	normal	2665	2	k79_85784
700	0.02	0.32	normal	1583	1	k79_96425
701	None	None	loner	1601	1	k79_7506
702	0.06	None	fallback	7063	6	k79_78834
703	None	None	loner	1595	1	k79_58285
704	None	None	loner	1594	1	k79_89845
705	None	None	loner	1593	1	k79_16597
706	None	None	loner	1592	1	k79_25089
707	None	None	loner	1589	1	k79_68578
708	None	None	loner	1588	1	k79_43590
709	None	None	loner	1585	1	k79_73187
710	None	None	loner	1585	1	k79_5345
711	None	None	loner	1582	1	k79_43811
712	None	None	loner	1579	1	k79_20959
713	None	None	loner	1579	1	k79_80496
714	0.02	0.19	normal	1579	1	k79_26916
715	None	None	loner	1578	1	k79_11909
716	None	None	loner	1578	1	k79_46402
717	0.02	0.33	normal	1574	1	k79_55709
718	None	None	loner	1574	1	k79_17760
719	None	None	loner	1572	1	k79_15115
720	None	None	loner	1571	1	k79_54397
721	None	None	loner	1571	1	k79_6735
722	None	None	loner	1571	1	k79_14424
723	None	None	loner	1569	1	k79_35589
724	None	None	loner	1569	1	k79_31761
725	None	None	loner	1567	1	k79_9511
726	0.025	0.18	normal	1567	1	k79_42116
727	None	None	loner	1566	1	k79_22740
728	None	None	loner	1562	1	k79_87127
729	None	None	loner	1562	1	k79_44961
730	None	None	loner	1558	1	k79_75832
731	None	None	loner	1558	1	k79_12313
732	None	None	loner	1557	1	k79_1366
733	None	None	loner	1555	1	k79_91477
734	None	None	loner	1555	1	k79_81621
735	None	None	loner	1553	1	k79_37170
736	None	None	loner	1553	1	k79_49240
737	None	None	loner	1552	1	k79_35203
738	None	None	loner	1552	1	k79_82658
739	None	None	loner	1552	1	k79_16103
740	None	None	loner	1551	1	k79_3710
741	None	None	loner	1548	1	k79_74969
742	0.02	0.21	normal	1518	1	k79_22364
743	0.025	0.15	normal	1547	1	k79_52945
744	None	None	loner	1546	1	k79_11418
745	None	None	loner	1546	1	k79_52792
746	0.02	0.25	normal	1545	1	k79_37180
747	None	None	loner	1543	1	k79_24450
748	None	None	loner	1542	1	k79_82119
749	None	None	loner	1541	1	k79_45488
750	None	None	loner	1541	1	k79_85609
751	None	None	loner	1541	1	k79_26066
752	None	None	loner	1540	1	k79_85191
753	None	None	loner	1539	1	k79_83216
754	None	None	loner	1538	1	k79_28917
755	0.07	0.0	normal	2978	2	k79_33372
756	None	None	loner	1536	1	k79_72964
757	0.06	None	fallback	5597	4	k79_72284
758	None	None	loner	1531	1	k79_46758
759	None	None	loner	1531	1	k79_60323
760	None	None	loner	1531	1	k79_79521
761	None	None	loner	1531	1	k79_50141
762	None	None	loner	1529	1	k79_85873
763	None	None	loner	1528	1	k79_80781
764	None	None	loner	1524	1	k79_54307
765	0.06	None	fallback	8087	7	k79_81261
766	None	None	loner	1521	1	k79_44020
767	None	None	loner	1520	1	k79_36797
768	0.06	None	fallback	5031	4	k79_90332
769	None	None	loner	1519	1	k79_96803
770	0.06	None	fallback	4107	3	k79_49221
771	None	None	loner	1518	1	k79_6076
772	None	None	loner	1516	1	k79_47305
773	None	None	loner	1516	1	k79_78813
774	None	None	loner	1515	1	k79_27359
775	None	None	loner	1515	1	k79_8282
776	None	None	loner	1515	1	k79_48985
777	None	None	loner	1513	1	k79_87963
778	None	None	loner	1512	1	k79_85012
779	None	None	loner	1512	1	k79_40349
780	None	None	loner	1511	1	k79_92575
781	None	None	loner	1510	1	k79_62593
782	None	None	loner	1510	1	k79_80147
783	None	None	loner	1510	1	k79_90831
784	None	None	loner	1508	1	k79_27447
785	None	None	loner	1504	1	k79_26176
786	None	None	loner	1504	1	k79_19550
787	None	None	loner	1503	1	k79_84611
788	None	None	loner	1502	1	k79_45545
789	None	None	loner	1502	1	k79_22856
790	0.075	0.36	normal	10622	8	k79_32016
791	None	None	loner	1501	1	k79_61452
792	None	None	loner	1500	1	k79_40120
793	None	None	loner	1499	1	k79_92279
794	0.025	0.17	normal	1498	1	k79_12013
795	0.02	0.24	normal	1498	1	k79_77740
796	None	None	loner	1497	1	k79_60941
797	None	None	loner	1497	1	k79_7108
798	None	None	loner	1494	1	k79_65373
799	None	None	loner	1493	1	k79_28784
800	None	None	loner	1492	1	k79_58397
801	0.02	0.18	normal	1492	1	k79_85633
802	None	None	loner	1492	1	k79_82297
803	None	None	loner	1487	1	k79_41258
804	0.06	None	fallback	4857	4	k79_87376
805	None	None	loner	1484	1	k79_2935
806	None	None	loner	1481	1	k79_27640
807	None	None	loner	1481	1	k79_68471
808	None	None	loner	1480	1	k79_96770
809	None	None	loner	1478	1	k79_61000
810	None	None	loner	1478	1	k79_30329
811	None	None	loner	1475	1	k79_40026
812	None	None	loner	1470	1	k79_80422
813	None	None	loner	1469	1	k79_66537
814	None	None	loner	1467	1	k79_48825
815	None	None	loner	1466	1	k79_86285
816	None	None	loner	1466	1	k79_44675
817	None	None	loner	1466	1	k79_91036
818	None	None	loner	1465	1	k79_71173
819	None	None	loner	1465	1	k79_96
820	None	None	loner	1465	1	k79_9558
821	None	None	loner	1462	1	k79_49467
822	None	None	loner	1461	1	k79_84080
823	None	None	loner	1460	1	k79_12114
824	None	None	loner	1460	1	k79_44685
825	None	None	loner	1459	1	k79_7646
826	None	None	loner	1459	1	k79_91547
827	None	None	loner	1459	1	k79_63886
828	None	None	loner	1459	1	k79_27452
829	None	None	loner	1458	1	k79_50885
830	0.045	0.37	normal	2607	2	k79_97339
831	0.06	None	fallback	4100	3	k79_48924
832	None	None	loner	1455	1	k79_36599
833	None	None	loner	1455	1	k79_66488
834	None	None	loner	1454	1	k79_64579
835	None	None	loner	1451	1	k79_97199
836	None	None	loner	1451	1	k79_28393
837	None	None	loner	1449	1	k79_73002
838	0.025	0.18	normal	1446	1	k79_41883
839	None	None	loner	1445	1	k79_97181
840	None	None	loner	1442	1	k79_41835
841	None	None	loner	1442	1	k79_60136
842	None	None	loner	1441	1	k79_3892
843	None	None	loner	1441	1	k79_80582
844	None	None	loner	1441	1	k79_106
845	None	None	loner	1441	1	k79_18733
846	None	None	loner	1440	1	k79_23136
847	None	None	loner	1437	1	k79_45790
848	None	None	loner	1437	1	k79_38666
849	0.025	0.15	normal	1437	1	k79_95479
850	None	None	loner	1436	1	k79_32574
851	None	None	loner	1435	1	k79_33487
852	None	None	loner	1435	1	k79_82198
853	None	None	loner	1434	1	k79_7528
854	None	None	loner	1433	1	k79_13235
855	0.02	0.18	normal	1433	1	k79_62096
856	None	None	loner	1432	1	k79_91914
857	0.02	0.23	normal	1430	1	k79_40348
858	None	None	loner	1429	1	k79_23264
859	None	None	loner	1429	1	k79_68414
860	None	None	loner	1428	1	k79_8853
861	None	None	loner	1428	1	k79_81566
862	None	None	loner	1427	1	k79_23372
863	None	None	loner	1426	1	k79_11636
864	None	None	loner	1425	1	k79_60980
865	None	None	loner	1425	1	k79_86999
866	None	None	loner	1424	1	k79_56014
867	None	None	loner	1424	1	k79_81441
868	None	None	loner	1424	1	k79_83678
869	None	None	loner	1423	1	k79_34437
870	None	None	loner	1423	1	k79_20222
871	0.025	0.17	normal	1422	1	k79_87072
872	None	None	loner	1421	1	k79_80355
873	None	None	loner	1419	1	k79_2134
874	None	None	loner	1419	1	k79_17903
875	None	None	loner	1419	1	k79_69679
876	None	None	loner	1417	1	k79_64216
877	None	None	loner	1416	1	k79_73722
878	None	None	loner	1416	1	k79_443
879	None	None	loner	1415	1	k79_64017
880	None	None	loner	1414	1	k79_36500
881	None	None	loner	1414	1	k79_30565
882	None	None	loner	1414	1	k79_20782
883	None	None	loner	1414	1	k79_6186
884	None	None	loner	1413	1	k79_10106
885	0.02	0.46	normal	1413	1	k79_65147
886	0.025	0.15	normal	1411	1	k79_56980
887	None	None	loner	1410	1	k79_56418
888	None	None	loner	1410	1	k79_48361
889	None	None	loner	1410	1	k79_13197
890	None	None	loner	1409	1	k79_47435
891	None	None	loner	1409	1	k79_28229
892	None	None	loner	1408	1	k79_88648
893	None	None	loner	1406	1	k79_57850
894	None	None	loner	1406	1	k79_52512
895	0.02	0.21	normal	1404	1	k79_28974
896	None	None	loner	1404	1	k79_10503
897	None	None	loner	1402	1	k79_6333
898	None	None	loner	1401	1	k79_68299
899	None	None	loner	1400	1	k79_10610
900	0.025	0.15	normal	1400	1	k79_16842
901	None	None	loner	1398	1	k79_33431
902	None	None	loner	1398	1	k79_94610
903	None	None	loner	1398	1	k79_52494
904	None	None	loner	1396	1	k79_55392
905	None	None	loner	1396	1	k79_73749
906	None	None	loner	1395	1	k79_9572
907	0.02	0.22	normal	2191	1	k79_78521
908	None	None	loner	1395	1	k79_72815
909	None	None	loner	1393	1	k79_70884
910	0.025	0.16	normal	1393	1	k79_4937
911	None	None	loner	1393	1	k79_97389
912	None	None	loner	1393	1	k79_88727
913	None	None	loner	1392	1	k79_42874
914	None	None	loner	1392	1	k79_1462
915	None	None	loner	1391	1	k79_23597
916	None	None	loner	1390	1	k79_11716
917	None	None	loner	1388	1	k79_41851
918	None	None	loner	1388	1	k79_24109
919	0.02	0.4	normal	1386	1	k79_40920
920	None	None	loner	1386	1	k79_34978
921	None	None	loner	1385	1	k79_20237
922	0.06	None	fallback	6086	5	k79_25299
923	None	None	loner	1384	1	k79_8307
924	None	None	loner	1384	1	k79_76734
925	0.06	None	fallback	3989	3	k79_90919
926	None	None	loner	1381	1	k79_21764
927	None	None	loner	1381	1	k79_29841
928	None	None	loner	1380	1	k79_61760
929	None	None	loner	1379	1	k79_88226
930	None	None	loner	1379	1	k79_46848
931	None	None	loner	1376	1	k79_81431
932	None	None	loner	1375	1	k79_66800
933	None	None	loner	1374	1	k79_45204
934	None	None	loner	1372	1	k79_11026
935	0.02	0.43	normal	1370	1	k79_94915
936	0.02	0.18	normal	1641	1	k79_85328
937	None	None	loner	1369	1	k79_38274
938	None	None	loner	1368	1	k79_40356
939	None	None	loner	1367	1	k79_50249
940	None	None	loner	1367	1	k79_11847
941	None	None	loner	1367	1	k79_19827
942	0.025	0.22	normal	5306	1	k79_95522
943	None	None	loner	1363	1	k79_21907
944	0.025	0.15	normal	1362	1	k79_74616
945	None	None	loner	1362	1	k79_647
946	None	None	loner	1361	1	k79_12871
947	None	None	loner	1361	1	k79_71391
948	None	None	loner	1361	1	k79_31296
949	None	None	loner	1359	1	k79_87536
950	None	None	loner	1359	1	k79_3475
951	None	None	loner	1359	1	k79_92095
952	None	None	loner	1358	1	k79_96219
953	None	None	loner	1358	1	k79_90494
954	None	None	loner	1357	1	k79_38321
955	None	None	loner	1357	1	k79_69689
956	None	None	loner	1356	1	k79_41077
957	None	None	loner	1356	1	k79_78090
958	0.06	None	fallback	3468	3	k79_92483
959	None	None	loner	1353	1	k79_54376
960	None	None	loner	1353	1	k79_24237
961	None	None	loner	1352	1	k79_64704
962	None	None	loner	1352	1	k79_50079
963	None	None	loner	1352	1	k79_4436
964	None	None	loner	1352	1	k79_36758
965	None	None	loner	1351	1	k79_94416
966	None	None	loner	1350	1	k79_49973
967	None	None	loner	1350	1	k79_58985
968	None	None	loner	1348	1	k79_74783
969	None	None	loner	1348	1	k79_26542
970	None	None	loner	1347	1	k79_41540
971	None	None	loner	1347	1	k79_56860
972	None	None	loner	1347	1	k79_4993
973	None	None	loner	1347	1	k79_50455
974	None	None	loner	1346	1	k79_10970
975	None	None	loner	1346	1	k79_82292
976	None	None	loner	1345	1	k79_43688
977	None	None	loner	1344	1	k79_96084
978	0.045	0.53	normal	2385	2	k79_91041
979	None	None	loner	1341	1	k79_35487
980	None	None	loner	1340	1	k79_3601
981	None	None	loner	1340	1	k79_74931
982	None	None	loner	1340	1	k79_42264
983	None	None	loner	1338	1	k79_91523
984	None	None	loner	1337	1	k79_49903
985	None	None	loner	1337	1	k79_96481
986	None	None	loner	1336	1	k79_79415
987	None	None	loner	1336	1	k79_51848
988	None	None	loner	1336	1	k79_79249
989	None	None	loner	1333	1	k79_53521
990	None	None	loner	1332	1	k79_85654
991	None	None	loner	1332	1	k79_15748
992	None	None	loner	1331	1	k79_38559
993	None	None	loner	1331	1	k79_44356
994	None	None	loner	1331	1	k79_58540
995	None	None	loner	1330	1	k79_60575
996	None	None	loner	1330	1	k79_42978
997	None	None	loner	1329	1	k79_30582
998	None	None	loner	1329	1	k79_2965
999	None	None	loner	1328	1	k79_46056
1000	None	None	loner	1328	1	k79_709
1001	None	None	loner	1326	1	k79_17469
1002	None	None	loner	1326	1	k79_8225
1003	None	None	loner	1326	1	k79_54627
1004	None	None	loner	1326	1	k79_48431
1005	None	None	loner	1325	1	k79_27576
1006	None	None	loner	1322	1	k79_78757
1007	None	None	loner	1320	1	k79_74656
1008	None	None	loner	1318	1	k79_51439
1009	None	None	loner	1318	1	k79_60698
1010	0.025	0.16	normal	1318	1	k79_58687
1011	None	None	loner	1317	1	k79_10484
1012	None	None	loner	1316	1	k79_2549
1013	0.025	0.17	normal	1316	1	k79_57744
1014	None	None	loner	1315	1	k79_24988
1015	None	None	loner	1314	1	k79_68011
1016	0.025	0.17	normal	1314	1	k79_77065
1017	0.02	0.45	normal	1314	1	k79_92194
1018	None	None	loner	1311	1	k79_68633
1019	None	None	loner	1310	1	k79_13659
1020	None	None	loner	1310	1	k79_65689
1021	None	None	loner	1308	1	k79_27589
1022	0.02	0.25	normal	1308	1	k79_26175
1023	0.06	0.04	normal	3825	3	k79_4310
1024	None	None	loner	1308	1	k79_75291
1025	None	None	loner	1305	1	k79_40444
1026	None	None	loner	1304	1	k79_90372
1027	None	None	loner	1303	1	k79_78562
1028	None	None	loner	1303	1	k79_13957
1029	0.02	0.39	normal	1302	1	k79_56343
1030	None	None	loner	1302	1	k79_91172
1031	None	None	loner	1302	1	k79_75917
1032	None	None	loner	1301	1	k79_81822
1033	None	None	loner	1300	1	k79_62825
1034	None	None	loner	1300	1	k79_74553
1035	None	None	loner	1299	1	k79_1348
1036	None	None	loner	1299	1	k79_12015
1037	None	None	loner	1296	1	k79_39828
1038	None	None	loner	1296	1	k79_21701
1039	None	None	loner	1295	1	k79_12120
1040	None	None	loner	1295	1	k79_49396
1041	None	None	loner	1294	1	k79_42859
1042	None	None	loner	1294	1	k79_22013
1043	None	None	loner	1294	1	k79_31755
1044	None	None	loner	1293	1	k79_50061
1045	None	None	loner	1292	1	k79_49191
1046	None	None	loner	1292	1	k79_3850
1047	None	None	loner	1290	1	k79_73306
1048	None	None	loner	1289	1	k79_28986
1049	None	None	loner	1288	1	k79_77389
1050	None	None	loner	1288	1	k79_10560
1051	None	None	loner	1285	1	k79_60942
1052	None	None	loner	1285	1	k79_59436
1053	0.025	0.17	normal	1285	1	k79_54578
1054	None	None	loner	1284	1	k79_74282
1055	None	None	loner	1283	1	k79_38931
1056	None	None	loner	1283	1	k79_84720
1057	None	None	loner	1282	1	k79_25835
1058	None	None	loner	1281	1	k79_84936
1059	None	None	loner	1278	1	k79_95337
1060	None	None	loner	1278	1	k79_72199
1061	None	None	loner	1277	1	k79_22594
1062	None	None	loner	1277	1	k79_28877
1063	None	None	loner	1276	1	k79_9803
1064	None	None	loner	1276	1	k79_56560
1065	None	None	loner	1275	1	k79_51724
1066	None	None	loner	1274	1	k79_91082
1067	None	None	loner	1271	1	k79_42317
1068	None	None	loner	1271	1	k79_48846
1069	None	None	loner	1271	1	k79_39908
1070	None	None	loner	1270	1	k79_65485
1071	None	None	loner	1269	1	k79_87790
1072	None	None	loner	1268	1	k79_21947
1073	None	None	loner	1267	1	k79_32527
1074	None	None	loner	1266	1	k79_23733
1075	0.025	0.17	normal	1266	1	k79_77332
1076	None	None	loner	1266	1	k79_19836
1077	None	None	loner	1265	1	k79_60626
1078	None	None	loner	1264	1	k79_28745
1079	None	None	loner	1264	1	k79_15336
1080	None	None	loner	1264	1	k79_88100
1081	None	None	loner	1262	1	k79_60219
1082	0.025	0.13	normal	1942	1	k79_6505
1083	None	None	loner	1260	1	k79_64757
1084	None	None	loner	1259	1	k79_17202
1085	0.055	0.01	normal	4704	4	k79_43153
1086	None	None	loner	1257	1	k79_16978
1087	0.02	0.43	normal	1256	1	k79_89834
1088	None	None	loner	1255	1	k79_18271
1089	0.025	0.15	normal	1255	1	k79_17473
1090	None	None	loner	1251	1	k79_66923
1091	None	None	loner	1250	1	k79_82911
1092	None	None	loner	1249	1	k79_82032
1093	None	None	loner	1249	1	k79_11027
1094	None	None	loner	1249	1	k79_50710
1095	None	None	loner	1246	1	k79_13991
1096	None	None	loner	1246	1	k79_34308
1097	None	None	loner	1246	1	k79_74781
1098	None	None	loner	1245	1	k79_33600
1099	None	None	loner	1245	1	k79_44763
1100	None	None	loner	1245	1	k79_96992
1101	None	None	loner	1245	1	k79_87920
1102	None	None	loner	1245	1	k79_19269
1103	None	None	loner	1244	1	k79_11366
1104	None	None	loner	1244	1	k79_93915
1105	None	None	loner	1244	1	k79_49131
1106	0.105	0.01	normal	11559	10	k79_65683
1107	None	None	loner	1243	1	k79_67817
1108	None	None	loner	1242	1	k79_51846
1109	None	None	loner	1241	1	k79_85358
1110	0.02	0.4	normal	1239	1	k79_42137
1111	None	None	loner	1238	1	k79_73125
1112	None	None	loner	1238	1	k79_24904
1113	None	None	loner	1237	1	k79_73201
1114	None	None	loner	1237	1	k79_27282
1115	None	None	loner	1237	1	k79_10050
1116	None	None	loner	1236	1	k79_27751
1117	None	None	loner	1235	1	k79_44577
1118	None	None	loner	1234	1	k79_55214
1119	None	None	loner	1232	1	k79_35209
1120	None	None	loner	1232	1	k79_7874
1121	None	None	loner	1231	1	k79_75548
1122	None	None	loner	1230	1	k79_92514
1123	None	None	loner	1230	1	k79_78761
1124	None	None	loner	1229	1	k79_17682
1125	0.06	None	fallback	5496	5	k79_13340
1126	None	None	loner	1229	1	k79_66531
1127	None	None	loner	1227	1	k79_54857
1128	None	None	loner	1227	1	k79_73082
1129	None	None	loner	1226	1	k79_23560
1130	None	None	loner	1226	1	k79_25458
1131	None	None	loner	1224	1	k79_67109
1132	None	None	loner	1224	1	k79_90243
1133	None	None	loner	1224	1	k79_36337
1134	None	None	loner	1223	1	k79_27880
1135	None	None	loner	1223	1	k79_95803
1136	None	None	loner	1223	1	k79_65511
1137	None	None	loner	1222	1	k79_82072
1138	None	None	loner	1222	1	k79_72075
1139	None	None	loner	1222	1	k79_79960
1140	None	None	loner	1221	1	k79_40467
1141	None	None	loner	1219	1	k79_46504
1142	None	None	loner	1219	1	k79_16120
1143	None	None	loner	1218	1	k79_92520
1144	0.02	0.44	normal	1218	1	k79_76790
1145	None	None	loner	1216	1	k79_3002
1146	None	None	loner	1216	1	k79_73296
1147	None	None	loner	1214	1	k79_13743
1148	None	None	loner	1212	1	k79_31626
1149	None	None	loner	1212	1	k79_60012
1150	None	None	loner	1211	1	k79_94984
1151	None	None	loner	1210	1	k79_90260
1152	None	None	loner	1209	1	k79_13256
1153	None	None	loner	1208	1	k79_52184
1154	None	None	loner	1208	1	k79_42257
1155	None	None	loner	1207	1	k79_95978
1156	None	None	loner	1207	1	k79_96913
1157	None	None	loner	1207	1	k79_47107
1158	None	None	loner	1206	1	k79_52497
1159	None	None	loner	1206	1	k79_69814
1160	0.02	0.25	normal	1206	1	k79_23749
1161	None	None	loner	1206	1	k79_69945
1162	None	None	loner	1205	1	k79_30334
1163	0.025	0.17	normal	1205	1	k79_54440
1164	None	None	loner	1205	1	k79_80450
1165	None	None	loner	1204	1	k79_23370
1166	None	None	loner	1204	1	k79_43573
1167	None	None	loner	1204	1	k79_45248
1168	None	None	loner	1203	1	k79_63607
1169	None	None	loner	1203	1	k79_19798
1170	None	None	loner	1201	1	k79_73290
1171	None	None	loner	1199	1	k79_17449
1172	None	None	loner	1198	1	k79_80899
1173	None	None	loner	1196	1	k79_82879
1174	None	None	loner	1195	1	k79_59254
1175	None	None	loner	1195	1	k79_75925
1176	None	None	loner	1195	1	k79_42291
1177	None	None	loner	1193	1	k79_42882
1178	None	None	loner	1192	1	k79_17581
1179	0.06	None	fallback	3525	3	k79_4003
1180	None	None	loner	1192	1	k79_32705
1181	None	None	loner	1191	1	k79_783
1182	None	None	loner	1191	1	k79_68562
1183	None	None	loner	1190	1	k79_15952
1184	None	None	loner	1190	1	k79_79567
1185	None	None	loner	1189	1	k79_11331
1186	None	None	loner	1189	1	k79_52354
1187	None	None	loner	1187	1	k79_8645
1188	None	None	loner	1187	1	k79_49024
1189	None	None	loner	1187	1	k79_11021
1190	None	None	loner	1186	1	k79_59542
1191	None	None	loner	1185	1	k79_47752
1192	None	None	loner	1185	1	k79_86592
1193	None	None	loner	1184	1	k79_3159
1194	None	None	loner	1184	1	k79_40230
1195	None	None	loner	1184	1	k79_92522
1196	None	None	loner	1183	1	k79_71571
1197	None	None	loner	1181	1	k79_27507
1198	None	None	loner	1181	1	k79_23289
1199	None	None	loner	1181	1	k79_93259
1200	None	None	loner	1180	1	k79_44456
1201	None	None	loner	1180	1	k79_25539
1202	None	None	loner	1180	1	k79_54381
1203	None	None	loner	1180	1	k79_47694
1204	None	None	loner	1180	1	k79_23107
1205	None	None	loner	1179	1	k79_76351
1206	None	None	loner	1179	1	k79_20670
1207	None	None	loner	1178	1	k79_25926
1208	None	None	loner	1178	1	k79_96301
1209	0.025	0.16	normal	1395	1	k79_29510
1210	None	None	loner	1174	1	k79_92142
1211	None	None	loner	1174	1	k79_74008
1212	None	None	loner	1174	1	k79_19178
1213	None	None	loner	1173	1	k79_61227
1214	None	None	loner	1173	1	k79_9386
1215	None	None	loner	1173	1	k79_47587
1216	None	None	loner	1173	1	k79_24770
1217	None	None	loner	1173	1	k79_39431
1218	None	None	loner	1172	1	k79_94450
1219	None	None	loner	1170	1	k79_87875
1220	None	None	loner	1170	1	k79_51499
1221	None	None	loner	1169	1	k79_5487
1222	None	None	loner	1169	1	k79_94334
1223	None	None	loner	1168	1	k79_64021
1224	None	None	loner	1167	1	k79_48895
1225	None	None	loner	1166	1	k79_82678
1226	None	None	loner	1165	1	k79_58471
1227	None	None	loner	1165	1	k79_16920
1228	None	None	loner	1165	1	k79_70086
1229	None	None	loner	1165	1	k79_77223
1230	None	None	loner	1165	1	k79_89779
1231	None	None	loner	1164	1	k79_65656
1232	None	None	loner	1163	1	k79_57897
1233	None	None	loner	1163	1	k79_15858
1234	None	None	loner	1162	1	k79_96987
1235	None	None	loner	1162	1	k79_13327
1236	None	None	loner	1162	1	k79_59889
1237	None	None	loner	1161	1	k79_74796
1238	None	None	loner	1160	1	k79_17633
1239	None	None	loner	1160	1	k79_57073
1240	0.06	None	fallback	4334	4	k79_96620
1241	None	None	loner	1160	1	k79_40268
1242	None	None	loner	1158	1	k79_70197
1243	None	None	loner	1158	1	k79_79229
1244	None	None	loner	1158	1	k79_46674
1245	None	None	loner	1157	1	k79_34787
1246	None	None	loner	1156	1	k79_22950
1247	None	None	loner	1156	1	k79_32649
1248	None	None	loner	1156	1	k79_27212
1249	None	None	loner	1155	1	k79_90922
1250	None	None	loner	1155	1	k79_24533
1251	None	None	loner	1155	1	k79_60480
1252	0.06	None	fallback	2159	2	k79_44551
1253	None	None	loner	1154	1	k79_54703
1254	None	None	loner	1154	1	k79_52615
1255	None	None	loner	1153	1	k79_66395
1256	None	None	loner	1153	1	k79_41344
1257	None	None	loner	1153	1	k79_64165
1258	None	None	loner	1153	1	k79_60817
1259	None	None	loner	1152	1	k79_22322
1260	None	None	loner	1152	1	k79_1494
1261	None	None	loner	1151	1	k79_11954
1262	None	None	loner	1151	1	k79_27131
1263	None	None	loner	1150	1	k79_46930
1264	0.02	0.26	normal	1150	1	k79_57442
1265	None	None	loner	1150	1	k79_96820
1266	None	None	loner	1150	1	k79_88599
1267	None	None	loner	1149	1	k79_88588
1268	None	None	loner	1149	1	k79_78471
1269	None	None	loner	1148	1	k79_54250
1270	0.02	0.3	normal	1126	1	k79_67096
1271	None	None	loner	1147	1	k79_92594
1272	None	None	loner	1146	1	k79_88617
1273	0.02	0.44	normal	1145	1	k79_14441
1274	0.025	0.17	normal	1145	1	k79_21620
1275	None	None	loner	1145	1	k79_28052
1276	None	None	loner	1145	1	k79_21978
1277	None	None	loner	1144	1	k79_56221
1278	None	None	loner	1144	1	k79_51845
1279	None	None	loner	1144	1	k79_39153
1280	None	None	loner	1143	1	k79_43311
1281	None	None	loner	1142	1	k79_10527
1282	None	None	loner	1142	1	k79_10916
1283	None	None	loner	1141	1	k79_2806
1284	0.02	0.19	normal	1141	1	k79_15765
1285	None	None	loner	1140	1	k79_51060
1286	None	None	loner	1139	1	k79_18497
1287	None	None	loner	1139	1	k79_5051
1288	0.05	0.01	normal	4198	4	k79_51713
1289	None	None	loner	1139	1	k79_40661
1290	0.02	0.27	normal	1138	1	k79_71682
1291	None	None	loner	1137	1	k79_32780
1292	None	None	loner	1137	1	k79_40588
1293	None	None	loner	1137	1	k79_20604
1294	0.025	0.17	normal	1136	1	k79_11220
1295	0.025	0.09	normal	3552	1	k79_19352
1296	None	None	loner	1135	1	k79_20417
1297	None	None	loner	1135	1	k79_96240
1298	None	None	loner	1135	1	k79_56817
1299	None	None	loner	1134	1	k79_34840
1300	None	None	loner	1134	1	k79_75983
1301	None	None	loner	1134	1	k79_86037
1302	None	None	loner	1133	1	k79_93468
1303	None	None	loner	1133	1	k79_96101
1304	None	None	loner	1133	1	k79_86272
1305	None	None	loner	1133	1	k79_6166
1306	None	None	loner	1133	1	k79_21130
1307	None	None	loner	1132	1	k79_51461
1308	0.02	0.43	normal	1132	1	k79_48925
1309	None	None	loner	1132	1	k79_93605
1310	None	None	loner	1131	1	k79_81932
1311	0.025	0.18	normal	1130	1	k79_40152
1312	None	None	loner	1130	1	k79_28278
1313	None	None	loner	1130	1	k79_55793
1314	None	None	loner	1130	1	k79_22430
1315	None	None	loner	1129	1	k79_33299
1316	None	None	loner	1128	1	k79_56342
1317	None	None	loner	1128	1	k79_38240
