contigs	predictions
k79_27711	
k79_39959	2;1239;186801;3085636;186803;207244;649756
k79_63804	2;1239;526524;526525;2810280;2678885;1982626
k79_27712	
k79_88131	2;1239;186801;3085636;186803;2569097;39488
k79_75969	2;1239;526524;526525;2810280;2678885;1982626
k79_63805	2;1239;186801;3085636;186803;189330;88431
k79_63806	2;976;200643;171549;815;909656;821
k79_63807	2;1239;186801;3085636;186803;2569097;39488
k79_88132	2;1239;186801;3085636;186803;2316020;33039
k79_27713	2;201174;1760;85011;2062;1883;54571
k79_15595	2;1239;186801;3085636;186803;841;301301
k79_27714	
k79_88133	2;1239;186801;186802;216572;216851;853;718252
k79_63808	2;1239;186801;186802;216572;1905344;1550024
k79_15596	2;1239;186801;3085636;186803;207244;649756
k79_63809	2;1239;186801;3085636;186803;2316020;46228;471875
k79_15597	2;1239;186801;3085636;186803;572511;40520;411459
k79_63810	
k79_63811	2;201174;1760;85004;31953;1678;1686
k79_39960	2;1239;186801;3085636;186803;33042;410072
k79_63812	2;976;200643;171549;2005525;375288;823
k79_88134	
k79_75970	2;1239;186801;3085636;186803;572511;418240;1121115
k79_75971	2;1239;186801;3085636;186803;2316020;33039;657313
k79_63813	2;1239;186801;3085636;186803;1766253;39491;657317
k79_75972	2;976;200643;171549;815;909656;821
k79_15598	2;1239;186801;186802;216572;216851;2929490
k79_15599	2;1239;186801;3085636;186803;2569097;39488
k79_27715	2;1239;186801;3085636;186803;33042;410072
k79_63814	2;976;200643;171549;2005525;375288;823
k79_15600	2;1239;186801;3085636;186803;572511;40520;411459
k79_75973	2;1239;186801;3085636;186803;572511;418240;1121115
k79_75974	2;1239;186801;3085636;186803;572511;418240;1121115
k79_88135	2;1239;186801;3085636;186803;1766253;39491
k79_3710	2;976;200643;171549;815;816;291645
k79_52025	2;1239;186801;186802;216572;1263;2608920
k79_3711	
k79_3712	
k79_52026	
k79_52027	2;1239;186801;3085636;186803;33042;410072
k79_3713	2;1224;28211;356;335928;279;2528964
k79_3714	2;1239;186801;3085636;186803;572511;40520;411459
k79_88136	2;976;200643;171549;2005525;375288
k79_63815	2;1239;186801;3085636;186803;572511;2479767
k79_15601	2;976;200643;171549;2005525;375288;46503
k79_63816	
k79_75975	2;976;200643;171549;815;816;820
k79_27716	2;1239;186801
k79_63817	2;201174;1760;85004;31953;1678;1680
k79_27717	
k79_52028	2;201174;1760;85006;85023;46352;684552
k79_15602	2;976;200643;171549;815;816;818
k79_63818	2;1239;186801;3085636;186803;2316020;33039
k79_15603	2;1239;186801;186802;216572;1263;1160721
k79_88137	2157;28890;183925;2158;2159;2172;2173
k79_75976	2;1239;186801;3085636;186803;841;301301
k79_27718	2;1239;909932;1843488;909930;33024;33025
k79_75977	2;201174;1760;85004;31953;1678;1680
k79_39961	2;1239;91061;1385;186817;1386;185979
k79_63819	2;976;200643;171549;815;909656;821
k79_88138	2;976;200643;171549;2005525;375288
k79_27719	2;976;200643;171549;2005525;375288
k79_63820	2;976;200643;171549;2005525;375288;46503
k79_15604	2;1239;526524;526525;2810280;135858;2478954
k79_88139	2;976;200643;171549;815;816;28111
k79_39962	2;976;200643;1970189;558415;1193324;889453
k79_75978	
k79_27720	2;976;200643;171549;815;816;28116
k79_75979	2;1239;186801;3085636;186803;2316020;33039
k79_63821	2;1239;186801;3085636;186803;189330;88431
k79_39963	
k79_15605	2;1239;186801;3085636;186803;2316020;33039;657313
k79_75980	2;1239;186801;186802;216572;2892396;2714355
k79_52029	2;1239;186801;3085636;186803;189330;88431
k79_52030	2;976;200643;171549;815;816;28113
k79_63822	2;74201;203494;48461;1647988;239934;239935
k79_88140	2;1239;186801;3085636;186803;33042;410072
k79_75981	
k79_39964	2;201174;1760;85004;31953;1678;1680
k79_39965	2;976;200643;171549;815;816;28111
k79_88141	2;976;200643;171549;2005525;375288
k79_15606	2;1239;186801;186802;216572;1263;657323
k79_88142	
k79_39966	2;976;200643;171549;2005525;375288;46503
k79_88143	
k79_39967	2;201174;1760;85004;31953;1678;1680
k79_27721	2;1239;186801;3085636;186803;2316020;33039;657313
k79_88144	2;976;200643;171549;2005525;375288;823
k79_27722	
k79_27723	2;201174;1760;85004;31953;1678
k79_39968	2;1239;186801;3085636;186803;1766253;39491;657318
k79_3715	2157;28890;183925;2158;2159;2172;2173;420247
k79_39969	2;1239;186801;3085636;186803;572511;40520;411459
k79_39970	2;1239;186801;3085636;186803;207244;649756
k79_75982	2759;7711;40674;9443;9604;9605;9606
k79_39971	2;1239;186801;3082720;3118654;166484;166485
k79_75983	2;1239;186801;186802;216572;1263;1160721
k79_39972	2;976;200643;171549;815;816;28111
k79_75984	
k79_39973	
k79_39974	2;1239;186801;3085636;186803;572511;89014
k79_3716	2;1239;186801;186802;216572;2172004;2108523
k79_63823	
k79_39975	
k79_3717	
k79_3718	2;1239;186801;3085636;186803;189330;88431
k79_27724	2;976;200643;171549;815;909656;821
k79_63824	2;1239;186801;3085636;186803;207244;649756
k79_15607	2;1239;186801;3085636;186803;2316020;33039;657313
k79_3719	2;1239;186801;3085636;186803;841;1261635
k79_15608	
k79_15609	
k79_39976	
k79_63825	2;1239;186801;3085636;186803;1766253;39491;657317
k79_27725	2;1239;186801;186802
k79_39977	2;976;200643;171549;815;816;674529
k79_3720	2;1239;186801;3085636;186803;189330;39486
k79_27726	2;1239;186801;3085636;186803;2569097;39488
k79_88145	2;1239;186801;3085636;186803;572511;418240;1121115
k79_39978	2;1239;186801;186802;186806;1730;39496
k79_27727	
k79_3721	2;976
k79_88146	2;976;200643;171549;815;909656;821
k79_39979	2;1239;186801;3085636;186803;2316020;33039
k79_15610	2;1239;186801;186802;216572;2892396;2714355
k79_88147	
k79_63826	2;1239;186801;3085636;186803;2569097;39488
k79_15611	2;976;200643;171549;815;816;47678
k79_63827	
k79_88148	2;976;200643;171549;815;816;28111
k79_63828	2;1239;186801;186802;216572;216851
k79_88149	2;1239;186801;3085636;186803;2316020;46228;471875
k79_63829	2;1239;186801;3085636;186803;33042;410072
k79_75985	2;1239;186801;186802;3082771;1918385;1796620
k79_88150	2;976;200643;171549;815;816;162156
k79_75986	2;1239;526524;526525;2810280;2678885;1982626
k79_63830	2;1239;186801;186802;216572;216851;853
k79_3722	2;1239;186801;3085636;186803;841;2763062
k79_88151	
k79_15612	2;1239;186801;3085636;186803;189330;88431
k79_39980	2;201174;1760;85009;31957;72763;1285901
k79_63831	
k79_3723	2;976;200643;171549;2005525;375288;823
k79_39981	
k79_75987	2;1239;186801;3085636;186803;207244;649756
k79_3724	
k79_39982	
k79_15613	2;1239;186801;3085636;186803;572511;418240;1121115
k79_3725	
k79_3726	2;1239;186801;3085636;186803;2569097;39488
k79_15614	
k79_39983	2;1239;186801;3085636;186803;572511;418240;1121115
k79_75988	2;1239;186801;3085636;186803;189330;88431
k79_3727	2;1239;186801;3085636;186803;207244;649756;649757
k79_39984	2;1239;526524;526525;2810280;2678885;1982626
k79_27728	2;1239;186801;3085636;186803;572511;418240;1121115
k79_39985	2;201174;1760;85004;31953;1678;28026
k79_27729	
k79_15615	
k79_3728	2;1239;186801;3085636;186803;207244;649756
k79_15616	2;1239;186801;3085636;186803;207244;649756
k79_52031	2;976;200643;171549;815;816;818
k79_75989	2;1239;186801;3085636;186803;207244;649756
k79_39986	2;976;200643;171549;815;909656;821
k79_27730	
k79_52032	2;1239;186801;186802;216572;216851;853
k79_39987	2;1239;186801;3085636;186803;2569097;39488
k79_27731	2;976;200643;171549;815;816;47678
k79_15617	2;1239;186801;186802;216572;2892396;2714353
k79_52033	2;976;200643;171549;815;816;28111
k79_27732	2;976;200643;171549;2005525;375288;823
k79_39988	2;976;200643;171549;815;816
k79_3729	2;976;200643;171549;2005525;375288;823
k79_75990	2;1239;186801;3085636;186803;1506553;1871021
k79_27733	2;1239;186801;3085636;186803;189330;39486
k79_52034	
k79_27734	2;976;200643;171549;2005525;375288;46503
k79_52035	
k79_27735	
k79_52036	2;1239;186801;3085636;186803;207244;649756;649757
k79_75991	2;976;200643;171549;815;909656;821
k79_27736	2;1239;186801;3085636;186803;189330;88431
k79_52037	
k79_75992	2;976;200643;171549;815;909656;821
k79_27737	
k79_75993	2;1239;186801;3085636;186803;1164882;2490855
k79_3730	2157;28890;183925;2158;2159;2172;2173;420247
k79_27738	2;1239;186801;3085636;186803;1506553;29347
k79_75994	
k79_52038	2;1239
k79_15618	2;1239;186801;186802;216572;1263;657323
k79_27739	2;1239;186801;3085636;186803;2316020;46228;471875
k79_15619	2;201174;1760;85004;31953;1678;1680
k79_3731	2;1239;909932;1843488;909930;33024;33025
k79_3732	
k79_15620	2;1239;526524;526525;2810280;2678885;1982626
k79_15621	2;1239;186801;3085636;186803;207244;649756
k79_75995	2;976;200643;171549;815;909656;821
k79_3733	
k79_39989	2;1239;186801;3085636;186803;572511;2479767
k79_75997	2;976;200643;171549;2005525;375288;823
k79_75998	2;1239;909932;1843488;909930;33024;33025
k79_75999	
k79_39990	2;976;200643;171549;2005525;375288;328812
k79_15622	2;1239;186801;3085636;186803;207244;649756;649757
k79_76000	
k79_39991	2;1239;186801;3085636;186803;189330;39486
k79_15623	2;976;200643;171549;2005525;375288;823
k79_27740	2;1239;186801;3085636;186803;2569097;39488
k79_52039	2;74201;203494;48461;1647988;239934;239935
k79_39992	2;1239;186801;3085636;186803;2316020;33039;657313
k79_76001	2;976;200643;171549;815;816;817
k79_63832	2;1239;186801;3085636;186803;1766253;39491;657318
k79_52040	2;976;200643;171549;2005525;375288;823
k79_15624	2;1239;186801;3085636;186803;1766253;39491
k79_52041	2;1239;186801;3085636;186803;2316020;33039
k79_76002	2;1239;186801;186802;216572;216851;853
k79_88152	2;1239;186801;186802;216572;2892396;2714355
k79_27741	2;1239;186801;186802;216572;2591381;2093857
k79_15625	
k79_76003	2;976;200643;171549;815;909656
k79_27742	2;1239;186801;3085636;186803;189330;39486
k79_15626	2;1239;186801;3085636;186803;2316020;33038
k79_3734	2;1239;186801;186802;216572;1263;657323
k79_27743	2;976;200643;171549;815;909656;821
k79_76004	
k79_52043	2;1239;909932;1843488;909930;33024;33025
k79_76005	2;1783272
k79_52044	2;201174;1760;85006;1268;1663;1494608
k79_52045	
k79_76006	2;1239;186801;3085636;186803;189330;88431
k79_3735	2;976;200643;171549;171550;239759;2585118
k79_63833	2;1239;186801;3085636;186803;207244;649756
k79_27744	2;1239;909932;1843488;909930;33024;33025
k79_63834	2;1239;186801;3085636;186803;2569097;39488
k79_27745	2;1239;186801;3085636;186803;572511
k79_52046	2;1239;186801;186802;216572;292632;214851
k79_27747	2;1239;186801;3085636;186803;189330;39486
k79_52047	2;1224;1236;135614;32033;40323;128780
k79_39993	2;1239;186801;3085636;186803;33042;410072
k79_27749	2;976;200643;171549;815;816;28111
k79_63836	2;1239;186801;186802;216572;292632;214851
k79_52048	2;1239;186801;3085636;186803;2316020;33039
k79_27750	2;976;200643;171549;2005525;375288;46503
k79_39994	
k79_76007	2;1239;186801;186802;216572;1263;657323
k79_15627	
k79_63837	
k79_27751	
k79_76008	
k79_15628	2;1239;186801;186802;216572;292632;214851
k79_63838	2;1239;186801;186802;186806;1730;39496
k79_63839	
k79_63840	2;1239;909932;1843488;909930;33024;33025
k79_39995	2;976;200643;171549;2005525;375288;823
k79_63841	
k79_63842	2;976;200643;171549;2005525;375288;823
k79_3736	2;976;200643;171549;171550;239759;2364787
k79_52049	2;1239;186801;186802;216572;2892396;2714355
k79_39996	
k79_3737	2;1239;186801;3085636;186803;189330;88431
k79_27752	2;1239;186801;186802;216572;216851;853;718252
k79_76009	2;1239;186801;186802;216572;1905344;1550024
k79_15629	2;976;200643;171549;815;909656;821
k79_3738	2;74201;203494;48461;1647988;239934;239935
k79_76010	
k79_15630	2;1239;186801;186802;216572;216851
k79_27753	
k79_76011	
k79_39997	2;1239;186801;3085636;186803;2316020;33039
k79_15631	2;1224;28216;80840;506;152267;2488560
k79_3739	
k79_88153	2;1239;186801;3085636;186803;33042;410072
k79_52050	2;1239;186801;186802;216572;1263;657323
k79_76012	
k79_15632	
k79_3740	2;74201;203494;48461;1647988;239934;239935
k79_88154	2;1239;186801;3085636;186803;189330;88431
k79_52051	2;1239;526524;526525;2810280;2678885;1982626
k79_76013	2;976;200643;171549
k79_15633	
k79_3741	
k79_88155	2;1239;186801;3085636;186803;2569097;39488
k79_39998	2;1239;186801;3085636;186803;207244;649756
k79_76014	2;1239;91061;1385;186817;2675232;3048535
k79_88156	
k79_3742	
k79_15634	
k79_76015	2;1224;1236;135623;641;662;29495
k79_88157	
k79_15635	
k79_88158	2;1239;186801;3085636;186803;33042;410072
k79_15636	
k79_52052	2;1239;186801;3085636;186803;1766253;39491
k79_52053	2;976;200643;171549;815;909656;821
k79_76016	2;1239;186801;3085636;186803;207244;649756
k79_39999	
k79_3743	2;1239;186801;3085636;186803;2569097;39488
k79_3744	
k79_40000	
k79_76017	2;976;200643;171549;171550;239759;2585118
k79_40001	
k79_15637	2;1239;186801;3085636;186803;207244;649756
k79_40002	
k79_27754	
k79_63843	2;976;200643;171549;815;816;47678
k79_40003	
k79_27755	2;1239;186801;3085636;186803;1766253;39491
k79_76018	2;976;200643;171549;2005525;375288
k79_15638	2;74201;203494;48461;1647988;239934;239935
k79_3745	2;976;200643;171549;2005525;375288;46503
k79_63844	
k79_88159	2;1239;909932;1843488;909930;33024;33025
k79_63845	2;976;200643;171549;2005525;375288;823
k79_27756	2;1297;188787;118964;183710;1298;328692
k79_52054	2;1239;186801;3085636;186803;572511
k79_3746	
k79_76019	
k79_27757	2157;28890;183925;2158;2159;2172;2173
k79_52055	
k79_40004	
k79_15639	2;74201;203494;48461;1647988;239934;239935
k79_52056	
k79_88160	2;1239;186801;3085636;186803;1766253;39491;657318
k79_27758	2;1239;91061;1385;186817;1386;1890302
k79_27759	
k79_3747	2;201174;1760;85004;31953;1678;1686
k79_3748	
k79_88161	2;1239;186801;3085636;186803;33042;410072
k79_88162	2;1239;186801;3085636;186803;2316020;46228;471875
k79_52057	2157;28890;183925;2158;2159;2172;2173
k79_27760	
k79_63846	2;1239;186801;3085636;186803;33042;410072
k79_27761	2;1239;186801;3085636;186803;189330;39486
k79_63847	2;1239;186801;3085636;186803;207244;649756
k79_3749	
k79_40005	2;1239;186801;3085636;186803;189330;88431
k79_76020	2;201174;84998;84999;1643824;2082587;2003188
k79_88163	2;201174;1760;85004;31953;1678;1680
k79_63848	2;1239;186801;3085636;186803;1766253;39491;657318
k79_52058	
k79_40006	
k79_76021	2;1239;186801;3085636;186803;2569097;39488
k79_3750	
k79_88164	2;976;200643;171549;2005525;375288
k79_52059	2;976;200643;171549;2005525;375288
k79_76022	2;1239;186801;3085636;186803;841;166486
k79_27762	2;1239;186801;3085636;186803;2316020;33039;657313
k79_3751	2;1239;186801;3085636;186803;28050;39485;515620
k79_88165	2;976;200643;171549;815;816;28111
k79_63849	2;1239;186801;186802;31979;1485;1155388
k79_76023	
k79_3752	
k79_40007	2;976;200643;171549;815;909656;821
k79_40008	2;976;117743;200644;2762318;2782232
k79_52060	2;1239;909932;1843488;909930;33024;33025
k79_88166	2;201174;84998;84999;1643824;2767327;82135
k79_52061	
k79_3753	2;1239;186801;3085636;186803;189330;88431
k79_63850	2;1239;186801;3085636;186803;572511;418240;1121115
k79_52062	2;976;200643;171549;815;909656;821
k79_63851	2;976;200643;171549;2005525;375288;46503
k79_76024	2;1239;186801;3085636;186803;1506553;29347
k79_40009	2;1239;186801;3085636;186803;2944193;2763672
k79_76026	
k79_52063	
k79_76028	2;976;200643;171549;2005525;375288
k79_52064	2;1239;526524;526525;2810280;2678885;1982626
k79_27763	
k79_40010	2;1239;186801;186802;216572;216851;853
k79_76029	
k79_27764	2;1239;186801;3085636;186803;2569097;39488
k79_76030	2;1239;186801;3085636;186803;572511;2479767
k79_40011	2;1239;186801;3085636;186803;189330;88431
k79_63852	2;1239;909932;1843488;909930;33024;33025
k79_76031	
k79_63853	
k79_76032	2;1239;186801;3085636;186803;207244;649756
k79_63854	2;1239;186801;3085636;186803;2569097;39488
k79_52065	2;1239;186801;3085636;186803;1766253;39491;657318
k79_63855	2;1239;186801;3085636;186803;1766253;39491
k79_63856	2;1239;186801;3085636;186803;2316020;46228;471875
k79_76033	2;1239;186801;186802
k79_63857	
k79_63858	2;1239;186801;3085636;186803;572511;33035
k79_52066	2;1239;186801;186802;216572;216851;2929490
k79_76034	
k79_40012	2;1239;186801;3085636;186803;2569097;39488
k79_88167	2;1239;186801;3085636;186803;1766253;39491;657317
k79_76035	
k79_40013	2;1239;186801;3085636;186803;2316020;33039;657313
k79_63859	2;1239;186801;3085636;186803;2316020;33039
k79_76036	
k79_88168	
k79_63860	
k79_52067	2;1239;186801;3085636;186803;1766253;39491
k79_76037	2;976;200643;171549;815;909656;357276
k79_63861	
k79_76038	2;1239;186801;3085636;186803;2316020;46228;471875
k79_40014	2;976;200643;171549;815;816;28111
k79_40015	
k79_88169	
k79_52068	2;1239;526524;526525;2810280;2678885;1982626
k79_88170	2;1239;909932;1843488;909930;33024;33025
k79_40016	2;1239;526524;526525;2810280;2678885;1982626
k79_52070	2;976;200643;171549;171550;239759;214856;679935
k79_76039	2;976;200643;171549;815;909656;821
k79_76040	
k79_52071	2;976;200643;171549;815;816;28111
k79_88171	2;1239;186801;3085636;186803;572511;418240;1121115
k79_76041	2;976;200643;171549;815;816;28111
k79_52072	2;1239;186801;3085636;186803;2316020;33039;657313
k79_88172	
k79_52073	
k79_52074	
k79_88173	2;1239;186801;3085636;186803;1766253;39491
k79_88174	2;1239;186801;186802;186806;1730;39496
k79_3754	2;1239;186801;3085636;186803;207244;649756;649757
k79_76042	
k79_52075	2;976;200643;171549;2005525;375288;823
k79_52076	2;1239;186801;186802;216572;1905344;1550024
k79_3755	2;201174;1760;2037;2049;1069494
k79_52077	2;1239;186801;186802;216572;2892396;2714355
k79_52078	2;1239;186801;3085636;186803;1766253;39491
k79_3756	2;201174;84998;1643822;1643826;447020;446660;394340
k79_76043	2;1239;186801;3085636;186803;841;1261635
k79_52079	
k79_76044	2;1239;186801;3085636;186803;572511;40520;411459
k79_52080	2;976;200643;171549;815;909656;821
k79_52081	
k79_3757	2;976;200643;171549;2005525;375288;823
k79_88175	2;976;200643;171549;2005520;307628;1642646
k79_88176	2;976;200643;171549;2005525;375288;1217282
k79_3758	2;976;200643;171549;2005525;375288;46503
k79_88177	2;976;200643;171549;171550;239759;2585118
k79_3759	
k79_88178	
k79_3760	2;201174;1760;85004;31953;1678
k79_3761	2;74201;203494;48461;1647988;239934;239935
k79_88179	2;1239;186801;186802;216572;216851;2929489
k79_88181	2;1239;186801;3085636;186803;1766253;39491
k79_76045	2;1239;186801;3085636;186803;2569097;39488
k79_76046	2;1239;186801;186802;186806;1730;39496
k79_76047	
k79_15640	2;74201;203494;48461;1647988;239934;239935
k79_76048	2;201174;1760;85004;31953;1678;1680
k79_3762	2;976;200643;171549;815;909656;821
k79_52082	
k79_88182	2;1239;186801;3085636;186803;572511;418240;1121115
k79_3763	2;74201;203494;48461;1647988;239934;239935
k79_88183	2;1239;186801;186802;216572;216851
k79_52083	2;1239;186801;3085636;186803;2316020;33039;657313
k79_15641	2;1239;186801;3085636;186803;1766253;39491;657317
k79_15642	
k79_52084	2;976;200643;171549;815;816;28111
k79_76049	2;1239;186801;3085636;186803;33042;410072
k79_76050	2;976;200643;171549;815;816;28111
k79_40017	2;976;200643;171549;2005525;375288;1217282
k79_76051	2;1239;186801;3085636;186803;572511
k79_15643	
k79_76052	2;1239;186801;3085636;186803;207244;649756
k79_3764	2;976;768503;768507;2896860;105;106;761193
k79_88184	2;1239;909932;1843488;909930;33024;33025
k79_3765	
k79_76053	2;1239;186801;3085636;186803;841;301301
k79_15644	2;1239;186801;186802;216572;292632;214851
k79_3766	2;976;200643;171549;2005525;375288;46503
k79_88185	2;1239;186801;3085636;186803;841;1261634
k79_40018	2;976;200643;171549;815;909656;821
k79_76054	2;1239;909932;1843488;909930;33024;33025
k79_15645	
k79_76055	2;1239;186801;3085636;186803;189330;88431
k79_15646	
k79_88186	
k79_15647	
k79_76056	2;1239;186801;3085636;186803;189330;39486
k79_76057	2157;28890;183925;2158;2159;2172;2173
k79_88187	2;1239;186801;186802;216572;216851;2929494
k79_88188	2;1239;186801;3085636;186803;572511;2479767
k79_40019	
k79_15648	2
k79_40020	2;1239;186801;3085636;186803;2316020;46228;471875
k79_88189	2;1239;186801;3085636;186803;1766253;39491
k79_76058	2;976;200643;171549;815;816;28111
k79_40021	2;1239;186801;3085636;186803;2316020;46228;471875
k79_52085	2;1239;186801;186802;216572;459786;2763056
k79_76059	
k79_52086	2;976;200643;171549;815;909656;821
k79_76060	
k79_3767	
k79_52087	2;1239;186801;3085636;186803;189330;39486
k79_76061	2;976;200643;171549;2005525;375288;823
k79_52088	2;976;200643;171549;2005525;375288;823
k79_52089	
k79_63862	2;1239;91061;1385;186822;44249;2954742
k79_63863	2;976;200643;171549;815;816;28111
k79_63864	2;1239;186801
k79_63865	2;1239;186801;186802;216572;1263;657323
k79_15649	2;1239;186801;3085636;186803;841;301301
k79_63866	
k79_52090	2;976
k79_15650	
k79_63867	2;976;200643;171549;2005525;375288;46503
k79_15651	2;201174;1760;85004;31953;1678;1680
k79_76062	
k79_52091	
k79_3768	2;1239;186801;186802;216572;2892396;2714355
k79_15652	2;976;200643;171549;2005525;375288;823
k79_52092	
k79_63868	
k79_76063	
k79_3769	
k79_3770	2;1239;186801;186802;216572;216851;853
k79_76064	
k79_76065	2
k79_76066	2;1239;526524;526525;2810280;2678885;1982626
k79_63869	2;1239;186801;3085636;186803;2719313;208479
k79_3771	
k79_63870	2;1239;186801;3085636;186803;1766253;39491
k79_3772	2;1239;186801;3085636;186803
k79_88190	2;1239;186801;3085636;186803;1766253;39491;657318
k79_15653	2;1224
k79_52093	2;1239;186801;3085636;186803;572511;89014
k79_3773	
k79_88191	2;1239;186801;3085636;186803;189330;88431
k79_40022	2;1239;186801;3085636;186803;572511;2479767
k79_15654	2;1239;526524;526525;2810280;2678885;1982626
k79_52094	2;1239;186801;3085636;186803;2316020;33039
k79_63871	
k79_3774	2;1239;186801;3085636;186803
k79_63872	2;1239;186801;186802;216572;216851;2929494
k79_88193	2;976;200643;171549;2005525;375288;46503
k79_3775	2;201174;1760;85004;31953;1678
k79_15655	2;1239;186801;186802;216572;1263;1160721
k79_63873	
k79_40023	2;976;200643;171549;2005525;375288;823
k79_52095	2;201174;1760;85004;31953;1678;1680
k79_63874	2;1239;186801;3085636;186803;572511;2479767
k79_3776	2;1239;186801;186802;216572;1263;657323
k79_52096	2;1224;1236;72274;135621;286;1758730
k79_3777	2;1239;526524;526525;2810280;2678885;1982626
k79_3778	2;976;200643;171549;815;909656;821
k79_40024	2;1224;28216;80840;119060;1822464;2880218
k79_15656	2;1239;186801;3085636;186803;189330;88431
k79_40025	
k79_63875	2;1239;186801;3085636;186803;2316020;33039
k79_40026	2;976;200643;171549;2005525;375288
k79_63876	
k79_40027	2;976;200643;171549;2005525;375288;823
k79_63877	2;1239;526524;526525;2810280;2678885;1982626
k79_3781	
k79_15657	2;1239;186801;3085636;186803;1766253;39491
k79_63878	2;976;200643;171549;2005525;375288;46503
k79_40028	2;1239;186801;3085636;186803;207244;649756
k79_52097	2;201174;1760;85004;31953;1678;1680
k79_40029	
k79_15658	2;1239;186801;3085636;186803;189330;88431
k79_3782	2;976;200643;171549;815;816;28111
k79_52098	2;1239;186801;186802;216572;1263;1160721
k79_88194	2;976;200643;171549;815;909656;387090
k79_63879	2;976;200643;171549;815;816;28111
k79_40030	2;1239;186801;186802;216572;2892396;2714355
k79_3783	2;976;200643;171549
k79_88195	2;976;200643;171549;2005525;375288;823
k79_3784	2;976;200643;171549;2005525;375288
k79_88196	2;1239;186801;3085636;186803;28050;39485
k79_63880	
k79_52099	2;1239;186801;3085636;186803;189330;88431
k79_3785	2;1239;186801;3085636;186803;1766253;39491;657318
k79_63881	
k79_52100	
k79_63882	
k79_88197	2;1239;186801;3085636;186803;207244;649756
k79_3786	
k79_63883	2;1239;186801;3085636;186803;2316020;46228;471875
k79_88198	
k79_3787	2;976;200643;171549;1853231;283168;28118
k79_63884	2;1239;186801;3085636;186803;572511;40520;657314
k79_76067	2;976;200643;171549;815;909656;821
k79_63885	2;976;200643;171549;815;816;28111
k79_40031	2;1239;526524;526525;2810280;2678885;1982626
k79_88199	2;74201;203494;48461;1647988;239934;239935
k79_76068	2;1239;186801;3085636;186803;572511;40520;411459
k79_40032	2;976;200643;171549;815;909656;821
k79_76069	2;1239;186801;3085636;186803;2316020;33039
k79_15659	2;1239;186801;186802;31979;1485;1491
k79_76070	
k79_40033	2;1239
k79_76071	2;1239;186801;3085636;186803;189330;88431
k79_40034	
k79_88200	
k79_76072	2;976;200643;171549;815;909656;357276
k79_40035	2;201174;1760;85004;31953;1678;1680
k79_63886	
k79_76073	2;1239;186801;3085636;186803;572511;40520;411459
k79_3788	2;201174;1760;85006;85023;46352;399736
k79_40036	2;1239;186801;3085636;186803;2316020;46228;471875
k79_40037	2;1239;186801;3085636;186803;2569097;39488
k79_40038	
k79_88202	2;1239;186801;3085636;186803;1766253;39491
k79_15660	2;976;200643;171549;815;909656;821
k79_40039	2;1239;186801;3085636;186803;207244;649756
k79_63887	2;1239;186801;3085636;186803;572511
k79_88204	2;1239;186801;3085636;186803;2316020;33039
k79_63888	
k79_88205	2;201174;1760;85004;31953;1678;1686
k79_88206	
k79_76074	2;1239;186801;3085636;186803;207244;649756;649757
k79_15661	2;1239;186801;3085636;186803;572511;40520;411459
k79_63889	
k79_3789	2;74201;203494;48461;1647988;239934;239935
k79_63890	
k79_76075	2;1239;186801;186802;216572;216851;853
k79_63891	
k79_76076	2;1239;186801;3085636;186803;2569097;39488
k79_88207	2;976;200643;171549;815;816;817
k79_76077	
k79_63892	
k79_3790	2;976;200643;171549;815;909656;821
k79_63893	
k79_40040	2;1239
k79_3791	2;201174;1760;85004;31953;1678
k79_63894	2;976;200643;171549;1853231;283168;28118
k79_40041	
k79_3792	2;1239;186801;3085636;186803;1766253;39491
k79_40042	
k79_76078	2;1239;91061;186826;81852;1350;1351
k79_76079	2;1239;186801;3085636;186803;1766253;39491;657317
k79_15662	2;1239;909932;1843488;909930;33024;33025
k79_63895	2;976;200643;171549;815;909656;821
k79_52101	2;976;200643;171549;815;816
k79_15663	2;1239;186801;3085636;186803;2316020;46228;471875
k79_76080	
k79_40043	2;1239;186801;3085636;186803;207244;649756
k79_52102	2;1239;186801;3085636;186803;189330;88431
k79_63896	2;1239;186801;3082720;186804;1870884;1496
k79_52103	2;1239;186801;186802;216572;216851;2929495
k79_76081	2;201174;1760;85007;1653;1716;161895
k79_63897	2;1239;186801;3085636;186803;1506553;29347
k79_88208	2;976;200643;171549;815;816;162156
k79_63898	
k79_88209	2;1239;186801;3085636;186803;2316020;46228;471875
k79_3793	2;1239;186801;186802;216572;1263;657323
k79_63899	
k79_52104	
k79_88210	
k79_63900	2;976;200643;171549;2005525;375288;823
k79_88211	2;1239;186801;3085636;186803;189330;39486
k79_52105	
k79_76082	2157;28890;183925;2158;2159;2172;2173;420247
k79_40044	2;1239;186801;3085636;186803;1766253;39491;657318
k79_88212	
k79_3794	2;976;200643;171549;815;909656;821
k79_76083	
k79_40045	2;1239;186801;186802;216572;1263;657323
k79_88213	
k79_52106	
k79_63901	
k79_3795	
k79_76084	2;1239;186801;3085636;186803;1766253;39491
k79_15664	2;976;200643;171549;2005525;375288;823
k79_63902	2;1239;186801;3085636;186803;33042;410072
k79_27765	2;1239;186801;186802;216572;1263;2608920
k79_76085	
k79_15665	
k79_88214	2;976;200643;171549;815;909656;821
k79_15666	2;976;200643;171549;815;909656;821
k79_52107	2;976;200643;171549;815
