contigname	ERR011348_ERR011348
k79_3499	9.86726
k79_39752	3.48472
k79_75765	5.33613
k79_3500	2.38235
k79_39753	2.55652
k79_39754	4.91176
k79_51811	6.98895
k79_3501	4.93562
k79_87930	7.43866
k79_27516	6.24687
k79_51812	4.00671
k79_3502	5.84211
k79_27517	5.83333
k79_87931	7.20915
k79_87932	4.03497
k79_87933	3.66393
k79_75766	5.90104
k79_63594	12.2736
k79_51813	6.01553
k79_51815	5.2459
k79_51816	4.68932
k79_63595	7.74051
k79_63596	3.60163
k79_75767	5.46596
k79_39755	4.76432
k79_15437	6.2305
k79_27518	7.15627
k79_63597	3.78049
k79_27519	2.71
k79_75768	3.66165
k79_15438	13.519
k79_51817	5.21078
k79_87934	5.34663
k79_39756	6.02911
k79_63598	5.48451
k79_15439	4.23871
k79_51818	4.97391
k79_75769	4.35753
k79_87935	3.71171
k79_63599	4.73292
k79_15440	7.70992
k79_39757	3.59259
k79_3503	6.63645
k79_51819	6.15385
k79_75770	6.27206
k79_39758	7.86087
k79_63600	8.01471
k79_75771	7.21239
k79_87936	5.85593
k79_27520	7.11931
k79_75772	7.23684
k79_63601	6.28641
k79_51820	6.27373
k79_27521	6.12397
k79_63602	2.74648
k79_39759	3.29747
k79_51821	6.30693
k79_87937	3.43488
k79_27522	3.92271
k79_39760	3.54887
k79_87938	3.81197
k79_63603	4.97909
k79_63604	3.02521
k79_75773	58.8737
k79_87939	6.64065
k79_75774	3.39792
k79_27523	4.92541
k79_87940	2.68468
k79_63605	4.72619
k79_75775	4.1858
k79_15441	8.42922
k79_27524	6.35942
k79_63606	4.42525
k79_27525	2.41732
k79_63607	4.60274
k79_75776	5.97766
k79_15442	3.85738
k79_27526	7.09535
k79_63608	7.1432
k79_3504	6.96477
k79_39761	6.73738
k79_3505	6.29197
k79_63609	4.47196
k79_3506	4.84672
k79_27527	4.05246
k79_3507	4.375
k79_63610	7.10539
k79_15443	5.86757
k79_75777	37.1145
k79_3508	4.7459
k79_39762	4.56531
k79_27528	3.85043
k79_75778	5.30894
k79_15444	2.5
k79_39763	4.71642
k79_27529	4.3578
k79_39764	4.55039
k79_27530	5.05556
k79_75779	3.02355
k79_3509	17.113
k79_39765	3.79389
k79_3510	2.5625
k79_39766	5.45185
k79_63611	5.37391
k79_75780	2.77427
k79_87941	17.6889
k79_75781	5.05085
k79_63612	2.5
k79_51822	7.80035
k79_75782	3.79528
k79_63613	5.3964
k79_87942	2.46835
k79_39767	4.34854
k79_87943	8.72727
k79_39768	2.90826
k79_63614	3.29582
k79_63615	4.35106
k79_3511	6.63515
k79_63616	6.07971
k79_75783	5.76258
k79_3512	4.14754
k79_63617	2.53982
k79_3513	4.32632
k79_75784	6.68041
k79_75785	5.63964
k79_39769	4.81094
k79_3514	2.44737
k79_3515	3.58776
k79_3516	4.29915
k79_87944	10.9377
k79_87945	2.45902
k79_39770	5.75391
k79_39771	3.73864
k79_27531	7.70441
k79_3517	4.60817
k79_51823	7.22827
k79_63618	5.7155
k79_39772	2.20548
k79_3518	2.44444
k79_75786	6.72745
k79_51824	2.62914
k79_63619	4.07143
k79_3519	3.125
k79_51825	3.33019
k79_39774	3.92308
k79_63620	2.625
k79_3520	3.10526
k79_75787	4.75431
k79_27532	3.52471
k79_39775	4.10909
k79_75788	6.73585
k79_39776	6.13636
k79_3521	5.14815
k79_3522	3.3875
k79_27533	4.49277
k79_75789	4.51962
k79_63621	4.71727
k79_27534	2.92271
k79_63622	4.70435
k79_87946	6.46602
k79_87947	7.34783
k79_27535	3.25373
k79_39777	5.31761
k79_63623	5.77465
k79_3523	6.73834
k79_27536	5.48624
k79_63624	1.86555
k79_3524	3.8
k79_51826	7.29765
k79_39778	3.7202
k79_87948	6.77441
k79_27537	6.20204
k79_3525	6.40773
k79_51827	5.77758
k79_39779	4.07721
k79_3526	5.86713
k79_63625	7.63574
k79_39780	2.9638
k79_63626	4.47748
k79_51828	3.55556
k79_27538	3.83276
k79_63627	3.7602
k79_51829	6.10407
k79_87949	14.4385
k79_27539	10.0138
k79_63628	3.25926
k79_3527	3.78533
k79_27540	5.67105
k79_3528	4.0614
k79_87950	5.87106
k79_39781	4.21657
k79_39782	4.0
k79_39783	5.0
k79_51830	9.68352
k79_27541	4.18499
k79_51831	9.28205
k79_87951	5.22803
k79_63629	8.09103
k79_27542	4.58696
k79_39784	5.61307
k79_63630	2.99412
k79_39785	4.9
k79_27543	3.24557
k79_15445	12.308
k79_63631	4.31602
k79_39786	3.73214
k79_27544	5.24138
k79_63632	6.05833
k79_15446	4.47712
k79_63633	3.48958
k79_75790	24.9646
k79_15447	4.63745
k79_63634	3.88182
k79_3529	5.14145
k79_15448	5.39073
k79_75791	2.96341
k79_63635	5.38775
k79_27545	4.7963
k79_15449	2.69298
k79_27546	9.57724
k79_75792	2.7125
k79_3530	3.42857
k79_39787	6.42829
k79_3531	3.72222
k79_39788	4.94776
k79_27547	5.53644
k79_3532	3.19697
k79_75793	5.08316
k79_27548	3.96429
k79_3533	4.92241
k79_3534	4.14483
k79_27549	3.21429
k79_51832	8.09726
k79_27550	2.88136
k79_63636	5.96078
k79_3535	4.79245
k79_75794	4.8414
k79_63637	4.00781
k79_75795	4.93701
k79_51833	8.44559
k79_51834	9.55963
k79_15450	9.06996
k79_51835	3.95012
k79_3536	7.24132
k79_15451	5.95643
k79_75796	5.19983
k79_3537	5.60767
k79_75797	4.72174
k79_27553	6.25238
k79_15452	5.1281
k79_27554	2.08333
k79_3538	5.10496
k79_27555	4.64078
k79_51836	6.4721
k79_51837	3.64844
k79_51838	3.26977
k79_27556	5.16165
k79_27557	8.47287
k79_27558	4.74554
k79_27559	4.07752
k79_75798	6.20652
k79_27560	4.38241
k79_15453	21.3084
k79_3539	6.85669
k79_27561	4.033
k79_75799	9.09812
k79_3540	2.96212
k79_15454	7.47639
k79_27562	5.18657
k79_63638	12.8358
k79_75800	4.57428
k79_63639	2.78873
k79_51839	7.20588
k79_27563	6.00767
k79_63640	3.47407
k79_75801	3.42222
k79_3541	7.91118
k79_63641	2.70968
k79_75802	4.64384
k79_51840	6.30786
k79_75803	3.23864
k79_51841	4.52381
k79_63642	4.08952
k79_75804	4.61094
k79_39789	8.70081
k79_51842	6.08333
k79_63643	4.06818
k79_75805	2.50435
k79_51843	2.71171
k79_75806	4.24576
k79_39790	13.5073
k79_51844	1.96194
k79_63644	4.58111
k79_75807	6.19652
k79_27564	5.65558
k79_39792	3.69865
k79_27567	8.41509
k79_27568	2.36508
k79_39793	4.82903
k79_27569	5.78862
k79_75808	3.21039
k79_39794	4.49727
k79_51845	14.6453
k79_75809	3.77823
k79_51846	3.96721
k79_75810	4.61111
k79_75811	4.62992
k79_51847	5.6195
k79_27570	4.63321
k79_51848	4.96842
k79_75812	4.27419
k79_27571	7.48201
k79_51849	3.09483
k79_75813	7.9898
k79_51850	3.94118
k79_27572	13.7951
k79_75814	2.5
k79_51851	2.71429
k79_75815	3.92437
k79_39795	37.4198
k79_51852	5.92243
k79_63645	5.47775
k79_51853	5.36611
k79_63646	2.76142
k79_51854	5.1413
k79_39796	5.76989
k79_27573	23.9158
k79_51855	7.42748
k79_39797	4.67176
k79_15455	10.5544
k79_51856	3.46857
k79_27574	6.55156
k79_15456	6.69935
k79_51857	3.56075
k79_39798	4.19157
k79_27575	4.48
k79_51858	4.6776
k79_39799	3.86131
k79_15457	3.88755
k79_27576	6.11429
k79_51859	4.4386
k79_27577	6.03053
k79_63647	11.5337
k79_51860	6.12139
k79_51861	4.6063
k79_63648	3.45306
k79_39800	6.95015
k79_63649	4.06356
k79_51862	3.93115
k79_39801	3.52391
k79_3542	8.72696
k79_51863	3.77455
k79_3543	4.21853
k79_51864	4.91515
k79_3544	7.27338
k79_51865	6.85156
k79_3545	4.18812
k79_63650	6.09855
k79_3546	3.52113
k79_3547	1.95098
k79_3548	3.59048
k79_3549	6.79259
k79_87952	17.9784
k79_39802	4.98809
k79_51866	5.11969
k79_3550	8.13433
k79_39803	3.54082
k79_39804	4.92857
k79_63651	6.76764
k79_39805	4.34783
k79_51868	2.67806
k79_87953	7.09512
k79_63652	3.44976
k79_87954	2.71698
k79_15458	15.1223
k79_63653	4.51351
k79_39806	3.47429
k79_3551	8.66911
k79_75816	6.62122
k79_63654	4.58586
k79_51869	5.93098
k79_39807	7.59524
k79_3552	3.21809
k79_75817	4.25439
k79_75818	4.95238
k79_3553	3.28775
k79_75819	3.12295
k79_51870	5.69571
k79_63655	4.91418
k79_75820	4.18004
k79_39808	38.5069
k79_87955	10.5606
k79_51871	4.7389
k79_63656	5.7782
k79_3554	8.01169
k79_87956	7.0
k79_63657	6.104
k79_3555	2.8764
k79_75821	4.87821
k79_87957	4.5136
k79_51872	5.55172
k79_3556	5.70655
k79_87958	8.45455
k79_51873	4.46324
k79_39809	3.38904
k79_75822	3.70112
k79_3557	3.05706
k79_51874	4.47756
k79_39810	11.176
k79_75823	4.29703
k79_63658	8.1359
k79_3558	8.66102
k79_51875	4.2197
k79_39811	4.04065
k79_75824	3.50794
k79_63659	10.1504
k79_3559	5.47407
k79_87959	7.55074
k79_15459	10.5935
k79_3560	4.95055
k79_39812	4.36875
k79_51876	4.52248
k79_87960	12.6491
k79_87961	11.1368
k79_63660	3.76968
k79_87962	4.55208
k79_75825	64.235
k79_15460	4.58797
k79_51877	3.24649
k79_87963	2.97403
k79_63661	3.60965
k79_15461	4.41322
k79_75826	5.97527
k79_51878	4.23129
k79_75827	5.01835
k79_39813	6.25243
k79_3561	6.04444
k79_51879	3.70339
k79_63662	3.9065
k79_75828	2.7459
k79_3562	5.94561
k79_3563	3.30539
k79_15462	8.06234
k79_39814	6.48251
k79_63663	16.0544
k79_75829	4.50088
k79_39815	4.93761
k79_3565	4.73238
k79_51880	5.73886
k79_39816	3.56589
k79_3566	6.84906
k79_63664	6.09984
k79_51881	4.41509
k79_39817	6.8259
k79_27578	14.8875
k79_39818	4.65596
k79_15463	9.75517
k79_63665	8.44585
k79_51882	5.32007
k79_15464	3.60656
k79_51883	6.72165
k79_15465	6.56693
k79_51884	2.88066
k79_15466	3.94828
k79_15467	5.9
k79_63666	3.21893
k79_39819	7.02258
k79_51885	3.82456
k79_15468	3.94958
k79_39820	2.9802
k79_15469	2.99259
k79_63667	12.3068
k79_63668	4.19259
k79_63669	1.92035
k79_3567	9.82867
k79_51886	4.63678
k79_3568	4.32683
k79_51887	2.74634
k79_51888	8.65217
k79_51889	8.53077
k79_51890	6.15789
k79_3569	6.19527
k79_15470	9.203
k79_3570	5.01345
k79_51891	5.36961
k79_27579	14.1549
k79_15471	8.84066
k79_51892	4.19326
k79_27580	8.84239
k79_15472	2.76296
k79_51893	6.5625
k79_3572	5.33108
k79_51894	10.7804
k79_15473	6.07568
k79_63670	14.7663
k79_27581	3.85846
k79_63671	12.1207
k79_27582	5.61739
k79_39821	8.78959
k79_27583	4.13445
k79_15474	4.93207
k79_63672	4.07444
k79_39822	2.9517
k79_27584	5.20789
k79_15475	4.34906
k79_51895	5.67853
k79_39823	4.81897
k79_63673	2.72868
k79_63674	5.23585
k79_39824	6.55213
k79_63676	4.02319
k79_39825	3.91129
k79_63677	4.68254
k79_15476	6.98607
k79_39826	4.12625
k79_15477	4.05229
k79_75830	10.2973
k79_63678	5.88493
k79_27585	6.61399
k79_75831	3.93519
k79_63679	3.71687
k79_27586	7.82222
k79_15478	4.42651
k79_39827	4.93141
k79_63680	2.44643
k79_15479	7.04678
k79_27587	4.85984
k79_75832	6.04
k79_63681	53.1043
k79_15480	8.656
k79_27588	2.0
k79_39828	6.21081
k79_75833	39.3046
k79_75834	6.00943
k79_15481	3.88327
k79_75835	3.53153
k79_15482	4.23256
k79_15483	4.10798
k79_27589	5.67829
k79_63682	4.25415
k79_15484	2.67333
k79_63683	3.60606
k79_39829	9.00865
k79_63684	3.91453
k79_87964	26.455
k79_75836	10.4626
k79_75837	7.58462
k79_39830	6.0658
k79_63685	10.1989
k79_15485	4.86777
k79_39831	2.95192
k79_75838	3.99101
k79_75839	6.60131
k79_39832	5.96685
k79_15486	5.84123
k79_75840	3.59167
k79_63686	54.205
k79_39833	4.02083
k79_27590	9.30704
k79_87965	9.7609
k79_39834	2.76923
k79_15488	9.2029
k79_87966	3.77258
k79_39835	3.99569
k79_39836	3.5873
k79_87967	4.24615
k79_27592	4.85714
k79_63687	2.92364
k79_15489	5.16211
k79_87968	5.42647
k79_87969	12.8962
k79_27593	7.23866
k79_3573	8.70292
k79_87970	2.34568
k79_63688	5.01657
k79_15490	7.81943
k79_27594	4.36512
k79_87971	12.4
k79_39837	5.70096
k79_75841	10.3865
k79_15491	4.27223
k79_87972	2.13465
k79_39838	3.08547
k79_27595	5.09937
k79_63689	12.2613
k79_27596	3.97143
k79_63690	3.26804
k79_75842	4.73775
k79_87973	2.6701
k79_27597	13.1042
k79_75843	5.75316
k79_15492	4.9186
k79_87974	11.0923
k79_27598	3.68056
k79_3574	9.64321
k79_27599	5.46154
k79_3575	3.3253
k79_3576	4.45714
k79_75844	6.35568
k79_3577	4.34694
k79_15493	6.16327
k79_75845	4.51639
k79_3578	7.78261
k79_15494	1.624
k79_3579	3.44792
k79_27600	10.0598
k79_27601	3.0614
k79_27602	2.98305
k79_27603	3.20492
k79_15495	4.78261
k79_75846	5.94175
k79_27604	7.48252
k79_3580	6.2481
k79_15496	3.35673
k79_3581	2.98684
k79_3582	10.7959
k79_75847	6.38579
k79_3583	6.30645
k79_3584	2.59829
k79_27605	3.58291
k79_3585	5.95192
k79_3586	0.492424
k79_3587	2.69863
k79_3588	4.94436
k79_3589	4.52586
k79_3590	2.92453
k79_39839	9.40648
k79_75848	8.0109
k79_87975	8.25394
k79_75849	5.79328
k79_87976	4.9084
k79_75850	7.78788
k79_87977	2.11321
k79_87978	4.0
k79_75851	4.28431
k79_27606	14.4437
k79_39840	7.15167
k79_27607	4.51938
k79_39841	4.57732
k79_63691	27.4235
k79_75852	7.03431
k79_39842	7.56025
k79_75853	4.32043
k79_39843	2.94783
k79_75854	4.37121
k79_51896	14.2216
k79_27608	8.00319
k79_51897	4.06034
k79_27610	6.75
k79_15497	16.1697
k79_63693	6.0479
k79_39844	7.76106
k79_15498	2.39
k79_75855	4.43414
k79_63694	4.24771
k79_63695	5.09649
k79_87979	5.47149
k79_63696	3.82759
k79_39845	6.76644
k79_87980	4.48159
k79_39846	3.44262
k79_63697	4.95308
k79_75856	8.7301
k79_39847	2.36885
k79_39848	3.38542
k79_87981	3.26498
k79_39849	7.3299
k79_27612	8.11368
k79_3591	8.86515
k79_63698	7.78139
k79_39850	5.5534
k79_63699	5.16814
k79_27613	4.85981
k79_3592	5.47953
k79_87982	5.18082
k79_3593	3.39462
k79_87983	3.17241
k79_27614	5.60681
k79_27615	7.90196
k79_87984	4.85473
k79_15499	9.57705
k79_39851	7.70677
k79_15500	2.44762
k79_15501	6.03101
k79_15502	3.90625
k79_87985	4.77949
k79_39852	4.5744
k79_63700	8.98166
k79_15503	4.85345
k79_87986	4.66875
k79_15504	4.85946
k79_27616	6.5733
k79_27617	3.29464
k79_39853	11.5109
k79_51898	9.43981
k79_27618	6.27358
k79_39854	6.11184
k79_63701	6.22652
k79_15505	6.18563
k79_39855	6.97931
k79_39856	9.29851
k79_27619	8.20497
k79_63702	5.23791
k79_75857	8.18809
k79_27620	3.05405
k79_75858	2.69159
k79_3594	11.3732
k79_39857	5.23059
k79_75859	3.92366
k79_3595	4.0381
k79_15506	4.8505
k79_39858	3.93007
k79_87987	18.3769
k79_27621	4.56728
k79_3596	3.42105
k79_39859	7.375
k79_87988	5.66019
k79_39860	4.01835
k79_15507	10.5934
k79_27622	4.55303
k79_3597	4.85161
k79_63703	8.01406
k79_15508	5.52427
k79_3598	5.44118
k79_3599	2.80189
k79_15509	2.42063
k79_3600	4.33871
k79_27623	6.67724
k79_63704	6.07556
k79_3601	5.15663
k79_15510	5.46004
k79_3602	5.44355
k79_3603	3.42982
k79_63705	9.40476
k79_87989	5.84213
k79_39861	5.54633
k79_87990	4.68421
k79_39862	3.16667
k79_87991	9.84815
k79_39863	5.78161
k79_51899	7.0107
k79_87992	4.45231
k79_51900	44.7945
k79_27624	11.652
k79_39864	3.68067
k79_87993	5.74265
k79_3604	10.6739
k79_75860	8.04668
k79_27625	2.14615
k79_75861	4.13084
k79_15511	5.23487
k79_87994	5.20042
k79_51901	3.58685
k79_75862	3.08607
k79_39865	5.63173
k79_27626	5.76748
k79_87995	2.04274
k79_51902	3.07971
k79_75864	5.21374
k79_87996	6.86777
k79_63706	5.7137
k79_51903	2.31765
k79_75865	3.60194
k79_87997	2.87826
k79_51904	3.00893
k79_75866	5.74107
k79_87998	3.70642
k79_51905	9.4
k79_15512	6.98611
k79_75867	5.33588
k79_87999	3.91262
k79_15513	3.30208
k79_88000	4.61538
k79_3605	9.31746
k79_15514	3.07273
k79_27627	4.71251
k79_88001	3.29167
k79_3606	2.86792
k79_75868	3.61623
k79_15515	3.15562
k79_63707	6.55225
k79_15516	10.0956
k79_51906	5.92946
k79_63708	4.93496
k79_15517	3.20833
k79_63709	4.24
k79_15518	4.36082
k79_51907	7.02381
k79_51908	5.34146
k79_63710	4.20739
k79_75869	4.75588
k79_27628	8.94349
k79_63711	3.89362
k79_51909	3.84946
k79_27629	8.84496
k79_51910	3.73856
k79_75870	4.15566
k79_27631	4.52482
k79_63712	4.17127
k79_15519	5.53345
k79_88002	6.77133
k79_15520	2.83019
k79_15521	3.51327
k79_75871	3.38294
k79_63713	5.82386
k79_51911	6.79256
k79_15522	3.91667
k79_88003	3.65699
k79_88004	1.64865
k79_75872	6.09636
k79_88005	4.58716
k79_51912	3.70741
k79_39866	6.77486
k79_75873	5.0687
k79_15523	2.88848
k79_88006	8.6087
k79_15524	2.72868
k79_88007	5.41053
k79_51913	3.33077
k79_63714	5.92781
k79_51914	3.56557
k79_63715	4.48421
k79_15525	3.43173
k79_15526	8.88636
k79_51915	3.69153
k79_15527	5.51562
k79_27632	7.76364
k79_88008	6.87591
k79_75874	4.00191
k79_15528	4.95238
k79_27633	6.90179
k79_39867	5.23445
k79_88009	6.6
k79_27634	4.6746
k79_39868	5.84211
k79_88010	2.72131
k79_27635	5.93103
k79_75875	4.681
k79_88011	3.97377
k79_75876	5.75342
k79_88012	3.23762
k79_15529	5.85608
k79_39869	3.55263
k79_75877	2.75959
k79_51916	13.0694
k79_27636	4.54186
k79_15530	5.39496
k79_15531	4.63136
k79_51917	2.59091
k79_88013	10.5979
k79_39870	5.04241
k79_75879	5.01048
k79_27637	3.79048
k79_15532	6.22299
k79_63716	7.58626
k79_63717	4.73913
k79_88014	7.15536
k79_39871	4.14599
k79_63718	3.21552
k79_75880	6.42097
k79_63719	6.67241
k79_3607	10.0552
k79_39872	3.50179
k79_75881	3.2623
k79_63720	9.27273
k79_63721	9.91379
k79_39873	6.07207
k79_3608	2.65435
k79_3609	18.0855
k79_63722	3.82908
k79_51918	6.85037
k79_3610	4.48031
k79_63723	4.18803
k79_51919	3.85816
k79_39874	4.87519
k79_75882	5.61642
k79_15533	14.7583
k79_88015	4.56337
k79_3611	10.9701
k79_51920	2.41176
k79_88016	6.69
k79_75883	4.63971
k79_3612	3.37615
k79_15534	3.54685
k79_63724	6.15375
k79_27638	19.0227
k79_75884	4.14384
k79_39875	13.3187
k79_63725	17.3442
k79_39876	2.88991
k79_75885	6.20732
k79_63726	4.79208
k79_51921	3.32034
k79_27639	6.98185
k79_39877	6.91544
k79_63727	3.77273
k79_51923	4.60156
k79_39878	5.66667
k79_63728	4.02655
k79_15535	8.79183
k79_51924	8.71681
k79_39879	4.53462
k79_27640	4.18587
k79_63729	2.94737
k79_51925	4.08364
k79_27641	3.68773
k79_3613	7.30843
k79_63730	1.77941
k79_88017	7.93684
k79_63731	3.61417
k79_39880	49.5765
k79_88018	3.58896
k79_39881	2.71186
k79_63732	2.70283
k79_39882	3.65979
k79_51926	5.46591
k79_39883	5.21053
k79_39884	3.4
k79_3614	7.58062
k79_75886	7.20048
k79_88019	6.3214
k79_88020	3.04
k79_51927	5.60949
k79_88021	4.48265
k79_51928	4.376
k79_75887	5.97997
k79_3615	8.10104
k79_88022	2.80624
k79_63733	5.96385
k79_51929	9.34031
k79_63734	2.04651
k79_63735	8.33077
k79_88023	4.0022
k79_51930	3.96565
k79_88024	7.48485
k79_88025	2.61475
k79_63736	6.0
k79_51931	4.51916
k79_88026	7.57282
k79_75888	5.01807
k79_51932	2.87368
k79_3616	6.0625
k79_39885	6.99966
k79_88027	11.9266
k79_3617	2.69853
k79_75889	3.35498
k79_63737	3.18868
k79_3618	6.625
k79_88028	5.14167
k79_75890	3.95575
k79_63738	77.3043
k79_3619	4.80508
k79_3620	7.95238
k79_39886	6.51944
k79_51933	5.89146
k79_75891	3.92875
k79_3621	2.93814
k79_51934	4.5
k79_39887	5.26519
k79_3622	4.19816
k79_75892	2.09492
k79_88029	3.84465
k79_88030	2.17886
k79_51935	3.87424
k79_88031	5.72152
k79_39888	3.79102
k79_88032	4.54194
k79_27642	8.24589
k79_63739	6.56947
k79_63740	6.12
k79_51936	5.18417
k79_27643	3.47222
k79_88033	5.9382
k79_39889	4.17983
k79_63741	3.7766
k79_51937	4.57931
k79_27644	4.51145
k79_75893	5.45569
k79_63742	3.22901
k79_75894	12.375
k79_88034	3.95536
k79_63743	2.71429
k79_51938	2.99094
k79_88035	5.67568
k79_63744	2.0
k79_51939	3.83117
k79_63745	4.88136
k79_27645	6.47222
k79_63746	2.6338
k79_88036	5.48018
k79_51940	6.9496
k79_88037	6.5303
k79_39890	7.34112
k79_75895	4.04022
k79_63747	6.03304
k79_63748	6.04902
k79_15536	43.3099
k79_63749	4.0396
k79_39891	3.89091
k79_51941	4.52326
k79_15537	3.37255
k79_75896	5.25338
k79_88038	3.89874
k79_51942	3.57516
k79_75897	3.32627
k79_3623	6.63671
k79_88039	8.98561
k79_3624	8.47853
k79_51943	6.33716
k79_63750	4.37807
k79_15538	8.15739
k79_27646	5.71518
k79_88040	5.02782
k79_3625	8.15613
k79_27647	4.9375
k79_88041	14.6517
k79_3626	4.62998
k79_3627	3.43
k79_88042	10.6527
k79_3628	2.89474
k79_27648	5.48318
k79_63751	13.7759
k79_15539	3.93416
k79_15540	4.42857
k79_15541	5.07419
k79_3629	4.00824
k79_39892	10.7437
k79_51944	7.82113
k79_15542	4.74609
k79_39893	5.14516
k79_51945	3.95789
k79_51946	4.11712
k79_63752	5.55814
k79_75898	7.51603
k79_51947	4.51709
k79_15543	4.903
k79_88043	31.6443
k79_51948	2.93289
k79_88044	4.90698
k79_3630	4.7373
k79_63753	4.14
k79_15544	3.60823
k79_88045	5.89655
k79_3631	6.39506
k79_15545	6.0229
k79_15546	2.53
k79_63754	3.84211
k79_15547	8.62595
k79_88046	3.7619
k79_3632	6.93609
k79_88047	5.23913
k79_27649	9.93143
k79_75899	5.45006
k79_63755	4.56028
k79_15548	4.4012
k79_15549	2.44828
k79_63756	3.29752
k79_51949	10.2905
k79_75900	4.48148
k79_63757	2.51282
k79_88048	5.32056
k79_63758	6.09655
k79_63759	1.84375
k79_75901	4.69219
k79_27650	8.17439
k79_88049	5.32624
k79_75902	2.41667
k79_88050	6.52381
k79_75903	4.83628
k79_63760	3.47304
k79_27651	9.75707
k79_88051	5.51067
k79_75904	4.99184
k79_75905	4.66972
k79_51950	9.54177
k79_88052	4.17521
k79_27652	6.83607
k79_39894	19.5358
k79_27653	2.88652
k79_88053	2.83679
k79_51951	3.86301
k79_15550	6.75238
k79_88054	3.03968
k79_75906	7.83744
k79_75907	3.89565
k79_63761	7.52133
k79_39895	5.10227
k79_15551	8.70717
k79_39896	4.61333
k79_39897	5.73077
k79_51952	6.70646
k79_39898	4.50694
k79_51953	3.7122
k79_15552	7.0854
k79_39899	3.48966
k79_51954	3.34266
k79_39900	4.91971
k79_51955	2.58
k79_39901	1.52941
k79_51956	4.35545
k79_39902	2.69925
k79_3633	7.15333
k79_15553	5.98485
k79_51957	4.46039
k79_63762	13.1001
k79_63763	6.28689
k79_27654	8.45287
k79_27655	5.616
k79_88055	8.13465
k79_51958	5.75854
k79_88056	4.08714
k79_39903	6.08434
k79_88057	4.05056
k79_27656	4.27784
k79_75908	9.67273
k79_27657	5.93213
k79_3634	7.50442
k79_88058	2.61085
k79_27658	14.0672
k79_88059	6.40594
k79_3635	3.71901
k79_39904	6.01601
k79_51959	5.40326
k79_27659	5.38931
k79_75909	9.24556
k79_88060	7.65306
k79_39905	4.62091
k79_3636	3.69925
k79_75910	3.59794
k79_88061	6.0
k79_27660	20.751
k79_51960	9.97436
k79_39906	3.97311
k79_88062	3.31553
k79_88063	6.15702
k79_39907	5.07634
k79_51961	6.10515
k79_75911	6.83474
k79_39908	3.28378
k79_3637	5.59462
k79_27661	6.39494
k79_3638	4.97479
k79_51962	6.98625
k79_39909	3.6
k79_51963	4.9619
k79_39910	3.41119
k79_51964	2.30097
k79_3639	4.59524
k79_88064	6.80137
k79_3640	3.68367
k79_51965	4.92623
k79_88065	2.03922
k79_3641	5.06667
k79_75912	6.6853
k79_3642	3.79927
k79_27662	6.97838
k79_88066	4.2065
k79_88067	4.17476
k79_51966	5.42193
k79_88068	4.13768
k79_51967	2.56897
k79_3643	6.56016
k79_51968	2.72941
k79_3644	3.96154
k79_39911	9.54567
k79_3645	5.3578
k79_88069	9.19658
k79_3646	2.9243
k79_88070	4.2916
k79_51969	7.30643
k79_39912	8.22146
k79_3647	4.68227
k79_88071	2.77966
k79_39913	1.84466
k79_3648	3.35263
k79_88072	3.79487
k79_51970	6.29654
k79_39914	4.63975
k79_3649	3.49167
k79_51971	4.32692
k79_3650	6.54717
k79_27663	8.70973
k79_51972	6.70339
k79_3651	3.2782
k79_39915	57.9518
k79_88073	5.786
k79_51973	4.93333
k79_39916	3.84694
k79_3652	5.0991
k79_88074	6.11111
k79_51974	4.25
k79_39917	6.86667
k79_51975	5.87375
k79_88075	4.17479
k79_75913	9.78224
k79_39918	4.97677
k79_88076	5.13115
k79_88077	4.65306
k79_75914	5.48729
k79_75915	4.98947
k79_63764	8.72227
k79_3653	10.1011
k79_3654	2.2381
k79_75916	15.338
k79_75917	9.26923
k79_3655	2.69253
k79_75918	3.36885
k79_3656	4.59406
k79_63765	7.53061
k79_75919	4.50269
k79_63766	2.55556
k79_39919	5.30213
k79_3657	3.70021
k79_63767	3.69524
k79_75920	8.05806
k79_88078	10.6084
k79_51976	6.92223
k79_39920	4.14773
k79_75921	3.68072
k79_88079	8.99242
k79_39921	3.03425
k79_39922	9.20755
k79_88080	3.8066
k79_75922	5.8471
k79_39923	4.97126
k79_63768	7.12551
k79_63769	3.80769
k79_27664	9.04216
k79_88081	4.31433
k79_63770	5.8125
k79_51977	11.2455
k79_27665	26.0826
k79_88082	5.25926
k79_51978	2.54615
k79_27666	6.68345
k79_63771	3.02834
k79_51979	2.34737
k79_27667	4.96825
k79_51980	4.0
k79_27668	3.02439
k79_39924	4.70863
k79_63772	5.49367
k79_39925	3.1422
k79_27669	5.23547
k79_3658	5.20899
k79_27670	4.95982
k79_3659	8.98361
k79_51981	6.00878
k79_39926	5.10959
k79_3660	3.66379
k79_63773	5.29388
k79_51982	2.95783
k79_27671	6.06379
k79_39927	4.72932
k79_3661	4.54237
k79_88083	7.37947
k79_27672	5.83333
k79_51983	5.125
k79_15554	21.712
k79_63774	2.93777
k79_88085	5.03743
k79_27673	9.02552
k79_15555	4.01351
k79_3662	5.25434
k79_63775	4.27615
k79_39928	3.83471
k79_27674	3.46774
k79_88086	3.24837
k79_3663	3.86777
k79_63776	3.05785
k79_27675	3.2459
k79_3664	1.75188
k79_88087	5.10648
k79_51984	5.55767
k79_63777	3.60976
k79_39929	4.73503
k79_63778	7.42373
