name	radius	peak valley ratio	kind	bp	ncontigs	medoid
649	None	None	loner	1825	1	k79_25959
650	None	None	loner	1822	1	k79_51775
651	None	None	loner	1822	1	k79_28097
652	None	None	loner	1819	1	k79_55990
653	0.07	0.06	normal	13901	11	k79_67380
654	None	None	loner	1808	1	k79_56527
655	None	None	loner	1807	1	k79_67601
656	None	None	loner	1805	1	k79_61380
657	None	None	loner	1804	1	k79_6805
658	None	None	loner	1802	1	k79_1566
659	None	None	loner	1801	1	k79_31416
660	None	None	loner	1800	1	k79_83728
661	None	None	loner	1799	1	k79_1551
662	None	None	loner	1799	1	k79_47582
663	None	None	loner	1797	1	k79_63040
664	None	None	loner	1793	1	k79_88564
665	None	None	loner	1793	1	k79_83036
666	None	None	loner	1792	1	k79_78106
667	None	None	loner	1791	1	k79_77758
668	None	None	loner	1784	1	k79_32659
669	None	None	loner	1783	1	k79_80773
670	None	None	loner	1782	1	k79_12049
671	None	None	loner	1781	1	k79_10970
672	None	None	loner	1781	1	k79_95255
673	None	None	loner	1780	1	k79_88587
674	0.025	0.15	normal	1780	1	k79_42469
675	None	None	loner	1779	1	k79_81515
676	None	None	loner	1776	1	k79_21832
677	None	None	loner	1766	1	k79_79019
678	None	None	loner	1766	1	k79_93290
679	None	None	loner	1765	1	k79_90508
680	None	None	loner	1763	1	k79_32556
681	None	None	loner	1763	1	k79_80979
682	0.06	0.16	normal	3859	3	k79_22259
683	None	None	loner	1762	1	k79_74725
684	None	None	loner	1762	1	k79_85237
685	None	None	loner	1759	1	k79_24109
686	None	None	loner	1757	1	k79_6173
687	None	None	loner	1754	1	k79_75968
688	None	None	loner	1753	1	k79_32176
689	None	None	loner	1753	1	k79_37946
690	None	None	loner	1752	1	k79_8563
691	None	None	loner	1752	1	k79_61514
692	None	None	loner	1750	1	k79_8252
693	None	None	loner	1747	1	k79_25956
694	None	None	loner	1745	1	k79_5549
695	None	None	loner	1743	1	k79_43217
696	None	None	loner	1742	1	k79_33173
697	None	None	loner	1742	1	k79_32399
698	None	None	loner	1742	1	k79_9970
699	None	None	loner	1740	1	k79_522
700	None	None	loner	1733	1	k79_25201
701	None	None	loner	1731	1	k79_39840
702	None	None	loner	1730	1	k79_35230
703	None	None	loner	1730	1	k79_33960
704	0.045	0.01	normal	3442	2	k79_73623
705	0.04	0.01	normal	2860	2	k79_43011
706	None	None	loner	1727	1	k79_95033
707	None	None	loner	1727	1	k79_48881
708	None	None	loner	1725	1	k79_65742
709	None	None	loner	1724	1	k79_66686
710	None	None	loner	1723	1	k79_95154
711	None	None	loner	1722	1	k79_24661
712	None	None	loner	1722	1	k79_76024
713	None	None	loner	1717	1	k79_5493
714	None	None	loner	1716	1	k79_43227
715	None	None	loner	1716	1	k79_13467
716	None	None	loner	1715	1	k79_66491
717	None	None	loner	1714	1	k79_35363
718	None	None	loner	1713	1	k79_1202
719	None	None	loner	1712	1	k79_50702
720	None	None	loner	1711	1	k79_66451
721	None	None	loner	1708	1	k79_27608
722	None	None	loner	1706	1	k79_50944
723	None	None	loner	1705	1	k79_49536
724	None	None	loner	1705	1	k79_14981
725	None	None	loner	1703	1	k79_55754
726	None	None	loner	1698	1	k79_55970
727	None	None	loner	1698	1	k79_52500
728	None	None	loner	1696	1	k79_45820
729	None	None	loner	1695	1	k79_85569
730	None	None	loner	1692	1	k79_53459
731	None	None	loner	1691	1	k79_66524
732	None	None	loner	1687	1	k79_87036
733	None	None	loner	1687	1	k79_26085
734	None	None	loner	1683	1	k79_45867
735	None	None	loner	1683	1	k79_20079
736	None	None	loner	1682	1	k79_12141
737	None	None	loner	1682	1	k79_3554
738	None	None	loner	1681	1	k79_18870
739	None	None	loner	1679	1	k79_2176
740	None	None	loner	1679	1	k79_62511
741	None	None	loner	1673	1	k79_55731
742	None	None	loner	1671	1	k79_28243
743	None	None	loner	1669	1	k79_46619
744	None	None	loner	1668	1	k79_77966
745	0.05	0.2	normal	2740	2	k79_57147
746	None	None	loner	1660	1	k79_21209
747	None	None	loner	1657	1	k79_66585
748	None	None	loner	1656	1	k79_64745
749	None	None	loner	1653	1	k79_15598
750	None	None	loner	1652	1	k79_19821
751	None	None	loner	1651	1	k79_47864
752	None	None	loner	1650	1	k79_82046
753	None	None	loner	1644	1	k79_8850
754	None	None	loner	1644	1	k79_96239
755	0.075	0.26	normal	89124	25	k79_21727
756	0.035	0.23	normal	31708	9	k79_16739
757	0.05	0.28	normal	48375	5	k79_48183
758	0.035	0.24	normal	32249	6	k79_24526
759	0.055	0.25	normal	85410	32	k79_8814
760	0.07	0.25	normal	58242	26	k79_24098
761	0.095	0.21	normal	51833	19	k79_4663
762	0.02	0.2	normal	10137	1	k79_13581
763	0.025	0.24	normal	9846	1	k79_38051
764	0.06	0.21	normal	114555	46	k79_28812
765	0.04	0.27	normal	22311	7	k79_477
766	0.03	0.22	normal	39079	11	k79_88892
767	0.02	0.26	normal	8206	1	k79_84010
768	0.055	0.26	normal	29075	7	k79_91028
769	0.075	0.27	normal	89493	41	k79_25764
770	None	None	loner	7891	1	k79_10535
771	0.02	0.26	normal	7598	1	k79_44106
772	0.02	0.22	normal	7343	1	k79_38001
773	0.02	0.28	normal	6958	1	k79_658
774	0.02	0.26	normal	6602	1	k79_37205
775	None	None	loner	6216	1	k79_17874
776	0.04	0.15	normal	9063	3	k79_32390
777	0.105	0.23	normal	27222	12	k79_5589
778	0.045	0.28	normal	33760	11	k79_84621
779	0.055	0.29	normal	31388	11	k79_4440
780	None	None	loner	5608	1	k79_89037
781	0.025	0.19	normal	5260	1	k79_26229
782	0.07	0.27	normal	27508	13	k79_78651
783	0.045	0.02	normal	16927	5	k79_82620
784	0.02	0.2	normal	5030	1	k79_51370
785	0.02	0.25	normal	4837	1	k79_82403
786	0.035	0.21	normal	12735	4	k79_25011
787	0.08	0.0	normal	10114	3	k79_86681
788	0.02	0.21	normal	4555	1	k79_74791
789	0.04	0.26	normal	5604	2	k79_8847
790	0.115	0.19	normal	36215	20	k79_34816
791	None	None	loner	4314	1	k79_60291
792	None	None	loner	4193	1	k79_19606
793	0.03	0.24	normal	8345	3	k79_93544
794	0.05	0.24	normal	6783	2	k79_70144
795	0.02	0.23	normal	3914	1	k79_73306
796	None	None	loner	3842	1	k79_58362
797	0.055	0.27	normal	7713	3	k79_15172
798	0.035	0.19	normal	5179	2	k79_59615
799	0.02	0.25	normal	3721	1	k79_93453
800	0.03	0.24	normal	6115	2	k79_33254
801	0.02	0.29	normal	3494	1	k79_60488
802	0.02	0.25	normal	3467	1	k79_71427
803	0.02	0.24	normal	3457	1	k79_22303
804	0.035	0.3	normal	4460	2	k79_54828
805	0.065	0.16	normal	19967	10	k79_44427
806	0.035	0.13	normal	5179	2	k79_56377
807	0.055	0.02	normal	6095	2	k79_11409
808	0.06	0.26	normal	10043	5	k79_73900
809	0.02	0.29	normal	3028	1	k79_20637
810	0.075	0.0	normal	15310	2	k79_54765
811	0.02	0.24	normal	2961	1	k79_52902
812	0.025	0.14	normal	2864	1	k79_96400
813	None	None	loner	2814	1	k79_94090
814	None	None	loner	2788	1	k79_53998
815	0.02	0.25	normal	2779	1	k79_3881
816	0.02	0.22	normal	2704	1	k79_54782
817	None	None	loner	2606	1	k79_60535
818	None	None	loner	2546	1	k79_37047
819	None	None	loner	2538	1	k79_63949
820	None	None	loner	2533	1	k79_87486
821	None	None	loner	2512	1	k79_86068
822	None	None	loner	2504	1	k79_9398
823	0.095	0.25	normal	12607	7	k79_14084
824	0.035	0.21	normal	4191	2	k79_65319
825	0.025	0.15	normal	2446	1	k79_53650
826	0.02	0.2	normal	2405	1	k79_87313
827	0.025	0.24	normal	3696	2	k79_5188
828	0.03	0.1	normal	3752	2	k79_74430
829	0.04	0.24	normal	13466	9	k79_49254
830	None	None	loner	2312	1	k79_65102
831	None	None	loner	2298	1	k79_79188
832	0.02	0.23	normal	2263	1	k79_90254
833	0.075	0.27	normal	24277	7	k79_88396
834	0.02	0.22	normal	2252	1	k79_66441
835	0.025	0.16	normal	2247	1	k79_31158
836	0.02	0.2	normal	2228	1	k79_24973
837	None	None	loner	2226	1	k79_74134
838	0.04	0.22	normal	3192	2	k79_9987
839	0.02	0.23	normal	2103	1	k79_64519
840	None	None	loner	2095	1	k79_16812
841	0.02	0.21	normal	2070	1	k79_21750
842	None	None	loner	2037	1	k79_47285
843	0.02	0.22	normal	2028	1	k79_61256
844	0.05	0.25	normal	5931	4	k79_47454
845	0.02	0.29	normal	2016	1	k79_70784
846	0.065	0.0	normal	3409	2	k79_16473
847	0.065	0.14	normal	6494	4	k79_3605
848	0.11	0.02	normal	9247	7	k79_90248
849	0.02	0.21	normal	1932	1	k79_31995
850	0.095	0.05	normal	12938	7	k79_56202
851	0.02	0.22	normal	1897	1	k79_1052
852	0.05	0.3	normal	18222	14	k79_80594
853	None	None	loner	1883	1	k79_66478
854	0.02	0.25	normal	1865	1	k79_43787
855	None	None	loner	1847	1	k79_72355
856	None	None	loner	1837	1	k79_45046
857	None	None	loner	1798	1	k79_27876
858	None	None	loner	1751	1	k79_26415
859	None	None	loner	1738	1	k79_15946
860	0.02	0.23	normal	1732	1	k79_33125
861	None	None	loner	1697	1	k79_7913
862	0.02	0.32	normal	64478	3	k79_14450
863	0.045	0.36	normal	42705	17	k79_60538
864	0.02	0.32	normal	14124	1	k79_34495
865	0.025	0.3	normal	9992	1	k79_74748
866	0.02	0.35	normal	9491	1	k79_19612
867	0.04	0.32	normal	34337	11	k79_84511
868	0.055	0.3	normal	28694	5	k79_95872
869	0.035	0.35	normal	17330	4	k79_53002
870	0.03	0.37	normal	18583	3	k79_4303
871	0.03	0.37	normal	12497	3	k79_30304
872	0.04	0.31	normal	13047	3	k79_96237
873	0.06	0.09	normal	27651	8	k79_60181
874	0.04	0.03	normal	8509	2	k79_15334
875	0.06	0.33	normal	20814	8	k79_33112
876	0.02	0.34	normal	5852	1	k79_51603
877	0.02	0.36	normal	5636	1	k79_59900
878	0.02	0.38	normal	5599	1	k79_65830
879	0.025	0.36	normal	5520	1	k79_42021
880	0.02	0.33	normal	5421	1	k79_18706
881	0.02	0.32	normal	5344	1	k79_94335
882	0.02	0.35	normal	5284	1	k79_44512
883	0.035	0.38	normal	8950	4	k79_5685
884	0.035	0.32	normal	8578	3	k79_27398
885	0.045	0.09	normal	9736	3	k79_62415
886	0.02	0.35	normal	4346	1	k79_55444
887	0.105	0.13	normal	43700	25	k79_85108
888	0.125	0.32	normal	113431	32	k79_90177
889	0.055	0.32	normal	8347	4	k79_77796
890	0.04	0.02	normal	23308	3	k79_25334
891	0.025	0.12	normal	3740	1	k79_59039
892	0.11	0.01	normal	23006	14	k79_36658
893	None	None	loner	3689	1	k79_33319
894	0.02	0.35	normal	3597	1	k79_52910
895	0.02	0.32	normal	3538	1	k79_27218
896	0.02	0.27	normal	3512	1	k79_27942
897	None	None	loner	3416	1	k79_16602
898	0.075	0.0	normal	10261	4	k79_73339
899	0.04	0.38	normal	6318	2	k79_44038
900	0.115	0.39	normal	224608	71	k79_74038
901	0.065	0.23	normal	17335	6	k79_91438
902	0.045	0.03	normal	6493	2	k79_88175
903	0.075	0.01	normal	13787	6	k79_89421
904	0.05	0.02	normal	5060	2	k79_88369
905	0.08	0.16	normal	10824	6	k79_24827
906	None	None	loner	2869	1	k79_96278
907	0.03	0.39	normal	4316	2	k79_68550
908	None	None	loner	2816	1	k79_79446
909	0.065	0.0	normal	3949	2	k79_87791
910	0.065	0.32	normal	7820	4	k79_68032
911	0.085	0.38	normal	29613	9	k79_28873
912	0.02	0.33	normal	2733	1	k79_56679
913	0.065	0.33	normal	8850	5	k79_56623
914	0.025	0.24	normal	11250	2	k79_62941
915	0.02	0.39	normal	2541	1	k79_2694
916	0.02	0.31	normal	2529	1	k79_72300
917	0.035	0.33	normal	5606	3	k79_28980
918	0.07	0.34	normal	11500	8	k79_80420
919	None	None	loner	2259	1	k79_22432
920	0.105	0.0	normal	3418	2	k79_66126
921	None	None	loner	2080	1	k79_68733
922	None	None	loner	2047	1	k79_91036
923	0.02	0.38	normal	2020	1	k79_42272
924	0.02	0.2	normal	2004	1	k79_50355
925	0.02	0.3	normal	2000	1	k79_176
926	0.02	0.39	normal	1983	1	k79_79070
927	None	None	loner	1981	1	k79_66934
928	None	None	loner	1930	1	k79_46568
929	0.025	0.14	normal	1927	1	k79_92476
930	0.04	0.4	normal	4152	3	k79_12958
931	None	None	loner	1827	1	k79_38997
932	0.075	0.49	normal	43882	16	k79_71069
933	0.045	0.4	normal	19445	6	k79_67133
934	0.055	0.48	normal	31840	16	k79_84974
935	0.08	0.41	normal	74225	34	k79_25704
936	0.025	0.45	normal	8999	3	k79_45260
937	0.085	0.49	normal	38627	14	k79_368
938	0.02	0.45	normal	4734	1	k79_81276
939	None	None	loner	4606	1	k79_68073
940	None	None	loner	4599	1	k79_5219
941	0.05	0.44	normal	10853	5	k79_5949
942	0.155	0.49	normal	947373	242	k79_37258
943	0.02	0.34	normal	4168	1	k79_40582
944	0.02	0.41	normal	4156	1	k79_31015
945	0.045	0.09	normal	14390	6	k79_12284
946	0.04	0.47	normal	11841	6	k79_23398
947	0.08	0.41	normal	11295	6	k79_90811
948	0.02	0.49	normal	3608	1	k79_56318
949	0.08	0.07	normal	25256	8	k79_52579
950	0.02	0.3	normal	3457	1	k79_46829
951	0.105	0.23	normal	255171	23	k79_42441
952	None	None	loner	3325	1	k79_63294
953	0.045	0.02	normal	13067	7	k79_2796
954	None	None	loner	3217	1	k79_38438
955	0.055	0.01	normal	9775	2	k79_48715
956	0.135	0.43	normal	194045	64	k79_39322
957	0.02	0.44	normal	3003	1	k79_95249
958	None	None	loner	2979	1	k79_68634
959	0.1	0.0	normal	12687	6	k79_81248
960	0.025	0.13	normal	2722	1	k79_54211
961	0.02	0.41	normal	2621	1	k79_46598
962	0.08	0.18	normal	10229	6	k79_59944
963	0.02	0.23	normal	14717	2	k79_23422
964	0.025	0.17	normal	8725	1	k79_56634
965	None	None	loner	2505	1	k79_64795
966	None	None	loner	2500	1	k79_94453
967	None	None	loner	2446	1	k79_35678
968	0.02	0.42	normal	2393	1	k79_24728
969	0.02	0.4	normal	2384	1	k79_4704
970	None	None	loner	2379	1	k79_25488
971	0.08	0.09	normal	5434	3	k79_13952
972	0.02	0.42	normal	2260	1	k79_18819
973	0.04	0.46	normal	4000	2	k79_55404
974	0.035	0.08	normal	13821	4	k79_22102
975	0.02	0.47	normal	2186	1	k79_27564
976	0.05	0.0	normal	5101	3	k79_79767
977	0.05	0.0	normal	17105	5	k79_11055
978	0.09	0.18	normal	21942	16	k79_89702
979	0.035	0.43	normal	7126	4	k79_62015
980	0.02	0.44	normal	2101	1	k79_33107
981	None	None	loner	2095	1	k79_86824
982	0.02	0.43	normal	3445	1	k79_60315
983	0.08	0.18	normal	8487	5	k79_71889
984	0.02	0.37	normal	2057	1	k79_21278
985	None	None	loner	2024	1	k79_44429
986	0.025	0.14	normal	3259	1	k79_11770
987	0.025	0.12	normal	1978	1	k79_22336
988	0.02	0.45	normal	3368	2	k79_63910
989	None	None	loner	1969	1	k79_16416
990	0.04	0.26	normal	3010	2	k79_68498
991	0.02	0.44	normal	1912	1	k79_38741
992	None	None	loner	1853	1	k79_81924
993	0.055	0.44	normal	12650	10	k79_62789
994	None	None	loner	1797	1	k79_20642
995	0.02	0.32	normal	1771	1	k79_65494
996	None	None	loner	1750	1	k79_53328
997	0.02	0.37	normal	1744	1	k79_42284
998	0.07	0.01	normal	21420	5	k79_35576
999	0.11	0.43	normal	30743	18	k79_36406
1000	0.02	0.4	normal	1696	1	k79_28844
1001	0.085	0.2	normal	14227	11	k79_26702
1002	0.02	0.41	normal	1688	1	k79_48333
1003	0.06	0.45	normal	6608	5	k79_188
1004	0.02	0.39	normal	1681	1	k79_78141
1005	None	None	loner	1678	1	k79_89695
1006	0.08	0.0	normal	4065	3	k79_29464
1007	0.02	0.37	normal	1661	1	k79_31245
1008	0.085	0.15	normal	29077	24	k79_29860
1009	None	None	loner	1642	1	k79_87710
1010	None	None	loner	1640	1	k79_14702
1011	None	None	loner	1640	1	k79_27296
1012	0.02	0.23	normal	1639	1	k79_14628
1013	None	None	loner	1639	1	k79_10257
1014	0.02	0.22	normal	1638	1	k79_7638
1015	None	None	loner	1638	1	k79_32437
1016	None	None	loner	1636	1	k79_10855
1017	None	None	loner	1633	1	k79_26853
1018	None	None	loner	1632	1	k79_2938
1019	None	None	loner	1631	1	k79_10254
1020	0.045	0.08	normal	2640	2	k79_31429
1021	None	None	loner	1626	1	k79_87211
1022	None	None	loner	1626	1	k79_76378
1023	None	None	loner	1626	1	k79_42318
1024	None	None	loner	1623	1	k79_66538
1025	None	None	loner	1619	1	k79_89427
1026	0.055	0.01	normal	2828	2	k79_64401
1027	0.02	0.24	normal	1616	1	k79_46625
1028	None	None	loner	1615	1	k79_71127
1029	0.065	0.02	normal	8939	7	k79_47170
1030	None	None	loner	1613	1	k79_94879
1031	0.09	0.0	normal	3033	2	k79_76710
1032	None	None	loner	1606	1	k79_14423
1033	None	None	loner	1606	1	k79_25912
1034	None	None	loner	1605	1	k79_17300
1035	None	None	loner	1600	1	k79_38654
1036	None	None	loner	1600	1	k79_26612
1037	None	None	loner	1600	1	k79_35553
1038	None	None	loner	1598	1	k79_82097
1039	0.06	0.02	normal	6884	5	k79_82064
1040	0.08	0.3	normal	20335	9	k79_26977
1041	None	None	loner	1594	1	k79_95031
1042	None	None	loner	1592	1	k79_82340
1043	0.025	0.13	normal	1592	1	k79_94819
1044	0.055	0.0	normal	2691	2	k79_3764
1045	0.05	0.06	normal	2634	2	k79_19609
1046	0.025	0.14	normal	1590	1	k79_55375
1047	None	None	loner	1590	1	k79_67545
1048	None	None	loner	1588	1	k79_6073
1049	None	None	loner	1588	1	k79_28794
1050	None	None	loner	1586	1	k79_56270
1051	None	None	loner	1586	1	k79_20420
1052	None	None	loner	1585	1	k79_83719
1053	None	None	loner	1585	1	k79_69875
1054	None	None	loner	1584	1	k79_55208
1055	0.025	0.13	normal	1583	1	k79_92030
1056	None	None	loner	1582	1	k79_29600
1057	0.02	0.27	normal	1581	1	k79_52442
1058	None	None	loner	1577	1	k79_90318
1059	0.045	0.0	normal	3122	2	k79_77954
1060	None	None	loner	1577	1	k79_53136
1061	None	None	loner	1575	1	k79_44336
1062	None	None	loner	1575	1	k79_89603
1063	None	None	loner	1572	1	k79_63530
1064	None	None	loner	1572	1	k79_92054
1065	None	None	loner	1571	1	k79_91739
1066	None	None	loner	1569	1	k79_87909
1067	None	None	loner	1569	1	k79_46157
1068	None	None	loner	1568	1	k79_72517
1069	None	None	loner	1566	1	k79_16317
1070	None	None	loner	1566	1	k79_81887
1071	None	None	loner	1563	1	k79_62635
1072	None	None	loner	1561	1	k79_90602
1073	0.02	0.23	normal	1558	1	k79_82664
1074	0.075	0.0	normal	6578	5	k79_85090
1075	None	None	loner	1557	1	k79_70831
1076	None	None	loner	1556	1	k79_28719
1077	0.06	0.0	normal	2861	2	k79_84598
1078	None	None	loner	1554	1	k79_63434
1079	0.09	0.14	normal	18063	15	k79_49437
1080	0.115	0.01	normal	6960	5	k79_3416
1081	None	None	loner	1553	1	k79_33003
1082	None	None	loner	1552	1	k79_90663
1083	None	None	loner	1550	1	k79_24746
1084	None	None	loner	1549	1	k79_74217
1085	None	None	loner	1546	1	k79_72796
1086	0.045	0.06	normal	2623	2	k79_72366
1087	None	None	loner	1545	1	k79_89612
1088	0.025	0.16	normal	4268	1	k79_69366
1089	None	None	loner	1540	1	k79_7612
1090	None	None	loner	1538	1	k79_42220
1091	None	None	loner	1536	1	k79_17422
1092	None	None	loner	1535	1	k79_6546
1093	None	None	loner	1531	1	k79_61751
1094	None	None	loner	1531	1	k79_31960
1095	None	None	loner	1531	1	k79_35091
1096	None	None	loner	1531	1	k79_95524
1097	None	None	loner	1529	1	k79_44189
1098	None	None	loner	1529	1	k79_86130
1099	None	None	loner	1527	1	k79_31304
1100	None	None	loner	1527	1	k79_51977
1101	None	None	loner	1525	1	k79_29095
1102	None	None	loner	1520	1	k79_26304
1103	None	None	loner	1517	1	k79_81487
1104	None	None	loner	1517	1	k79_25826
1105	None	None	loner	1515	1	k79_77997
1106	None	None	loner	1512	1	k79_12404
1107	None	None	loner	1512	1	k79_96154
1108	None	None	loner	1510	1	k79_6080
1109	None	None	loner	1509	1	k79_80995
1110	None	None	loner	1507	1	k79_14549
1111	0.02	0.37	normal	1506	1	k79_19366
1112	None	None	loner	1506	1	k79_55785
1113	None	None	loner	1506	1	k79_35285
1114	0.02	0.3	normal	1506	1	k79_16722
1115	None	None	loner	1505	1	k79_71352
1116	0.045	0.22	normal	2639	2	k79_27678
1117	None	None	loner	1504	1	k79_37720
1118	None	None	loner	1503	1	k79_52015
1119	None	None	loner	1502	1	k79_75093
1120	None	None	loner	1502	1	k79_77356
1121	None	None	loner	1499	1	k79_41317
1122	None	None	loner	1498	1	k79_5729
1123	None	None	loner	1497	1	k79_58057
1124	None	None	loner	1496	1	k79_37518
1125	None	None	loner	1494	1	k79_15427
1126	None	None	loner	1494	1	k79_40117
1127	None	None	loner	1493	1	k79_77582
1128	None	None	loner	1491	1	k79_27068
1129	None	None	loner	1491	1	k79_31725
1130	0.07	0.0	normal	5024	4	k79_60090
1131	None	None	loner	1490	1	k79_79562
1132	None	None	loner	1490	1	k79_68005
1133	None	None	loner	1490	1	k79_36564
1134	None	None	loner	1488	1	k79_82416
1135	None	None	loner	1488	1	k79_31806
1136	None	None	loner	1486	1	k79_66937
1137	None	None	loner	1485	1	k79_3429
1138	None	None	loner	1483	1	k79_44983
1139	0.02	0.4	normal	1479	1	k79_45965
1140	None	None	loner	1478	1	k79_31409
1141	0.06	0.01	normal	5422	4	k79_66739
1142	None	None	loner	1474	1	k79_52343
1143	None	None	loner	1473	1	k79_88835
1144	None	None	loner	1472	1	k79_76879
1145	None	None	loner	1470	1	k79_63790
1146	0.02	0.18	normal	1469	1	k79_86363
1147	None	None	loner	1466	1	k79_50566
1148	None	None	loner	1466	1	k79_26712
1149	None	None	loner	1465	1	k79_2471
1150	None	None	loner	1465	1	k79_70395
1151	None	None	loner	1463	1	k79_20341
1152	0.02	0.41	normal	1460	1	k79_13005
1153	None	None	loner	1460	1	k79_40652
1154	0.065	0.01	normal	2851	2	k79_73884
1155	None	None	loner	1459	1	k79_39941
1156	None	None	loner	1459	1	k79_23331
1157	None	None	loner	1459	1	k79_96257
1158	None	None	loner	1458	1	k79_14982
1159	None	None	loner	1457	1	k79_31095
1160	None	None	loner	1450	1	k79_11950
1161	None	None	loner	1450	1	k79_48173
1162	None	None	loner	1449	1	k79_71964
1163	None	None	loner	1448	1	k79_18470
1164	None	None	loner	1448	1	k79_86651
1165	None	None	loner	1447	1	k79_21917
1166	None	None	loner	1446	1	k79_1153
1167	None	None	loner	1446	1	k79_39800
1168	0.025	0.17	normal	1445	1	k79_3057
1169	None	None	loner	1443	1	k79_10465
1170	None	None	loner	1442	1	k79_71375
1171	0.03	0.36	normal	3433	2	k79_1726
1172	None	None	loner	1440	1	k79_77873
1173	None	None	loner	1439	1	k79_91310
1174	None	None	loner	1439	1	k79_14469
1175	None	None	loner	1438	1	k79_5726
1176	None	None	loner	1437	1	k79_65230
1177	None	None	loner	1436	1	k79_93384
1178	None	None	loner	1434	1	k79_14271
1179	None	None	loner	1433	1	k79_15539
1180	None	None	loner	1433	1	k79_62905
1181	None	None	loner	1433	1	k79_54767
1182	0.02	0.3	normal	1431	1	k79_48226
1183	0.02	0.37	normal	1429	1	k79_26444
1184	None	None	loner	1428	1	k79_5534
1185	None	None	loner	1428	1	k79_1821
1186	None	None	loner	1427	1	k79_72984
1187	None	None	loner	1426	1	k79_19506
1188	None	None	loner	1424	1	k79_82312
1189	None	None	loner	1424	1	k79_51539
1190	0.02	0.4	normal	1422	1	k79_60833
1191	None	None	loner	1422	1	k79_40757
1192	None	None	loner	1421	1	k79_89919
1193	None	None	loner	1419	1	k79_10419
1194	None	None	loner	1417	1	k79_63591
1195	0.02	0.24	normal	1415	1	k79_84966
1196	None	None	loner	1415	1	k79_94868
1197	None	None	loner	1414	1	k79_42663
1198	None	None	loner	1414	1	k79_67248
1199	None	None	loner	1414	1	k79_73915
1200	None	None	loner	1413	1	k79_51722
1201	None	None	loner	1413	1	k79_39829
1202	None	None	loner	1412	1	k79_31590
1203	None	None	loner	1403	1	k79_78910
1204	0.025	0.16	normal	1402	1	k79_93639
1205	None	None	loner	1402	1	k79_76062
1206	None	None	loner	1401	1	k79_29985
1207	None	None	loner	1399	1	k79_74926
1208	None	None	loner	1399	1	k79_20681
1209	0.05	0.21	normal	2530	2	k79_9326
1210	0.11	0.01	normal	8392	7	k79_85641
1211	None	None	loner	1397	1	k79_39851
1212	None	None	loner	1396	1	k79_96241
1213	None	None	loner	1396	1	k79_32779
1214	None	None	loner	1395	1	k79_49210
1215	None	None	loner	1395	1	k79_74511
1216	None	None	loner	1394	1	k79_30557
1217	None	None	loner	1393	1	k79_70935
1218	None	None	loner	1393	1	k79_53486
1219	None	None	loner	1393	1	k79_81687
1220	None	None	loner	1392	1	k79_64848
1221	0.025	0.16	normal	1392	1	k79_80830
1222	None	None	loner	1388	1	k79_62134
1223	None	None	loner	1388	1	k79_2446
1224	None	None	loner	1384	1	k79_47002
1225	None	None	loner	1382	1	k79_12581
1226	None	None	loner	1382	1	k79_66827
1227	None	None	loner	1381	1	k79_36362
1228	None	None	loner	1380	1	k79_69174
1229	None	None	loner	1380	1	k79_34572
1230	None	None	loner	1380	1	k79_18683
1231	None	None	loner	1379	1	k79_66759
1232	0.025	0.43	normal	2241	2	k79_45325
1233	None	None	loner	1378	1	k79_57487
1234	None	None	loner	1378	1	k79_85041
1235	None	None	loner	1378	1	k79_90242
1236	None	None	loner	1378	1	k79_33744
1237	None	None	loner	1376	1	k79_41342
1238	None	None	loner	1375	1	k79_68337
1239	None	None	loner	1374	1	k79_32193
1240	None	None	loner	1373	1	k79_56077
1241	None	None	loner	1372	1	k79_63544
1242	None	None	loner	1372	1	k79_28383
1243	None	None	loner	1371	1	k79_91745
1244	None	None	loner	1371	1	k79_8864
1245	None	None	loner	1370	1	k79_9433
1246	None	None	loner	1368	1	k79_393
1247	None	None	loner	1368	1	k79_42474
1248	None	None	loner	1367	1	k79_23469
1249	None	None	loner	1367	1	k79_10191
1250	None	None	loner	1367	1	k79_22465
1251	None	None	loner	1364	1	k79_50391
1252	None	None	loner	1364	1	k79_89119
1253	None	None	loner	1363	1	k79_8999
1254	None	None	loner	1362	1	k79_13026
1255	0.02	0.22	normal	1315	1	k79_46790
1256	None	None	loner	1355	1	k79_22338
1257	None	None	loner	1354	1	k79_28984
1258	None	None	loner	1353	1	k79_77309
1259	None	None	loner	1352	1	k79_5873
1260	None	None	loner	1352	1	k79_68835
1261	0.02	0.29	normal	1352	1	k79_42959
1262	None	None	loner	1350	1	k79_93432
1263	0.05	0.03	normal	3635	3	k79_93362
1264	None	None	loner	1346	1	k79_20452
1265	None	None	loner	1345	1	k79_85407
1266	None	None	loner	1345	1	k79_57302
1267	None	None	loner	1345	1	k79_19967
1268	None	None	loner	1344	1	k79_24209
1269	None	None	loner	1344	1	k79_84700
1270	None	None	loner	1343	1	k79_80538
1271	None	None	loner	1342	1	k79_87632
1272	None	None	loner	1342	1	k79_53329
1273	None	None	loner	1342	1	k79_53499
1274	None	None	loner	1342	1	k79_47027
1275	None	None	loner	1342	1	k79_60735
1276	None	None	loner	1340	1	k79_24572
1277	None	None	loner	1338	1	k79_95935
1278	None	None	loner	1337	1	k79_86387
1279	None	None	loner	1334	1	k79_6781
1280	None	None	loner	1331	1	k79_18205
1281	None	None	loner	1330	1	k79_13778
