k79_709 flag=1 multi=12.0000 len=1328	ERR011347_MEGAHIT_TaxVamb.1000
k79_55251 flag=1 multi=24.0347 len=2988	ERR011347_MEGAHIT_TaxVamb.164
k79_90983 flag=1 multi=9.0000 len=2667	ERR011347_MEGAHIT_TaxVamb.164
k79_73505 flag=1 multi=22.0000 len=1482	ERR011347_MEGAHIT_TaxVamb.164
k79_94625 flag=1 multi=17.0000 len=3051	ERR011347_MEGAHIT_TaxVamb.164
k79_39460 flag=1 multi=19.0000 len=1195	ERR011347_MEGAHIT_TaxVamb.164
k79_24124 flag=1 multi=11.0000 len=2834	ERR011347_MEGAHIT_TaxVamb.164
k79_2342 flag=1 multi=11.0000 len=2150	ERR011347_MEGAHIT_TaxVamb.164
k79_6947 flag=1 multi=19.0000 len=1147	ERR011347_MEGAHIT_TaxVamb.164
k79_55862 flag=1 multi=9.0000 len=2031	ERR011347_MEGAHIT_TaxVamb.164
k79_32069 flag=1 multi=19.0000 len=1531	ERR011347_MEGAHIT_TaxVamb.164
k79_36410 flag=1 multi=10.0000 len=4681	ERR011347_MEGAHIT_TaxVamb.164
k79_86557 flag=1 multi=6.0000 len=1443	ERR011347_MEGAHIT_TaxVamb.164
k79_45874 flag=1 multi=11.0000 len=1033	ERR011347_MEGAHIT_TaxVamb.164
k79_1579 flag=1 multi=8.0000 len=1358	ERR011347_MEGAHIT_TaxVamb.165
k79_40303 flag=1 multi=9.0000 len=4517	ERR011347_MEGAHIT_TaxVamb.165
k79_80733 flag=1 multi=8.0000 len=1798	ERR011347_MEGAHIT_TaxVamb.165
k79_68201 flag=1 multi=6.0000 len=1271	ERR011347_MEGAHIT_TaxVamb.165
k79_96277 flag=1 multi=6.0000 len=1717	ERR011347_MEGAHIT_TaxVamb.165
k79_56005 flag=1 multi=5.0000 len=1432	ERR011347_MEGAHIT_TaxVamb.165
k79_24853 flag=1 multi=8.0000 len=2022	ERR011347_MEGAHIT_TaxVamb.165
k79_44643 flag=1 multi=8.0000 len=1382	ERR011347_MEGAHIT_TaxVamb.165
k79_15656 flag=1 multi=9.0000 len=2779	ERR011347_MEGAHIT_TaxVamb.165
k79_88906 flag=1 multi=10.0000 len=1204	ERR011347_MEGAHIT_TaxVamb.165
k79_58178 flag=1 multi=8.0000 len=3445	ERR011347_MEGAHIT_TaxVamb.165
k79_67213 flag=1 multi=5.0000 len=1202	ERR011347_MEGAHIT_TaxVamb.165
k79_22685 flag=1 multi=8.0000 len=1175	ERR011347_MEGAHIT_TaxVamb.165
k79_95903 flag=1 multi=9.0000 len=1508	ERR011347_MEGAHIT_TaxVamb.165
k79_25088 flag=1 multi=10.0000 len=1496	ERR011347_MEGAHIT_TaxVamb.165
k79_38545 flag=1 multi=7.0000 len=1172	ERR011347_MEGAHIT_TaxVamb.165
k79_73899 flag=1 multi=8.0000 len=1014	ERR011347_MEGAHIT_TaxVamb.165
k79_35080 flag=1 multi=8.0000 len=1355	ERR011347_MEGAHIT_TaxVamb.165
k79_63153 flag=1 multi=18.0000 len=4512	ERR011347_MEGAHIT_TaxVamb.166
k79_43234 flag=1 multi=10.0000 len=4504	ERR011347_MEGAHIT_TaxVamb.167
k79_24820 flag=1 multi=16.0000 len=4423	ERR011347_MEGAHIT_TaxVamb.168
k79_7104 flag=1 multi=9.0000 len=4329	ERR011347_MEGAHIT_TaxVamb.169
k79_62081 flag=1 multi=8.0000 len=1668	ERR011347_MEGAHIT_TaxVamb.169
k79_20299 flag=1 multi=9.0000 len=1856	ERR011347_MEGAHIT_TaxVamb.169
k79_38493 flag=1 multi=10.0000 len=2668	ERR011347_MEGAHIT_TaxVamb.169
k79_60058 flag=1 multi=8.0000 len=2499	ERR011347_MEGAHIT_TaxVamb.169
k79_49948 flag=1 multi=8.0000 len=1006	ERR011347_MEGAHIT_TaxVamb.169
k79_97292 flag=1 multi=8.0000 len=5962	ERR011347_MEGAHIT_TaxVamb.16
k79_85623 flag=1 multi=6.0000 len=3716	ERR011347_MEGAHIT_TaxVamb.170
k79_67071 flag=1 multi=7.0000 len=1277	ERR011347_MEGAHIT_TaxVamb.170
k79_43782 flag=1 multi=7.0000 len=1787	ERR011347_MEGAHIT_TaxVamb.170
k79_1392 flag=1 multi=6.0000 len=1719	ERR011347_MEGAHIT_TaxVamb.170
k79_7578 flag=1 multi=7.0000 len=3996	ERR011347_MEGAHIT_TaxVamb.170
k79_24024 flag=1 multi=6.0000 len=2218	ERR011347_MEGAHIT_TaxVamb.170
k79_66494 flag=1 multi=7.0000 len=1159	ERR011347_MEGAHIT_TaxVamb.170
k79_288 flag=1 multi=8.0000 len=3474	ERR011347_MEGAHIT_TaxVamb.170
k79_10987 flag=1 multi=5.0000 len=2187	ERR011347_MEGAHIT_TaxVamb.170
k79_75168 flag=1 multi=5.0000 len=1846	ERR011347_MEGAHIT_TaxVamb.170
k79_23828 flag=1 multi=5.0000 len=1964	ERR011347_MEGAHIT_TaxVamb.170
k79_43854 flag=1 multi=7.0000 len=2012	ERR011347_MEGAHIT_TaxVamb.170
k79_74952 flag=1 multi=6.0000 len=1223	ERR011347_MEGAHIT_TaxVamb.170
k79_83840 flag=1 multi=8.0000 len=1372	ERR011347_MEGAHIT_TaxVamb.170
k79_21854 flag=1 multi=6.0000 len=2575	ERR011347_MEGAHIT_TaxVamb.170
k79_26887 flag=1 multi=7.0000 len=2412	ERR011347_MEGAHIT_TaxVamb.170
k79_38397 flag=1 multi=6.0000 len=1967	ERR011347_MEGAHIT_TaxVamb.170
k79_64964 flag=1 multi=4.0000 len=1484	ERR011347_MEGAHIT_TaxVamb.170
k79_35906 flag=1 multi=7.0000 len=1324	ERR011347_MEGAHIT_TaxVamb.170
k79_95470 flag=1 multi=7.0000 len=2158	ERR011347_MEGAHIT_TaxVamb.170
k79_45268 flag=1 multi=6.0000 len=1270	ERR011347_MEGAHIT_TaxVamb.170
k79_10542 flag=1 multi=7.0000 len=1708	ERR011347_MEGAHIT_TaxVamb.170
k79_33719 flag=1 multi=5.0000 len=1885	ERR011347_MEGAHIT_TaxVamb.170
k79_50356 flag=1 multi=7.0000 len=1044	ERR011347_MEGAHIT_TaxVamb.170
k79_96584 flag=1 multi=7.0000 len=1459	ERR011347_MEGAHIT_TaxVamb.170
k79_536 flag=1 multi=6.0000 len=1004	ERR011347_MEGAHIT_TaxVamb.170
k79_39633 flag=1 multi=7.0000 len=1053	ERR011347_MEGAHIT_TaxVamb.170
k79_8621 flag=1 multi=7.0000 len=2551	ERR011347_MEGAHIT_TaxVamb.170
k79_70364 flag=1 multi=6.0000 len=1351	ERR011347_MEGAHIT_TaxVamb.170
k79_88038 flag=1 multi=6.0000 len=1507	ERR011347_MEGAHIT_TaxVamb.170
k79_46525 flag=1 multi=6.0000 len=1504	ERR011347_MEGAHIT_TaxVamb.170
k79_90221 flag=1 multi=6.0000 len=1391	ERR011347_MEGAHIT_TaxVamb.170
k79_80035 flag=1 multi=6.0000 len=1474	ERR011347_MEGAHIT_TaxVamb.170
k79_51458 flag=1 multi=5.0000 len=1667	ERR011347_MEGAHIT_TaxVamb.170
k79_40341 flag=1 multi=6.0000 len=1840	ERR011347_MEGAHIT_TaxVamb.171
k79_41070 flag=1 multi=6.0000 len=3154	ERR011347_MEGAHIT_TaxVamb.171
k79_3533 flag=1 multi=5.0000 len=1498	ERR011347_MEGAHIT_TaxVamb.171
k79_55428 flag=1 multi=6.0000 len=1909	ERR011347_MEGAHIT_TaxVamb.171
k79_36349 flag=1 multi=7.0000 len=1970	ERR011347_MEGAHIT_TaxVamb.171
k79_46577 flag=1 multi=4.0000 len=1010	ERR011347_MEGAHIT_TaxVamb.171
k79_42706 flag=1 multi=6.0000 len=2400	ERR011347_MEGAHIT_TaxVamb.171
k79_54789 flag=1 multi=6.0000 len=1388	ERR011347_MEGAHIT_TaxVamb.171
k79_73185 flag=1 multi=4.0000 len=1034	ERR011347_MEGAHIT_TaxVamb.171
k79_40043 flag=1 multi=7.4855 len=1284	ERR011347_MEGAHIT_TaxVamb.171
k79_32921 flag=1 multi=6.0000 len=1034	ERR011347_MEGAHIT_TaxVamb.171
k79_37020 flag=1 multi=7.0000 len=1754	ERR011347_MEGAHIT_TaxVamb.171
k79_48661 flag=1 multi=7.0000 len=1075	ERR011347_MEGAHIT_TaxVamb.171
k79_60930 flag=1 multi=8.0000 len=3309	ERR011347_MEGAHIT_TaxVamb.171
k79_71177 flag=1 multi=7.0000 len=1709	ERR011347_MEGAHIT_TaxVamb.171
k79_86612 flag=1 multi=6.0000 len=1298	ERR011347_MEGAHIT_TaxVamb.171
k79_66312 flag=1 multi=8.0000 len=1001	ERR011347_MEGAHIT_TaxVamb.171
k79_19823 flag=1 multi=6.0000 len=1857	ERR011347_MEGAHIT_TaxVamb.171
k79_30854 flag=1 multi=7.0000 len=1577	ERR011347_MEGAHIT_TaxVamb.171
k79_77247 flag=1 multi=8.0000 len=1263	ERR011347_MEGAHIT_TaxVamb.171
k79_55671 flag=1 multi=3.0000 len=1016	ERR011347_MEGAHIT_TaxVamb.171
k79_43076 flag=1 multi=7.0000 len=3957	ERR011347_MEGAHIT_TaxVamb.171
k79_55124 flag=1 multi=6.0000 len=1190	ERR011347_MEGAHIT_TaxVamb.171
k79_43599 flag=1 multi=6.0000 len=3395	ERR011347_MEGAHIT_TaxVamb.171
k79_81562 flag=1 multi=7.0000 len=1937	ERR011347_MEGAHIT_TaxVamb.171
k79_9744 flag=1 multi=6.0000 len=1011	ERR011347_MEGAHIT_TaxVamb.171
k79_56429 flag=1 multi=7.0000 len=2172	ERR011347_MEGAHIT_TaxVamb.171
k79_63766 flag=1 multi=6.0000 len=1047	ERR011347_MEGAHIT_TaxVamb.171
k79_364 flag=1 multi=6.0000 len=1444	ERR011347_MEGAHIT_TaxVamb.171
k79_28696 flag=1 multi=5.0000 len=1831	ERR011347_MEGAHIT_TaxVamb.171
k79_30973 flag=1 multi=5.0000 len=1122	ERR011347_MEGAHIT_TaxVamb.171
k79_70730 flag=1 multi=5.0000 len=1124	ERR011347_MEGAHIT_TaxVamb.171
k79_25250 flag=1 multi=5.0000 len=1381	ERR011347_MEGAHIT_TaxVamb.171
k79_62507 flag=1 multi=7.0000 len=1727	ERR011347_MEGAHIT_TaxVamb.171
k79_21088 flag=1 multi=7.0000 len=1187	ERR011347_MEGAHIT_TaxVamb.171
k79_18467 flag=1 multi=7.0000 len=1171	ERR011347_MEGAHIT_TaxVamb.171
k79_45047 flag=1 multi=8.0000 len=2741	ERR011347_MEGAHIT_TaxVamb.171
k79_89332 flag=1 multi=7.0000 len=1062	ERR011347_MEGAHIT_TaxVamb.171
k79_82612 flag=1 multi=6.0000 len=2071	ERR011347_MEGAHIT_TaxVamb.171
k79_8432 flag=1 multi=8.0000 len=4237	ERR011347_MEGAHIT_TaxVamb.172
k79_47090 flag=1 multi=7.0000 len=1395	ERR011347_MEGAHIT_TaxVamb.172
k79_46212 flag=1 multi=9.0000 len=1258	ERR011347_MEGAHIT_TaxVamb.172
k79_33816 flag=1 multi=9.0000 len=1578	ERR011347_MEGAHIT_TaxVamb.172
k79_50568 flag=1 multi=9.0000 len=4224	ERR011347_MEGAHIT_TaxVamb.173
k79_78959 flag=1 multi=7.0000 len=1032	ERR011347_MEGAHIT_TaxVamb.173
k79_55874 flag=1 multi=8.0000 len=1519	ERR011347_MEGAHIT_TaxVamb.173
k79_29189 flag=1 multi=6.0000 len=1732	ERR011347_MEGAHIT_TaxVamb.173
k79_95676 flag=1 multi=9.0000 len=3019	ERR011347_MEGAHIT_TaxVamb.173
k79_70222 flag=1 multi=7.0000 len=1246	ERR011347_MEGAHIT_TaxVamb.173
k79_17082 flag=1 multi=14.0068 len=2592	ERR011347_MEGAHIT_TaxVamb.173
k79_79205 flag=1 multi=9.0000 len=3799	ERR011347_MEGAHIT_TaxVamb.173
k79_93098 flag=1 multi=8.0000 len=1551	ERR011347_MEGAHIT_TaxVamb.173
k79_7739 flag=1 multi=8.0000 len=2004	ERR011347_MEGAHIT_TaxVamb.173
k79_7673 flag=1 multi=7.0000 len=3587	ERR011347_MEGAHIT_TaxVamb.173
k79_23412 flag=1 multi=6.0000 len=2897	ERR011347_MEGAHIT_TaxVamb.173
k79_41304 flag=1 multi=10.0000 len=3031	ERR011347_MEGAHIT_TaxVamb.173
k79_8959 flag=1 multi=7.0000 len=1501	ERR011347_MEGAHIT_TaxVamb.173
k79_70216 flag=1 multi=8.0000 len=1240	ERR011347_MEGAHIT_TaxVamb.173
k79_73747 flag=1 multi=6.0000 len=1704	ERR011347_MEGAHIT_TaxVamb.173
k79_71858 flag=1 multi=6.0000 len=1753	ERR011347_MEGAHIT_TaxVamb.173
k79_61572 flag=1 multi=7.7570 len=1836	ERR011347_MEGAHIT_TaxVamb.173
k79_15321 flag=1 multi=7.0000 len=1089	ERR011347_MEGAHIT_TaxVamb.173
k79_43352 flag=1 multi=7.0000 len=2277	ERR011347_MEGAHIT_TaxVamb.173
k79_23477 flag=1 multi=6.0000 len=2196	ERR011347_MEGAHIT_TaxVamb.173
k79_748 flag=1 multi=8.0000 len=1871	ERR011347_MEGAHIT_TaxVamb.173
k79_53234 flag=1 multi=8.0000 len=1169	ERR011347_MEGAHIT_TaxVamb.173
k79_62390 flag=1 multi=8.0000 len=1676	ERR011347_MEGAHIT_TaxVamb.173
k79_64311 flag=1 multi=7.0000 len=1593	ERR011347_MEGAHIT_TaxVamb.173
k79_86883 flag=1 multi=5.0000 len=1315	ERR011347_MEGAHIT_TaxVamb.173
k79_4738 flag=1 multi=7.0000 len=1199	ERR011347_MEGAHIT_TaxVamb.173
k79_87524 flag=1 multi=11.0000 len=4206	ERR011347_MEGAHIT_TaxVamb.174
k79_50780 flag=1 multi=9.0000 len=3444	ERR011347_MEGAHIT_TaxVamb.175
k79_29525 flag=1 multi=9.0000 len=4180	ERR011347_MEGAHIT_TaxVamb.175
k79_85808 flag=1 multi=10.0000 len=4161	ERR011347_MEGAHIT_TaxVamb.176
k79_67970 flag=1 multi=9.0000 len=3328	ERR011347_MEGAHIT_TaxVamb.177
k79_21280 flag=1 multi=9.0000 len=4135	ERR011347_MEGAHIT_TaxVamb.177
k79_91391 flag=1 multi=9.0000 len=1559	ERR011347_MEGAHIT_TaxVamb.177
k79_41579 flag=1 multi=9.0000 len=2616	ERR011347_MEGAHIT_TaxVamb.177
k79_56767 flag=1 multi=9.0000 len=1184	ERR011347_MEGAHIT_TaxVamb.177
k79_29906 flag=1 multi=10.0000 len=4077	ERR011347_MEGAHIT_TaxVamb.178
k79_2399 flag=1 multi=14.0000 len=4077	ERR011347_MEGAHIT_TaxVamb.179
k79_26864 flag=1 multi=15.0000 len=2395	ERR011347_MEGAHIT_TaxVamb.179
k79_40293 flag=1 multi=12.0000 len=3607	ERR011347_MEGAHIT_TaxVamb.179
k79_92813 flag=1 multi=13.0000 len=3124	ERR011347_MEGAHIT_TaxVamb.179
k79_66349 flag=1 multi=15.0000 len=1054	ERR011347_MEGAHIT_TaxVamb.179
k79_40299 flag=1 multi=16.9076 len=2060	ERR011347_MEGAHIT_TaxVamb.179
k79_33981 flag=1 multi=33.0000 len=2855	ERR011347_MEGAHIT_TaxVamb.179
k79_47182 flag=1 multi=8.0000 len=5925	ERR011347_MEGAHIT_TaxVamb.17
k79_150 flag=1 multi=11.0000 len=1087	ERR011347_MEGAHIT_TaxVamb.180
k79_62671 flag=1 multi=10.0000 len=2434	ERR011347_MEGAHIT_TaxVamb.180
k79_22393 flag=1 multi=8.0000 len=1840	ERR011347_MEGAHIT_TaxVamb.180
k79_94677 flag=1 multi=10.0000 len=2769	ERR011347_MEGAHIT_TaxVamb.180
k79_58586 flag=1 multi=11.0000 len=4038	ERR011347_MEGAHIT_TaxVamb.180
k79_29796 flag=1 multi=7.0000 len=3996	ERR011347_MEGAHIT_TaxVamb.181
k79_89935 flag=1 multi=14.0000 len=2501	ERR011347_MEGAHIT_TaxVamb.182
k79_59085 flag=1 multi=8.0000 len=1931	ERR011347_MEGAHIT_TaxVamb.182
k79_997 flag=1 multi=9.0000 len=1923	ERR011347_MEGAHIT_TaxVamb.182
k79_14714 flag=1 multi=10.0000 len=1189	ERR011347_MEGAHIT_TaxVamb.182
k79_70729 flag=1 multi=9.0000 len=3946	ERR011347_MEGAHIT_TaxVamb.182
k79_27195 flag=1 multi=8.0000 len=1654	ERR011347_MEGAHIT_TaxVamb.182
k79_82648 flag=1 multi=9.0000 len=2579	ERR011347_MEGAHIT_TaxVamb.182
k79_71939 flag=1 multi=8.0000 len=1065	ERR011347_MEGAHIT_TaxVamb.182
k79_18445 flag=1 multi=10.0000 len=3892	ERR011347_MEGAHIT_TaxVamb.183
k79_13045 flag=1 multi=9.0000 len=3612	ERR011347_MEGAHIT_TaxVamb.183
k79_28083 flag=1 multi=9.0000 len=3027	ERR011347_MEGAHIT_TaxVamb.183
k79_70753 flag=1 multi=9.0000 len=3844	ERR011347_MEGAHIT_TaxVamb.184
k79_8775 flag=1 multi=8.0000 len=2219	ERR011347_MEGAHIT_TaxVamb.185
k79_63758 flag=1 multi=8.0000 len=3836	ERR011347_MEGAHIT_TaxVamb.185
k79_44662 flag=1 multi=7.0000 len=2314	ERR011347_MEGAHIT_TaxVamb.185
k79_87048 flag=1 multi=6.0000 len=1193	ERR011347_MEGAHIT_TaxVamb.185
k79_66855 flag=1 multi=10.0000 len=1307	ERR011347_MEGAHIT_TaxVamb.185
k79_30546 flag=1 multi=10.0000 len=3814	ERR011347_MEGAHIT_TaxVamb.186
k79_3545 flag=1 multi=12.0000 len=3784	ERR011347_MEGAHIT_TaxVamb.187
k79_24000 flag=1 multi=10.0000 len=3741	ERR011347_MEGAHIT_TaxVamb.188
k79_84801 flag=1 multi=11.0000 len=3678	ERR011347_MEGAHIT_TaxVamb.189
k79_32741 flag=1 multi=9.0000 len=5863	ERR011347_MEGAHIT_TaxVamb.18
k79_8705 flag=1 multi=10.0000 len=3663	ERR011347_MEGAHIT_TaxVamb.190
k79_39028 flag=1 multi=4.0000 len=1216	ERR011347_MEGAHIT_TaxVamb.191
k79_77214 flag=1 multi=4.0000 len=1012	ERR011347_MEGAHIT_TaxVamb.191
k79_84091 flag=1 multi=5.0000 len=1504	ERR011347_MEGAHIT_TaxVamb.191
k79_77536 flag=1 multi=4.0000 len=1074	ERR011347_MEGAHIT_TaxVamb.191
k79_14129 flag=1 multi=5.0000 len=1291	ERR011347_MEGAHIT_TaxVamb.191
k79_81097 flag=1 multi=4.0000 len=1046	ERR011347_MEGAHIT_TaxVamb.191
k79_64792 flag=1 multi=5.0000 len=1968	ERR011347_MEGAHIT_TaxVamb.191
k79_56514 flag=1 multi=6.0000 len=1029	ERR011347_MEGAHIT_TaxVamb.191
k79_47826 flag=1 multi=5.0000 len=1013	ERR011347_MEGAHIT_TaxVamb.191
k79_43584 flag=1 multi=4.0000 len=1082	ERR011347_MEGAHIT_TaxVamb.191
k79_78214 flag=1 multi=5.0000 len=1235	ERR011347_MEGAHIT_TaxVamb.191
k79_14048 flag=1 multi=4.0000 len=1105	ERR011347_MEGAHIT_TaxVamb.191
k79_58344 flag=1 multi=5.0000 len=1011	ERR011347_MEGAHIT_TaxVamb.191
k79_11365 flag=1 multi=6.0000 len=1356	ERR011347_MEGAHIT_TaxVamb.191
k79_84314 flag=1 multi=5.0000 len=1010	ERR011347_MEGAHIT_TaxVamb.191
k79_49786 flag=1 multi=6.0000 len=1366	ERR011347_MEGAHIT_TaxVamb.191
k79_51874 flag=1 multi=5.0000 len=1076	ERR011347_MEGAHIT_TaxVamb.191
k79_44163 flag=1 multi=4.0000 len=1112	ERR011347_MEGAHIT_TaxVamb.191
k79_81691 flag=1 multi=5.0000 len=1415	ERR011347_MEGAHIT_TaxVamb.191
k79_29299 flag=1 multi=4.0000 len=1810	ERR011347_MEGAHIT_TaxVamb.191
k79_9920 flag=1 multi=4.0000 len=1141	ERR011347_MEGAHIT_TaxVamb.191
k79_29372 flag=1 multi=5.0000 len=1306	ERR011347_MEGAHIT_TaxVamb.191
k79_65905 flag=1 multi=5.0000 len=1897	ERR011347_MEGAHIT_TaxVamb.191
k79_80065 flag=1 multi=7.0000 len=2559	ERR011347_MEGAHIT_TaxVamb.191
k79_86642 flag=1 multi=5.0000 len=1026	ERR011347_MEGAHIT_TaxVamb.191
k79_92408 flag=1 multi=5.0000 len=1258	ERR011347_MEGAHIT_TaxVamb.191
k79_52600 flag=1 multi=5.0000 len=1129	ERR011347_MEGAHIT_TaxVamb.191
k79_90254 flag=1 multi=4.0000 len=1018	ERR011347_MEGAHIT_TaxVamb.191
k79_63644 flag=1 multi=6.0000 len=1414	ERR011347_MEGAHIT_TaxVamb.191
k79_40828 flag=1 multi=5.0000 len=1051	ERR011347_MEGAHIT_TaxVamb.191
k79_30584 flag=1 multi=5.0000 len=2368	ERR011347_MEGAHIT_TaxVamb.191
k79_4730 flag=1 multi=6.0000 len=1892	ERR011347_MEGAHIT_TaxVamb.191
k79_6562 flag=1 multi=4.0000 len=1086	ERR011347_MEGAHIT_TaxVamb.191
k79_68997 flag=1 multi=5.0000 len=1273	ERR011347_MEGAHIT_TaxVamb.191
k79_62444 flag=1 multi=4.0000 len=1144	ERR011347_MEGAHIT_TaxVamb.191
k79_81958 flag=1 multi=5.0000 len=3540	ERR011347_MEGAHIT_TaxVamb.191
k79_16918 flag=1 multi=5.0000 len=1070	ERR011347_MEGAHIT_TaxVamb.191
k79_46976 flag=1 multi=4.0000 len=1464	ERR011347_MEGAHIT_TaxVamb.191
k79_35344 flag=1 multi=4.0000 len=1130	ERR011347_MEGAHIT_TaxVamb.191
k79_49747 flag=1 multi=6.0000 len=1385	ERR011347_MEGAHIT_TaxVamb.191
k79_38291 flag=1 multi=10.0000 len=3542	ERR011347_MEGAHIT_TaxVamb.192
k79_48694 flag=1 multi=11.0000 len=2016	ERR011347_MEGAHIT_TaxVamb.193
k79_32413 flag=1 multi=16.0000 len=2972	ERR011347_MEGAHIT_TaxVamb.193
k79_45211 flag=1 multi=17.0000 len=2444	ERR011347_MEGAHIT_TaxVamb.193
k79_6405 flag=1 multi=13.0000 len=3522	ERR011347_MEGAHIT_TaxVamb.193
k79_36720 flag=1 multi=15.0000 len=1169	ERR011347_MEGAHIT_TaxVamb.193
k79_35543 flag=1 multi=13.0000 len=3491	ERR011347_MEGAHIT_TaxVamb.194
k79_3444 flag=1 multi=14.0000 len=3476	ERR011347_MEGAHIT_TaxVamb.195
k79_96606 flag=1 multi=10.0000 len=2601	ERR011347_MEGAHIT_TaxVamb.195
k79_67075 flag=1 multi=11.0000 len=1202	ERR011347_MEGAHIT_TaxVamb.195
k79_26545 flag=1 multi=11.0000 len=1081	ERR011347_MEGAHIT_TaxVamb.195
k79_50337 flag=1 multi=15.0000 len=1790	ERR011347_MEGAHIT_TaxVamb.195
k79_22384 flag=1 multi=12.0000 len=1530	ERR011347_MEGAHIT_TaxVamb.195
k79_83147 flag=1 multi=11.0000 len=2184	ERR011347_MEGAHIT_TaxVamb.195
k79_15290 flag=1 multi=16.0000 len=1071	ERR011347_MEGAHIT_TaxVamb.196
k79_81085 flag=1 multi=12.0000 len=1056	ERR011347_MEGAHIT_TaxVamb.196
k79_30924 flag=1 multi=9.0000 len=1705	ERR011347_MEGAHIT_TaxVamb.196
k79_64806 flag=1 multi=14.0000 len=1430	ERR011347_MEGAHIT_TaxVamb.196
k79_75682 flag=1 multi=19.0000 len=2511	ERR011347_MEGAHIT_TaxVamb.196
k79_63896 flag=1 multi=15.0000 len=1982	ERR011347_MEGAHIT_TaxVamb.196
k79_25732 flag=1 multi=23.0000 len=2540	ERR011347_MEGAHIT_TaxVamb.196
k79_66781 flag=1 multi=16.0000 len=3470	ERR011347_MEGAHIT_TaxVamb.196
k79_32099 flag=1 multi=21.0000 len=1336	ERR011347_MEGAHIT_TaxVamb.196
k79_78923 flag=1 multi=9.0000 len=1113	ERR011347_MEGAHIT_TaxVamb.196
k79_70061 flag=1 multi=21.0000 len=2123	ERR011347_MEGAHIT_TaxVamb.196
k79_58704 flag=1 multi=14.0000 len=1457	ERR011347_MEGAHIT_TaxVamb.196
k79_71242 flag=1 multi=10.0000 len=2822	ERR011347_MEGAHIT_TaxVamb.197
k79_73797 flag=1 multi=8.0000 len=1864	ERR011347_MEGAHIT_TaxVamb.197
k79_85309 flag=1 multi=9.0000 len=2780	ERR011347_MEGAHIT_TaxVamb.197
k79_84021 flag=1 multi=9.0000 len=2124	ERR011347_MEGAHIT_TaxVamb.197
k79_29472 flag=1 multi=8.0000 len=1341	ERR011347_MEGAHIT_TaxVamb.197
k79_82613 flag=1 multi=10.0000 len=1146	ERR011347_MEGAHIT_TaxVamb.197
k79_79313 flag=1 multi=11.0000 len=3466	ERR011347_MEGAHIT_TaxVamb.197
k79_78031 flag=1 multi=10.0000 len=1726	ERR011347_MEGAHIT_TaxVamb.197
k79_70835 flag=1 multi=10.0000 len=2023	ERR011347_MEGAHIT_TaxVamb.197
k79_83547 flag=1 multi=10.0000 len=2270	ERR011347_MEGAHIT_TaxVamb.197
k79_37234 flag=1 multi=10.0000 len=1683	ERR011347_MEGAHIT_TaxVamb.197
k79_84769 flag=1 multi=10.0000 len=1853	ERR011347_MEGAHIT_TaxVamb.197
k79_21881 flag=1 multi=10.0000 len=1031	ERR011347_MEGAHIT_TaxVamb.197
k79_96999 flag=1 multi=8.0000 len=1867	ERR011347_MEGAHIT_TaxVamb.197
k79_68618 flag=1 multi=12.0000 len=1493	ERR011347_MEGAHIT_TaxVamb.197
k79_16121 flag=1 multi=13.0000 len=2135	ERR011347_MEGAHIT_TaxVamb.198
k79_87551 flag=1 multi=13.0000 len=1251	ERR011347_MEGAHIT_TaxVamb.198
k79_73764 flag=1 multi=17.0000 len=3392	ERR011347_MEGAHIT_TaxVamb.198
k79_30871 flag=1 multi=53.3006 len=1922	ERR011347_MEGAHIT_TaxVamb.198
k79_60957 flag=1 multi=18.0000 len=1701	ERR011347_MEGAHIT_TaxVamb.198
k79_6030 flag=1 multi=8.0000 len=3338	ERR011347_MEGAHIT_TaxVamb.199
k79_56040 flag=1 multi=9.0000 len=2673	ERR011347_MEGAHIT_TaxVamb.199
k79_86152 flag=1 multi=9.0000 len=1271	ERR011347_MEGAHIT_TaxVamb.199
k79_24674 flag=1 multi=8.0000 len=1069	ERR011347_MEGAHIT_TaxVamb.199
k79_95043 flag=1 multi=8.0000 len=2229	ERR011347_MEGAHIT_TaxVamb.199
k79_71139 flag=1 multi=8.0000 len=1162	ERR011347_MEGAHIT_TaxVamb.199
k79_37978 flag=1 multi=8.0000 len=1840	ERR011347_MEGAHIT_TaxVamb.199
k79_42527 flag=1 multi=8.0000 len=1710	ERR011347_MEGAHIT_TaxVamb.199
k79_36559 flag=1 multi=8.0000 len=1255	ERR011347_MEGAHIT_TaxVamb.199
k79_2065 flag=1 multi=8.0000 len=1230	ERR011347_MEGAHIT_TaxVamb.199
k79_44863 flag=1 multi=8.0000 len=5428	ERR011347_MEGAHIT_TaxVamb.19
k79_85683 flag=1 multi=10.0000 len=2067	ERR011347_MEGAHIT_TaxVamb.1
k79_93657 flag=1 multi=14.0000 len=1791	ERR011347_MEGAHIT_TaxVamb.1
k79_1578 flag=1 multi=10.0000 len=3194	ERR011347_MEGAHIT_TaxVamb.1
k79_74385 flag=1 multi=16.0000 len=1213	ERR011347_MEGAHIT_TaxVamb.1
k79_22903 flag=1 multi=8.0000 len=4617	ERR011347_MEGAHIT_TaxVamb.1
k79_87507 flag=1 multi=13.0000 len=1619	ERR011347_MEGAHIT_TaxVamb.1
k79_7689 flag=1 multi=9.0000 len=2204	ERR011347_MEGAHIT_TaxVamb.1
k79_12912 flag=1 multi=12.0000 len=3784	ERR011347_MEGAHIT_TaxVamb.1
