k79_15973 flag=1 multi=6.0000 len=1009	ERR011349_MEGAHIT_TaxVamb.100
k79_32341 flag=1 multi=4.0000 len=1717	ERR011349_MEGAHIT_TaxVamb.11
k79_18842 flag=1 multi=4.0000 len=2249	ERR011349_MEGAHIT_TaxVamb.11
k79_18276 flag=1 multi=3.0000 len=1027	ERR011349_MEGAHIT_TaxVamb.11
k79_10136 flag=1 multi=5.0000 len=1502	ERR011349_MEGAHIT_TaxVamb.11
k79_35082 flag=1 multi=4.0000 len=1109	ERR011349_MEGAHIT_TaxVamb.11
k79_6606 flag=1 multi=4.0000 len=1381	ERR011349_MEGAHIT_TaxVamb.11
k79_32644 flag=1 multi=3.0000 len=1172	ERR011349_MEGAHIT_TaxVamb.11
k79_20686 flag=1 multi=11.0000 len=1903	ERR011349_MEGAHIT_TaxVamb.11
k79_23909 flag=1 multi=5.0000 len=1047	ERR011349_MEGAHIT_TaxVamb.11
k79_13757 flag=1 multi=5.0000 len=1702	ERR011349_MEGAHIT_TaxVamb.11
k79_5658 flag=1 multi=5.0000 len=2182	ERR011349_MEGAHIT_TaxVamb.11
k79_35912 flag=1 multi=4.0000 len=1610	ERR011349_MEGAHIT_TaxVamb.11
k79_6062 flag=1 multi=5.0000 len=1060	ERR011349_MEGAHIT_TaxVamb.11
k79_3857 flag=1 multi=4.0000 len=1720	ERR011349_MEGAHIT_TaxVamb.11
k79_18430 flag=1 multi=5.0000 len=1629	ERR011349_MEGAHIT_TaxVamb.11
k79_31461 flag=1 multi=4.0000 len=1802	ERR011349_MEGAHIT_TaxVamb.11
k79_18140 flag=1 multi=3.0000 len=1065	ERR011349_MEGAHIT_TaxVamb.11
k79_11779 flag=1 multi=4.0000 len=1102	ERR011349_MEGAHIT_TaxVamb.11
k79_5370 flag=1 multi=4.0000 len=1161	ERR011349_MEGAHIT_TaxVamb.11
k79_5294 flag=1 multi=4.0000 len=1065	ERR011349_MEGAHIT_TaxVamb.11
k79_13989 flag=1 multi=4.0000 len=1055	ERR011349_MEGAHIT_TaxVamb.11
k79_23934 flag=1 multi=4.0000 len=1129	ERR011349_MEGAHIT_TaxVamb.11
k79_24743 flag=1 multi=5.0000 len=1843	ERR011349_MEGAHIT_TaxVamb.11
k79_29130 flag=1 multi=5.0000 len=2038	ERR011349_MEGAHIT_TaxVamb.11
k79_11327 flag=1 multi=4.0000 len=1846	ERR011349_MEGAHIT_TaxVamb.11
k79_34729 flag=1 multi=3.0000 len=1898	ERR011349_MEGAHIT_TaxVamb.11
k79_12330 flag=1 multi=3.0000 len=1682	ERR011349_MEGAHIT_TaxVamb.11
k79_7414 flag=1 multi=6.0000 len=1102	ERR011349_MEGAHIT_TaxVamb.11
k79_26811 flag=1 multi=5.0000 len=1936	ERR011349_MEGAHIT_TaxVamb.11
k79_25810 flag=1 multi=4.0000 len=1771	ERR011349_MEGAHIT_TaxVamb.11
k79_23971 flag=1 multi=4.0000 len=1170	ERR011349_MEGAHIT_TaxVamb.11
k79_21287 flag=1 multi=4.0000 len=1065	ERR011349_MEGAHIT_TaxVamb.11
k79_3600 flag=1 multi=4.0000 len=1523	ERR011349_MEGAHIT_TaxVamb.11
k79_3921 flag=1 multi=6.0000 len=2169	ERR011349_MEGAHIT_TaxVamb.11
k79_33683 flag=1 multi=5.0000 len=1022	ERR011349_MEGAHIT_TaxVamb.11
k79_22122 flag=1 multi=4.0000 len=1068	ERR011349_MEGAHIT_TaxVamb.11
k79_21483 flag=1 multi=3.0000 len=1278	ERR011349_MEGAHIT_TaxVamb.11
k79_2888 flag=1 multi=4.0000 len=1059	ERR011349_MEGAHIT_TaxVamb.11
k79_32750 flag=1 multi=4.0000 len=1269	ERR011349_MEGAHIT_TaxVamb.11
k79_22512 flag=1 multi=4.0000 len=1612	ERR011349_MEGAHIT_TaxVamb.11
k79_27377 flag=1 multi=6.0000 len=1027	ERR011349_MEGAHIT_TaxVamb.11
k79_25379 flag=1 multi=6.0000 len=1439	ERR011349_MEGAHIT_TaxVamb.11
k79_24244 flag=1 multi=5.0000 len=1228	ERR011349_MEGAHIT_TaxVamb.11
k79_20964 flag=1 multi=6.0000 len=2411	ERR011349_MEGAHIT_TaxVamb.11
k79_30064 flag=1 multi=4.0000 len=2010	ERR011349_MEGAHIT_TaxVamb.11
k79_35999 flag=1 multi=5.0000 len=1173	ERR011349_MEGAHIT_TaxVamb.11
k79_14714 flag=1 multi=4.0000 len=1224	ERR011349_MEGAHIT_TaxVamb.11
k79_23058 flag=1 multi=5.0000 len=1336	ERR011349_MEGAHIT_TaxVamb.11
k79_20105 flag=1 multi=4.5376 len=1022	ERR011349_MEGAHIT_TaxVamb.11
k79_28733 flag=1 multi=4.0000 len=2106	ERR011349_MEGAHIT_TaxVamb.11
k79_26358 flag=1 multi=5.0000 len=1595	ERR011349_MEGAHIT_TaxVamb.11
k79_35962 flag=1 multi=4.0000 len=1747	ERR011349_MEGAHIT_TaxVamb.11
k79_15893 flag=1 multi=7.0000 len=1526	ERR011349_MEGAHIT_TaxVamb.11
k79_33786 flag=1 multi=4.0000 len=1403	ERR011349_MEGAHIT_TaxVamb.11
k79_3709 flag=1 multi=4.0000 len=1249	ERR011349_MEGAHIT_TaxVamb.11
k79_18772 flag=1 multi=4.0000 len=1026	ERR011349_MEGAHIT_TaxVamb.11
k79_30846 flag=1 multi=4.0000 len=1491	ERR011349_MEGAHIT_TaxVamb.11
k79_8234 flag=1 multi=5.0000 len=1706	ERR011349_MEGAHIT_TaxVamb.11
k79_25097 flag=1 multi=5.0000 len=1676	ERR011349_MEGAHIT_TaxVamb.11
k79_6853 flag=1 multi=5.0000 len=1150	ERR011349_MEGAHIT_TaxVamb.11
k79_12557 flag=1 multi=4.0000 len=1136	ERR011349_MEGAHIT_TaxVamb.11
k79_31198 flag=1 multi=5.0000 len=1131	ERR011349_MEGAHIT_TaxVamb.11
k79_29992 flag=1 multi=4.0000 len=1104	ERR011349_MEGAHIT_TaxVamb.11
k79_8726 flag=1 multi=3.0000 len=1171	ERR011349_MEGAHIT_TaxVamb.11
k79_28750 flag=1 multi=5.0000 len=1071	ERR011349_MEGAHIT_TaxVamb.11
k79_17861 flag=1 multi=5.0000 len=2415	ERR011349_MEGAHIT_TaxVamb.11
k79_15142 flag=1 multi=4.0000 len=1306	ERR011349_MEGAHIT_TaxVamb.11
k79_17896 flag=1 multi=4.0000 len=1498	ERR011349_MEGAHIT_TaxVamb.11
k79_2768 flag=1 multi=5.0000 len=1307	ERR011349_MEGAHIT_TaxVamb.11
k79_27530 flag=1 multi=8.0000 len=1713	ERR011349_MEGAHIT_TaxVamb.11
k79_21847 flag=1 multi=5.0000 len=1504	ERR011349_MEGAHIT_TaxVamb.11
k79_4816 flag=1 multi=7.0000 len=1200	ERR011349_MEGAHIT_TaxVamb.11
k79_28934 flag=1 multi=4.0000 len=1542	ERR011349_MEGAHIT_TaxVamb.11
k79_36171 flag=1 multi=6.0000 len=1455	ERR011349_MEGAHIT_TaxVamb.11
k79_8632 flag=1 multi=5.0000 len=1229	ERR011349_MEGAHIT_TaxVamb.11
k79_14833 flag=1 multi=4.0000 len=1424	ERR011349_MEGAHIT_TaxVamb.11
k79_14097 flag=1 multi=5.0000 len=3125	ERR011349_MEGAHIT_TaxVamb.11
k79_29059 flag=1 multi=4.0000 len=1084	ERR011349_MEGAHIT_TaxVamb.11
k79_6077 flag=1 multi=3.0000 len=1113	ERR011349_MEGAHIT_TaxVamb.11
k79_7430 flag=1 multi=5.0000 len=1045	ERR011349_MEGAHIT_TaxVamb.11
k79_12187 flag=1 multi=7.0000 len=1145	ERR011349_MEGAHIT_TaxVamb.11
k79_26155 flag=1 multi=5.0000 len=1385	ERR011349_MEGAHIT_TaxVamb.11
k79_18727 flag=1 multi=4.0000 len=1344	ERR011349_MEGAHIT_TaxVamb.11
k79_1431 flag=1 multi=5.0000 len=1865	ERR011349_MEGAHIT_TaxVamb.11
k79_34789 flag=1 multi=3.0000 len=1175	ERR011349_MEGAHIT_TaxVamb.11
k79_3310 flag=1 multi=5.0000 len=1644	ERR011349_MEGAHIT_TaxVamb.11
k79_17457 flag=1 multi=4.0000 len=1958	ERR011349_MEGAHIT_TaxVamb.11
k79_13083 flag=1 multi=4.0000 len=1015	ERR011349_MEGAHIT_TaxVamb.11
k79_36570 flag=1 multi=4.0000 len=1290	ERR011349_MEGAHIT_TaxVamb.11
k79_14526 flag=1 multi=4.0000 len=1974	ERR011349_MEGAHIT_TaxVamb.11
k79_33950 flag=1 multi=5.0000 len=1871	ERR011349_MEGAHIT_TaxVamb.11
k79_2062 flag=1 multi=4.0000 len=1841	ERR011349_MEGAHIT_TaxVamb.11
k79_29569 flag=1 multi=4.0000 len=1005	ERR011349_MEGAHIT_TaxVamb.11
k79_6973 flag=1 multi=5.0000 len=1061	ERR011349_MEGAHIT_TaxVamb.11
k79_8547 flag=1 multi=4.0000 len=1077	ERR011349_MEGAHIT_TaxVamb.11
k79_17691 flag=1 multi=7.0000 len=1803	ERR011349_MEGAHIT_TaxVamb.11
k79_25936 flag=1 multi=4.0000 len=1192	ERR011349_MEGAHIT_TaxVamb.11
k79_31838 flag=1 multi=4.0000 len=1071	ERR011349_MEGAHIT_TaxVamb.11
k79_32846 flag=1 multi=4.0000 len=1078	ERR011349_MEGAHIT_TaxVamb.11
k79_847 flag=1 multi=5.0000 len=2269	ERR011349_MEGAHIT_TaxVamb.11
k79_30161 flag=1 multi=5.0000 len=1152	ERR011349_MEGAHIT_TaxVamb.11
k79_24188 flag=1 multi=5.0000 len=1184	ERR011349_MEGAHIT_TaxVamb.11
k79_7086 flag=1 multi=5.0000 len=1364	ERR011349_MEGAHIT_TaxVamb.120
k79_36186 flag=1 multi=5.0000 len=1285	ERR011349_MEGAHIT_TaxVamb.121
k79_8114 flag=1 multi=4.0000 len=1184	ERR011349_MEGAHIT_TaxVamb.122
k79_2159 flag=1 multi=4.9162 len=1129	ERR011349_MEGAHIT_TaxVamb.123
k79_25491 flag=1 multi=4.0000 len=1127	ERR011349_MEGAHIT_TaxVamb.124
k79_12348 flag=1 multi=6.0000 len=1048	ERR011349_MEGAHIT_TaxVamb.125
k79_3167 flag=1 multi=4.0000 len=1038	ERR011349_MEGAHIT_TaxVamb.126
k79_4596 flag=1 multi=5.0000 len=1289	ERR011349_MEGAHIT_TaxVamb.127
k79_27655 flag=1 multi=3.0000 len=1149	ERR011349_MEGAHIT_TaxVamb.127
k79_7272 flag=1 multi=4.0000 len=1047	ERR011349_MEGAHIT_TaxVamb.127
k79_12323 flag=1 multi=123.2792 len=4971	ERR011349_MEGAHIT_TaxVamb.12
k79_29293 flag=1 multi=17.0000 len=2204	ERR011349_MEGAHIT_TaxVamb.12
k79_24662 flag=1 multi=13.0000 len=2152	ERR011349_MEGAHIT_TaxVamb.12
k79_18349 flag=1 multi=10.0000 len=2124	ERR011349_MEGAHIT_TaxVamb.12
k79_18696 flag=1 multi=4.0000 len=1007	ERR011349_MEGAHIT_TaxVamb.12
k79_23362 flag=1 multi=10.0295 len=1097	ERR011349_MEGAHIT_TaxVamb.12
k79_31915 flag=1 multi=6.0000 len=1580	ERR011349_MEGAHIT_TaxVamb.12
k79_15423 flag=1 multi=14.0000 len=1105	ERR011349_MEGAHIT_TaxVamb.12
k79_12235 flag=1 multi=4.0000 len=2121	ERR011349_MEGAHIT_TaxVamb.12
k79_28804 flag=1 multi=11.0000 len=3526	ERR011349_MEGAHIT_TaxVamb.12
k79_17981 flag=1 multi=6.0000 len=1414	ERR011349_MEGAHIT_TaxVamb.12
k79_8853 flag=1 multi=12.0000 len=1656	ERR011349_MEGAHIT_TaxVamb.12
k79_36742 flag=1 multi=9.5892 len=4617	ERR011349_MEGAHIT_TaxVamb.12
k79_9004 flag=1 multi=4.0000 len=1116	ERR011349_MEGAHIT_TaxVamb.12
k79_8228 flag=1 multi=8.0000 len=1244	ERR011349_MEGAHIT_TaxVamb.12
k79_5449 flag=1 multi=10.0000 len=1206	ERR011349_MEGAHIT_TaxVamb.12
k79_15655 flag=1 multi=5.0000 len=1518	ERR011349_MEGAHIT_TaxVamb.12
k79_18125 flag=1 multi=5.0000 len=1696	ERR011349_MEGAHIT_TaxVamb.12
k79_30655 flag=1 multi=6.0000 len=1876	ERR011349_MEGAHIT_TaxVamb.12
k79_5824 flag=1 multi=15.0000 len=1453	ERR011349_MEGAHIT_TaxVamb.12
k79_23559 flag=1 multi=3.0000 len=1103	ERR011349_MEGAHIT_TaxVamb.12
k79_35767 flag=1 multi=12.0000 len=1524	ERR011349_MEGAHIT_TaxVamb.12
k79_28706 flag=1 multi=4.0000 len=1019	ERR011349_MEGAHIT_TaxVamb.12
k79_17049 flag=1 multi=7.0000 len=1756	ERR011349_MEGAHIT_TaxVamb.12
k79_22258 flag=1 multi=5.0000 len=1017	ERR011349_MEGAHIT_TaxVamb.12
k79_35117 flag=1 multi=6.6833 len=1121	ERR011349_MEGAHIT_TaxVamb.12
k79_24152 flag=1 multi=7.0000 len=1349	ERR011349_MEGAHIT_TaxVamb.12
k79_29008 flag=1 multi=13.0000 len=1893	ERR011349_MEGAHIT_TaxVamb.12
k79_12022 flag=1 multi=18.0000 len=1969	ERR011349_MEGAHIT_TaxVamb.12
k79_6216 flag=1 multi=5.0000 len=1658	ERR011349_MEGAHIT_TaxVamb.12
k79_23373 flag=1 multi=7.0000 len=1960	ERR011349_MEGAHIT_TaxVamb.12
k79_33210 flag=1 multi=20.0000 len=1461	ERR011349_MEGAHIT_TaxVamb.12
k79_12307 flag=1 multi=7.0000 len=1865	ERR011349_MEGAHIT_TaxVamb.12
k79_8860 flag=1 multi=4.0000 len=1176	ERR011349_MEGAHIT_TaxVamb.12
k79_14979 flag=1 multi=14.0676 len=3243	ERR011349_MEGAHIT_TaxVamb.12
k79_13951 flag=1 multi=5.0000 len=1124	ERR011349_MEGAHIT_TaxVamb.12
k79_8238 flag=1 multi=11.0000 len=1160	ERR011349_MEGAHIT_TaxVamb.12
k79_7403 flag=1 multi=11.7662 len=1020	ERR011349_MEGAHIT_TaxVamb.12
k79_35806 flag=1 multi=16.0000 len=1204	ERR011349_MEGAHIT_TaxVamb.12
k79_15118 flag=1 multi=22.2694 len=2187	ERR011349_MEGAHIT_TaxVamb.12
k79_27702 flag=1 multi=5.0000 len=1701	ERR011349_MEGAHIT_TaxVamb.12
k79_19240 flag=1 multi=3.0000 len=1302	ERR011349_MEGAHIT_TaxVamb.12
k79_1019 flag=1 multi=13.0000 len=1339	ERR011349_MEGAHIT_TaxVamb.12
k79_34018 flag=1 multi=7.0000 len=1461	ERR011349_MEGAHIT_TaxVamb.12
k79_13916 flag=1 multi=9.0000 len=2049	ERR011349_MEGAHIT_TaxVamb.12
k79_858 flag=1 multi=7.0000 len=1005	ERR011349_MEGAHIT_TaxVamb.12
k79_28423 flag=1 multi=7.0000 len=1317	ERR011349_MEGAHIT_TaxVamb.12
k79_34207 flag=1 multi=13.0000 len=1895	ERR011349_MEGAHIT_TaxVamb.12
k79_21394 flag=1 multi=5.0000 len=1882	ERR011349_MEGAHIT_TaxVamb.12
k79_30618 flag=1 multi=11.6204 len=1354	ERR011349_MEGAHIT_TaxVamb.12
k79_36423 flag=1 multi=4.0000 len=1351	ERR011349_MEGAHIT_TaxVamb.12
k79_12514 flag=1 multi=10.0000 len=1736	ERR011349_MEGAHIT_TaxVamb.12
k79_9269 flag=1 multi=4.0000 len=1363	ERR011349_MEGAHIT_TaxVamb.12
k79_15226 flag=1 multi=23.0000 len=2151	ERR011349_MEGAHIT_TaxVamb.12
k79_5577 flag=1 multi=8.0000 len=1125	ERR011349_MEGAHIT_TaxVamb.12
k79_30189 flag=1 multi=6.8734 len=1027	ERR011349_MEGAHIT_TaxVamb.12
k79_17599 flag=1 multi=11.0000 len=2064	ERR011349_MEGAHIT_TaxVamb.12
k79_22813 flag=1 multi=8.0000 len=1004	ERR011349_MEGAHIT_TaxVamb.12
k79_24997 flag=1 multi=5.0000 len=1017	ERR011349_MEGAHIT_TaxVamb.12
k79_21851 flag=1 multi=10.0000 len=1085	ERR011349_MEGAHIT_TaxVamb.12
k79_33705 flag=1 multi=6.0000 len=2053	ERR011349_MEGAHIT_TaxVamb.12
k79_34194 flag=1 multi=14.0000 len=1663	ERR011349_MEGAHIT_TaxVamb.12
k79_36071 flag=1 multi=4.0000 len=1138	ERR011349_MEGAHIT_TaxVamb.12
k79_15512 flag=1 multi=7.7651 len=1718	ERR011349_MEGAHIT_TaxVamb.12
k79_12600 flag=1 multi=12.0000 len=2932	ERR011349_MEGAHIT_TaxVamb.12
k79_29234 flag=1 multi=5.0000 len=1190	ERR011349_MEGAHIT_TaxVamb.12
k79_24113 flag=1 multi=8.0000 len=1206	ERR011349_MEGAHIT_TaxVamb.12
k79_31323 flag=1 multi=5.0000 len=1242	ERR011349_MEGAHIT_TaxVamb.12
k79_33239 flag=1 multi=8.0000 len=1736	ERR011349_MEGAHIT_TaxVamb.12
k79_10428 flag=1 multi=16.9001 len=2212	ERR011349_MEGAHIT_TaxVamb.12
k79_33037 flag=1 multi=6.0000 len=2411	ERR011349_MEGAHIT_TaxVamb.12
k79_28119 flag=1 multi=17.0000 len=2328	ERR011349_MEGAHIT_TaxVamb.12
k79_16391 flag=1 multi=7.0000 len=2105	ERR011349_MEGAHIT_TaxVamb.12
k79_15285 flag=1 multi=4.0000 len=1234	ERR011349_MEGAHIT_TaxVamb.12
k79_30879 flag=1 multi=10.0000 len=1280	ERR011349_MEGAHIT_TaxVamb.12
k79_2001 flag=1 multi=5.0000 len=1227	ERR011349_MEGAHIT_TaxVamb.12
k79_8005 flag=1 multi=14.0000 len=1008	ERR011349_MEGAHIT_TaxVamb.12
k79_18137 flag=1 multi=17.0000 len=2115	ERR011349_MEGAHIT_TaxVamb.12
k79_20554 flag=1 multi=9.0000 len=1301	ERR011349_MEGAHIT_TaxVamb.12
k79_8255 flag=1 multi=10.0000 len=2354	ERR011349_MEGAHIT_TaxVamb.12
k79_32467 flag=1 multi=9.0000 len=1002	ERR011349_MEGAHIT_TaxVamb.12
k79_9791 flag=1 multi=6.0000 len=1394	ERR011349_MEGAHIT_TaxVamb.12
k79_19331 flag=1 multi=8.0000 len=2949	ERR011349_MEGAHIT_TaxVamb.12
k79_28725 flag=1 multi=18.0000 len=2080	ERR011349_MEGAHIT_TaxVamb.12
k79_19702 flag=1 multi=6.0000 len=2289	ERR011349_MEGAHIT_TaxVamb.12
k79_31380 flag=1 multi=5.0000 len=1789	ERR011349_MEGAHIT_TaxVamb.12
k79_29112 flag=1 multi=15.0000 len=1724	ERR011349_MEGAHIT_TaxVamb.12
k79_29534 flag=1 multi=14.0000 len=3919	ERR011349_MEGAHIT_TaxVamb.12
k79_45 flag=1 multi=14.0000 len=1512	ERR011349_MEGAHIT_TaxVamb.12
k79_6396 flag=1 multi=5.0000 len=1329	ERR011349_MEGAHIT_TaxVamb.12
k79_26828 flag=1 multi=10.0000 len=1082	ERR011349_MEGAHIT_TaxVamb.12
k79_5615 flag=1 multi=6.0000 len=1425	ERR011349_MEGAHIT_TaxVamb.12
k79_6412 flag=1 multi=15.0000 len=2605	ERR011349_MEGAHIT_TaxVamb.12
k79_10287 flag=1 multi=12.0000 len=1233	ERR011349_MEGAHIT_TaxVamb.12
k79_26675 flag=1 multi=9.0000 len=3557	ERR011349_MEGAHIT_TaxVamb.12
k79_4130 flag=1 multi=9.0000 len=1753	ERR011349_MEGAHIT_TaxVamb.12
k79_14274 flag=1 multi=6.0000 len=1807	ERR011349_MEGAHIT_TaxVamb.12
k79_29259 flag=0 multi=15.7085 len=1108	ERR011349_MEGAHIT_TaxVamb.12
k79_20124 flag=1 multi=4.0000 len=1274	ERR011349_MEGAHIT_TaxVamb.12
k79_32091 flag=1 multi=7.0000 len=1528	ERR011349_MEGAHIT_TaxVamb.12
k79_8596 flag=1 multi=6.0000 len=1498	ERR011349_MEGAHIT_TaxVamb.12
k79_521 flag=1 multi=5.0000 len=1281	ERR011349_MEGAHIT_TaxVamb.12
k79_992 flag=1 multi=5.0000 len=1195	ERR011349_MEGAHIT_TaxVamb.12
k79_7829 flag=1 multi=11.0000 len=2445	ERR011349_MEGAHIT_TaxVamb.12
k79_22360 flag=1 multi=11.0000 len=1309	ERR011349_MEGAHIT_TaxVamb.12
k79_36710 flag=1 multi=6.0000 len=1333	ERR011349_MEGAHIT_TaxVamb.12
k79_24341 flag=1 multi=10.0000 len=1823	ERR011349_MEGAHIT_TaxVamb.12
k79_32003 flag=1 multi=4.0000 len=1055	ERR011349_MEGAHIT_TaxVamb.12
k79_24532 flag=1 multi=4.0000 len=1122	ERR011349_MEGAHIT_TaxVamb.12
k79_1097 flag=1 multi=4.0000 len=1647	ERR011349_MEGAHIT_TaxVamb.12
k79_8633 flag=1 multi=4.0000 len=1845	ERR011349_MEGAHIT_TaxVamb.12
k79_31245 flag=1 multi=4.0000 len=1274	ERR011349_MEGAHIT_TaxVamb.12
k79_12891 flag=1 multi=6.0000 len=2285	ERR011349_MEGAHIT_TaxVamb.12
k79_34884 flag=1 multi=4.0000 len=1009	ERR011349_MEGAHIT_TaxVamb.12
k79_27727 flag=1 multi=6.0000 len=1642	ERR011349_MEGAHIT_TaxVamb.12
k79_7417 flag=1 multi=13.0000 len=1680	ERR011349_MEGAHIT_TaxVamb.12
k79_6259 flag=1 multi=4.0000 len=1124	ERR011349_MEGAHIT_TaxVamb.12
k79_24859 flag=1 multi=5.0000 len=1200	ERR011349_MEGAHIT_TaxVamb.12
k79_25170 flag=1 multi=4.0000 len=1004	ERR011349_MEGAHIT_TaxVamb.12
k79_19173 flag=1 multi=11.0000 len=1639	ERR011349_MEGAHIT_TaxVamb.12
k79_23173 flag=1 multi=10.0000 len=2396	ERR011349_MEGAHIT_TaxVamb.12
k79_15071 flag=1 multi=6.0000 len=1267	ERR011349_MEGAHIT_TaxVamb.12
k79_34168 flag=1 multi=5.0000 len=1317	ERR011349_MEGAHIT_TaxVamb.12
k79_30039 flag=1 multi=10.0000 len=8487	ERR011349_MEGAHIT_TaxVamb.12
k79_30070 flag=1 multi=3.0000 len=1196	ERR011349_MEGAHIT_TaxVamb.12
k79_19011 flag=1 multi=17.0000 len=1669	ERR011349_MEGAHIT_TaxVamb.12
k79_14968 flag=1 multi=18.0000 len=1301	ERR011349_MEGAHIT_TaxVamb.12
k79_28317 flag=1 multi=8.0000 len=1563	ERR011349_MEGAHIT_TaxVamb.12
k79_15018 flag=1 multi=7.0000 len=1395	ERR011349_MEGAHIT_TaxVamb.12
k79_23995 flag=1 multi=9.0000 len=1834	ERR011349_MEGAHIT_TaxVamb.12
k79_29790 flag=1 multi=4.0000 len=1021	ERR011349_MEGAHIT_TaxVamb.12
k79_14558 flag=1 multi=14.0000 len=1484	ERR011349_MEGAHIT_TaxVamb.12
k79_21442 flag=1 multi=10.0000 len=1205	ERR011349_MEGAHIT_TaxVamb.12
k79_34854 flag=1 multi=4.0000 len=2130	ERR011349_MEGAHIT_TaxVamb.12
k79_14020 flag=1 multi=14.0000 len=10850	ERR011349_MEGAHIT_TaxVamb.12
k79_6191 flag=1 multi=3.0000 len=1406	ERR011349_MEGAHIT_TaxVamb.12
k79_15487 flag=1 multi=6.0000 len=1120	ERR011349_MEGAHIT_TaxVamb.12
k79_24972 flag=1 multi=6.0000 len=1083	ERR011349_MEGAHIT_TaxVamb.12
k79_28812 flag=1 multi=7.0000 len=1268	ERR011349_MEGAHIT_TaxVamb.12
k79_23920 flag=1 multi=6.0000 len=1347	ERR011349_MEGAHIT_TaxVamb.12
k79_34483 flag=1 multi=8.0000 len=1552	ERR011349_MEGAHIT_TaxVamb.12
k79_8064 flag=1 multi=5.0000 len=1062	ERR011349_MEGAHIT_TaxVamb.12
k79_902 flag=1 multi=4.0000 len=1166	ERR011349_MEGAHIT_TaxVamb.12
k79_28776 flag=1 multi=18.8436 len=1575	ERR011349_MEGAHIT_TaxVamb.12
k79_7755 flag=1 multi=6.0000 len=1060	ERR011349_MEGAHIT_TaxVamb.12
k79_16224 flag=1 multi=7.4680 len=1517	ERR011349_MEGAHIT_TaxVamb.12
k79_27944 flag=1 multi=5.0000 len=1220	ERR011349_MEGAHIT_TaxVamb.12
k79_5231 flag=1 multi=10.0000 len=1029	ERR011349_MEGAHIT_TaxVamb.12
k79_11946 flag=1 multi=24.0000 len=1042	ERR011349_MEGAHIT_TaxVamb.12
k79_3745 flag=1 multi=3.0000 len=1244	ERR011349_MEGAHIT_TaxVamb.12
k79_4641 flag=1 multi=5.0000 len=1845	ERR011349_MEGAHIT_TaxVamb.12
k79_17190 flag=1 multi=3.0000 len=1613	ERR011349_MEGAHIT_TaxVamb.12
k79_8630 flag=1 multi=12.0000 len=2153	ERR011349_MEGAHIT_TaxVamb.12
k79_27333 flag=1 multi=7.0000 len=1036	ERR011349_MEGAHIT_TaxVamb.12
k79_11657 flag=1 multi=4.0000 len=1019	ERR011349_MEGAHIT_TaxVamb.12
k79_23436 flag=1 multi=10.0000 len=2241	ERR011349_MEGAHIT_TaxVamb.12
k79_26401 flag=1 multi=34.0000 len=2453	ERR011349_MEGAHIT_TaxVamb.12
k79_4035 flag=1 multi=7.0000 len=1570	ERR011349_MEGAHIT_TaxVamb.12
k79_34902 flag=1 multi=5.0000 len=1284	ERR011349_MEGAHIT_TaxVamb.12
k79_11517 flag=1 multi=33.0000 len=2204	ERR011349_MEGAHIT_TaxVamb.12
k79_20500 flag=1 multi=5.0000 len=1032	ERR011349_MEGAHIT_TaxVamb.12
k79_6084 flag=1 multi=4.0000 len=1241	ERR011349_MEGAHIT_TaxVamb.12
k79_27240 flag=1 multi=9.0000 len=2023	ERR011349_MEGAHIT_TaxVamb.12
k79_35370 flag=1 multi=2.0000 len=1119	ERR011349_MEGAHIT_TaxVamb.12
k79_33892 flag=1 multi=5.0000 len=1766	ERR011349_MEGAHIT_TaxVamb.12
k79_3982 flag=1 multi=6.0000 len=1065	ERR011349_MEGAHIT_TaxVamb.12
k79_21908 flag=1 multi=4.0000 len=1737	ERR011349_MEGAHIT_TaxVamb.12
k79_17613 flag=1 multi=4.0000 len=1132	ERR011349_MEGAHIT_TaxVamb.12
k79_3763 flag=1 multi=6.3647 len=1971	ERR011349_MEGAHIT_TaxVamb.12
k79_26483 flag=1 multi=8.0000 len=1655	ERR011349_MEGAHIT_TaxVamb.12
k79_34623 flag=1 multi=16.0000 len=1692	ERR011349_MEGAHIT_TaxVamb.12
k79_13032 flag=1 multi=5.0000 len=1158	ERR011349_MEGAHIT_TaxVamb.12
k79_34453 flag=1 multi=18.0000 len=1129	ERR011349_MEGAHIT_TaxVamb.12
k79_27072 flag=1 multi=20.0000 len=2413	ERR011349_MEGAHIT_TaxVamb.12
k79_20333 flag=1 multi=6.0000 len=1708	ERR011349_MEGAHIT_TaxVamb.12
k79_29754 flag=1 multi=5.0000 len=1121	ERR011349_MEGAHIT_TaxVamb.12
k79_4487 flag=1 multi=10.0000 len=1366	ERR011349_MEGAHIT_TaxVamb.12
k79_11690 flag=1 multi=3.0000 len=1004	ERR011349_MEGAHIT_TaxVamb.12
k79_33962 flag=1 multi=4.0000 len=1141	ERR011349_MEGAHIT_TaxVamb.12
k79_27478 flag=1 multi=16.0000 len=2358	ERR011349_MEGAHIT_TaxVamb.12
k79_17285 flag=1 multi=3.0000 len=1066	ERR011349_MEGAHIT_TaxVamb.12
k79_6242 flag=1 multi=11.0000 len=1032	ERR011349_MEGAHIT_TaxVamb.12
k79_18297 flag=1 multi=6.0000 len=1319	ERR011349_MEGAHIT_TaxVamb.12
k79_24259 flag=1 multi=10.0000 len=1523	ERR011349_MEGAHIT_TaxVamb.12
k79_19426 flag=1 multi=5.0000 len=1300	ERR011349_MEGAHIT_TaxVamb.12
