k79_28844 flag=1 multi=4.0000 len=1696	ERR011348_MEGAHIT_TaxVamb.1000
k79_64891 flag=1 multi=9.0000 len=1169	ERR011348_MEGAHIT_TaxVamb.192
k79_32883 flag=1 multi=2.9849 len=1533	ERR011348_MEGAHIT_TaxVamb.192
k79_27249 flag=0 multi=15.3413 len=1497	ERR011348_MEGAHIT_TaxVamb.192
k79_48188 flag=1 multi=7.0000 len=3555	ERR011348_MEGAHIT_TaxVamb.192
k79_71417 flag=0 multi=10.8887 len=5290	ERR011348_MEGAHIT_TaxVamb.192
k79_66918 flag=1 multi=11.9913 len=5163	ERR011348_MEGAHIT_TaxVamb.192
k79_88948 flag=1 multi=6.3820 len=1571	ERR011348_MEGAHIT_TaxVamb.192
k79_49411 flag=1 multi=6.0000 len=1126	ERR011348_MEGAHIT_TaxVamb.192
k79_57527 flag=1 multi=3.8110 len=1497	ERR011348_MEGAHIT_TaxVamb.192
k79_29751 flag=1 multi=5.0000 len=1235	ERR011348_MEGAHIT_TaxVamb.192
k79_15801 flag=1 multi=4.2592 len=1383	ERR011348_MEGAHIT_TaxVamb.192
k79_41518 flag=1 multi=6.0000 len=2024	ERR011348_MEGAHIT_TaxVamb.192
k79_55707 flag=0 multi=3.9453 len=1230	ERR011348_MEGAHIT_TaxVamb.192
k79_14572 flag=1 multi=6.0000 len=2800	ERR011348_MEGAHIT_TaxVamb.192
k79_90223 flag=1 multi=5.0000 len=1356	ERR011348_MEGAHIT_TaxVamb.192
k79_47291 flag=1 multi=6.0000 len=3579	ERR011348_MEGAHIT_TaxVamb.192
k79_71438 flag=1 multi=6.0000 len=1800	ERR011348_MEGAHIT_TaxVamb.192
k79_13624 flag=1 multi=8.0000 len=2833	ERR011348_MEGAHIT_TaxVamb.192
k79_81119 flag=1 multi=4.0000 len=1124	ERR011348_MEGAHIT_TaxVamb.192
k79_59855 flag=1 multi=3.5868 len=1398	ERR011348_MEGAHIT_TaxVamb.192
k79_60004 flag=1 multi=5.0000 len=1719	ERR011348_MEGAHIT_TaxVamb.192
k79_13625 flag=1 multi=5.0000 len=1118	ERR011348_MEGAHIT_TaxVamb.192
k79_81696 flag=1 multi=7.0000 len=1109	ERR011348_MEGAHIT_TaxVamb.192
k79_19580 flag=0 multi=9.5080 len=1457	ERR011348_MEGAHIT_TaxVamb.192
k79_50868 flag=1 multi=4.0000 len=1164	ERR011348_MEGAHIT_TaxVamb.192
k79_22093 flag=1 multi=2.2231 len=1307	ERR011348_MEGAHIT_TaxVamb.192
k79_41779 flag=1 multi=8.0000 len=1246	ERR011348_MEGAHIT_TaxVamb.192
k79_94831 flag=1 multi=7.0000 len=3520	ERR011348_MEGAHIT_TaxVamb.192
k79_90959 flag=1 multi=6.0000 len=4514	ERR011348_MEGAHIT_TaxVamb.192
k79_22751 flag=0 multi=5.7502 len=1324	ERR011348_MEGAHIT_TaxVamb.192
k79_29287 flag=0 multi=3.9301 len=1796	ERR011348_MEGAHIT_TaxVamb.192
k79_69677 flag=1 multi=6.0000 len=1199	ERR011348_MEGAHIT_TaxVamb.192
k79_20218 flag=1 multi=5.0000 len=1233	ERR011348_MEGAHIT_TaxVamb.192
k79_61421 flag=0 multi=6.9636 len=3378	ERR011348_MEGAHIT_TaxVamb.192
k79_55389 flag=1 multi=7.0000 len=1478	ERR011348_MEGAHIT_TaxVamb.192
k79_74517 flag=1 multi=3.0000 len=1192	ERR011348_MEGAHIT_TaxVamb.192
k79_62053 flag=0 multi=9.5144 len=1471	ERR011348_MEGAHIT_TaxVamb.192
k79_55309 flag=0 multi=9.6520 len=1352	ERR011348_MEGAHIT_TaxVamb.192
k79_90429 flag=0 multi=17.0000 len=9923	ERR011348_MEGAHIT_TaxVamb.192
k79_3551 flag=0 multi=4.9214 len=1097	ERR011348_MEGAHIT_TaxVamb.192
k79_56351 flag=1 multi=8.0000 len=3246	ERR011348_MEGAHIT_TaxVamb.192
k79_46926 flag=1 multi=7.0000 len=1063	ERR011348_MEGAHIT_TaxVamb.192
k79_48501 flag=1 multi=9.0000 len=2277	ERR011348_MEGAHIT_TaxVamb.192
k79_65528 flag=1 multi=8.4853 len=2319	ERR011348_MEGAHIT_TaxVamb.192
k79_65504 flag=1 multi=5.8827 len=2944	ERR011348_MEGAHIT_TaxVamb.192
k79_30583 flag=0 multi=4.0000 len=1441	ERR011348_MEGAHIT_TaxVamb.192
k79_32196 flag=1 multi=4.0000 len=1067	ERR011348_MEGAHIT_TaxVamb.192
k79_85668 flag=1 multi=4.0000 len=1420	ERR011348_MEGAHIT_TaxVamb.192
k79_23336 flag=1 multi=5.0000 len=1288	ERR011348_MEGAHIT_TaxVamb.192
k79_50347 flag=1 multi=6.0000 len=1023	ERR011348_MEGAHIT_TaxVamb.192
k79_28054 flag=1 multi=7.0000 len=1421	ERR011348_MEGAHIT_TaxVamb.192
k79_42002 flag=1 multi=9.0000 len=2053	ERR011348_MEGAHIT_TaxVamb.192
k79_37195 flag=1 multi=5.0000 len=3922	ERR011348_MEGAHIT_TaxVamb.192
k79_66496 flag=0 multi=9.0000 len=1051	ERR011348_MEGAHIT_TaxVamb.192
k79_13675 flag=0 multi=43.4221 len=2185	ERR011348_MEGAHIT_TaxVamb.192
k79_81452 flag=1 multi=7.0000 len=1936	ERR011348_MEGAHIT_TaxVamb.192
k79_45366 flag=1 multi=4.0000 len=1068	ERR011348_MEGAHIT_TaxVamb.192
k79_92107 flag=1 multi=4.0000 len=2874	ERR011348_MEGAHIT_TaxVamb.192
k79_17818 flag=1 multi=6.0000 len=4396	ERR011348_MEGAHIT_TaxVamb.192
k79_455 flag=1 multi=4.0000 len=1537	ERR011348_MEGAHIT_TaxVamb.192
k79_51290 flag=0 multi=12.4806 len=2320	ERR011348_MEGAHIT_TaxVamb.192
k79_81413 flag=1 multi=5.0000 len=2469	ERR011348_MEGAHIT_TaxVamb.192
k79_28788 flag=1 multi=2.8344 len=1432	ERR011348_MEGAHIT_TaxVamb.192
k79_23587 flag=1 multi=6.0000 len=1704	ERR011348_MEGAHIT_TaxVamb.192
k79_336 flag=0 multi=9.3949 len=3766	ERR011348_MEGAHIT_TaxVamb.192
k79_46212 flag=0 multi=5.4315 len=1328	ERR011348_MEGAHIT_TaxVamb.192
k79_57217 flag=0 multi=7.9748 len=5643	ERR011348_MEGAHIT_TaxVamb.192
k79_89259 flag=0 multi=7.9416 len=2477	ERR011348_MEGAHIT_TaxVamb.192
k79_71929 flag=1 multi=6.0000 len=1915	ERR011348_MEGAHIT_TaxVamb.192
k79_23820 flag=1 multi=7.0000 len=1297	ERR011348_MEGAHIT_TaxVamb.192
k79_68064 flag=1 multi=7.0000 len=4199	ERR011348_MEGAHIT_TaxVamb.192
k79_74069 flag=1 multi=6.0000 len=1232	ERR011348_MEGAHIT_TaxVamb.192
k79_85192 flag=0 multi=20.2843 len=3202	ERR011348_MEGAHIT_TaxVamb.192
k79_23456 flag=1 multi=6.7953 len=5354	ERR011348_MEGAHIT_TaxVamb.192
k79_74590 flag=0 multi=10.9034 len=2460	ERR011348_MEGAHIT_TaxVamb.192
k79_15120 flag=1 multi=6.0000 len=1924	ERR011348_MEGAHIT_TaxVamb.192
k79_36183 flag=1 multi=4.0000 len=1212	ERR011348_MEGAHIT_TaxVamb.192
k79_83323 flag=1 multi=8.0000 len=1568	ERR011348_MEGAHIT_TaxVamb.192
k79_44439 flag=1 multi=4.0000 len=1020	ERR011348_MEGAHIT_TaxVamb.192
k79_84856 flag=1 multi=16.9055 len=4491	ERR011348_MEGAHIT_TaxVamb.192
k79_47720 flag=1 multi=6.0000 len=2661	ERR011348_MEGAHIT_TaxVamb.192
k79_43511 flag=1 multi=4.0000 len=1452	ERR011348_MEGAHIT_TaxVamb.192
k79_16402 flag=1 multi=5.0000 len=1417	ERR011348_MEGAHIT_TaxVamb.192
k79_74241 flag=0 multi=6.9039 len=1328	ERR011348_MEGAHIT_TaxVamb.192
k79_7980 flag=0 multi=14.9157 len=3400	ERR011348_MEGAHIT_TaxVamb.192
k79_44700 flag=1 multi=7.0000 len=1000	ERR011348_MEGAHIT_TaxVamb.192
k79_84507 flag=1 multi=5.0000 len=1053	ERR011348_MEGAHIT_TaxVamb.192
k79_12156 flag=1 multi=7.0000 len=5137	ERR011348_MEGAHIT_TaxVamb.192
k79_80946 flag=1 multi=6.0000 len=2537	ERR011348_MEGAHIT_TaxVamb.192
k79_7956 flag=0 multi=13.1992 len=4357	ERR011348_MEGAHIT_TaxVamb.192
k79_43328 flag=1 multi=8.0000 len=1037	ERR011348_MEGAHIT_TaxVamb.192
k79_5485 flag=1 multi=4.0000 len=1914	ERR011348_MEGAHIT_TaxVamb.192
k79_38977 flag=1 multi=4.5147 len=1507	ERR011348_MEGAHIT_TaxVamb.192
k79_57891 flag=1 multi=6.0000 len=1306	ERR011348_MEGAHIT_TaxVamb.192
k79_63625 flag=1 multi=3.2788 len=1015	ERR011348_MEGAHIT_TaxVamb.192
k79_19867 flag=0 multi=5.4195 len=1483	ERR011348_MEGAHIT_TaxVamb.192
k79_55572 flag=0 multi=18.0393 len=1655	ERR011348_MEGAHIT_TaxVamb.192
k79_74826 flag=1 multi=4.0000 len=1414	ERR011348_MEGAHIT_TaxVamb.192
k79_64410 flag=1 multi=6.0000 len=1742	ERR011348_MEGAHIT_TaxVamb.192
k79_11809 flag=1 multi=9.0000 len=1281	ERR011348_MEGAHIT_TaxVamb.192
k79_14534 flag=1 multi=4.0000 len=1005	ERR011348_MEGAHIT_TaxVamb.192
k79_80268 flag=1 multi=3.0000 len=1038	ERR011348_MEGAHIT_TaxVamb.192
k79_21552 flag=1 multi=4.0000 len=1061	ERR011348_MEGAHIT_TaxVamb.192
k79_2509 flag=1 multi=5.0000 len=3817	ERR011348_MEGAHIT_TaxVamb.192
k79_43422 flag=1 multi=6.0000 len=1399	ERR011348_MEGAHIT_TaxVamb.192
k79_45903 flag=1 multi=8.0000 len=4288	ERR011348_MEGAHIT_TaxVamb.192
k79_18597 flag=0 multi=10.9460 len=3785	ERR011348_MEGAHIT_TaxVamb.192
k79_12124 flag=1 multi=12.0000 len=1234	ERR011348_MEGAHIT_TaxVamb.192
k79_63111 flag=0 multi=6.9336 len=1179	ERR011348_MEGAHIT_TaxVamb.192
k79_14993 flag=0 multi=6.7404 len=1219	ERR011348_MEGAHIT_TaxVamb.192
k79_51373 flag=1 multi=5.9803 len=4141	ERR011348_MEGAHIT_TaxVamb.192
k79_73536 flag=1 multi=5.0000 len=1217	ERR011348_MEGAHIT_TaxVamb.192
k79_49829 flag=1 multi=6.7944 len=9077	ERR011348_MEGAHIT_TaxVamb.192
k79_72388 flag=1 multi=10.0000 len=8347	ERR011348_MEGAHIT_TaxVamb.192
k79_4530 flag=1 multi=5.9927 len=4188	ERR011348_MEGAHIT_TaxVamb.192
k79_86056 flag=1 multi=4.0000 len=1336	ERR011348_MEGAHIT_TaxVamb.192
k79_95606 flag=1 multi=3.0000 len=1414	ERR011348_MEGAHIT_TaxVamb.192
k79_78072 flag=1 multi=4.0000 len=4103	ERR011348_MEGAHIT_TaxVamb.192
k79_3004 flag=1 multi=5.0000 len=1971	ERR011348_MEGAHIT_TaxVamb.192
k79_68161 flag=0 multi=10.9024 len=2129	ERR011348_MEGAHIT_TaxVamb.192
k79_15438 flag=1 multi=8.0000 len=1009	ERR011348_MEGAHIT_TaxVamb.192
k79_11066 flag=1 multi=26.8608 len=1200	ERR011348_MEGAHIT_TaxVamb.192
k79_74959 flag=0 multi=15.0000 len=1350	ERR011348_MEGAHIT_TaxVamb.192
k79_31038 flag=0 multi=5.9821 len=2032	ERR011348_MEGAHIT_TaxVamb.192
k79_12413 flag=1 multi=11.0000 len=12008	ERR011348_MEGAHIT_TaxVamb.192
k79_52678 flag=1 multi=5.0000 len=4883	ERR011348_MEGAHIT_TaxVamb.192
k79_8161 flag=1 multi=5.0000 len=1589	ERR011348_MEGAHIT_TaxVamb.192
k79_36681 flag=1 multi=9.0000 len=1812	ERR011348_MEGAHIT_TaxVamb.192
k79_51796 flag=1 multi=6.0000 len=1903	ERR011348_MEGAHIT_TaxVamb.192
k79_95886 flag=1 multi=7.0000 len=1459	ERR011348_MEGAHIT_TaxVamb.192
k79_31541 flag=1 multi=6.0000 len=1110	ERR011348_MEGAHIT_TaxVamb.192
k79_70993 flag=0 multi=20.6863 len=2234	ERR011348_MEGAHIT_TaxVamb.192
k79_80273 flag=0 multi=3.6180 len=1642	ERR011348_MEGAHIT_TaxVamb.192
k79_3653 flag=1 multi=7.0000 len=1774	ERR011348_MEGAHIT_TaxVamb.192
k79_84928 flag=1 multi=4.2080 len=2291	ERR011348_MEGAHIT_TaxVamb.192
k79_84256 flag=1 multi=2.9763 len=1770	ERR011348_MEGAHIT_TaxVamb.192
k79_1608 flag=1 multi=7.0000 len=1214	ERR011348_MEGAHIT_TaxVamb.192
k79_62562 flag=1 multi=5.0000 len=3596	ERR011348_MEGAHIT_TaxVamb.192
k79_17193 flag=1 multi=4.0617 len=1295	ERR011348_MEGAHIT_TaxVamb.192
k79_95794 flag=0 multi=19.5896 len=1234	ERR011348_MEGAHIT_TaxVamb.192
k79_54328 flag=1 multi=3.2080 len=2156	ERR011348_MEGAHIT_TaxVamb.192
k79_14052 flag=0 multi=4.6708 len=1282	ERR011348_MEGAHIT_TaxVamb.192
k79_65946 flag=1 multi=5.0000 len=2634	ERR011348_MEGAHIT_TaxVamb.192
k79_20950 flag=0 multi=4.9542 len=1825	ERR011348_MEGAHIT_TaxVamb.192
k79_58908 flag=1 multi=5.7486 len=2784	ERR011348_MEGAHIT_TaxVamb.192
k79_12144 flag=1 multi=6.0000 len=1547	ERR011348_MEGAHIT_TaxVamb.192
k79_35673 flag=0 multi=13.9811 len=4199	ERR011348_MEGAHIT_TaxVamb.192
k79_63149 flag=1 multi=4.0000 len=1787	ERR011348_MEGAHIT_TaxVamb.192
k79_15376 flag=1 multi=3.8305 len=1070	ERR011348_MEGAHIT_TaxVamb.192
k79_5709 flag=0 multi=3.7970 len=1148	ERR011348_MEGAHIT_TaxVamb.192
k79_10650 flag=1 multi=6.4815 len=1271	ERR011348_MEGAHIT_TaxVamb.192
k79_28673 flag=0 multi=6.9148 len=1053	ERR011348_MEGAHIT_TaxVamb.192
k79_32121 flag=1 multi=5.0415 len=1333	ERR011348_MEGAHIT_TaxVamb.192
k79_14942 flag=0 multi=7.3570 len=3160	ERR011348_MEGAHIT_TaxVamb.192
k79_38706 flag=1 multi=5.9958 len=1281	ERR011348_MEGAHIT_TaxVamb.192
k79_29671 flag=1 multi=5.1613 len=1350	ERR011348_MEGAHIT_TaxVamb.192
k79_45529 flag=1 multi=10.0000 len=7601	ERR011348_MEGAHIT_TaxVamb.192
k79_37143 flag=1 multi=7.0000 len=1510	ERR011348_MEGAHIT_TaxVamb.192
k79_66315 flag=1 multi=6.0000 len=1458	ERR011348_MEGAHIT_TaxVamb.192
k79_24264 flag=0 multi=3.9409 len=1094	ERR011348_MEGAHIT_TaxVamb.192
k79_52188 flag=1 multi=3.0000 len=1051	ERR011348_MEGAHIT_TaxVamb.192
k79_23399 flag=1 multi=7.0000 len=1879	ERR011348_MEGAHIT_TaxVamb.192
k79_37283 flag=1 multi=5.0000 len=1847	ERR011348_MEGAHIT_TaxVamb.192
k79_90027 flag=1 multi=5.0000 len=1061	ERR011348_MEGAHIT_TaxVamb.192
k79_56224 flag=1 multi=4.0000 len=1322	ERR011348_MEGAHIT_TaxVamb.192
k79_30744 flag=1 multi=4.6513 len=1315	ERR011348_MEGAHIT_TaxVamb.192
k79_91032 flag=1 multi=5.0000 len=1073	ERR011348_MEGAHIT_TaxVamb.192
k79_39180 flag=1 multi=6.0000 len=6141	ERR011348_MEGAHIT_TaxVamb.192
k79_40591 flag=1 multi=5.5814 len=1560	ERR011348_MEGAHIT_TaxVamb.192
k79_35457 flag=1 multi=5.0000 len=1225	ERR011348_MEGAHIT_TaxVamb.192
k79_1928 flag=1 multi=7.5625 len=2264	ERR011348_MEGAHIT_TaxVamb.192
k79_84615 flag=1 multi=4.0000 len=1198	ERR011348_MEGAHIT_TaxVamb.192
k79_30898 flag=1 multi=5.9911 len=1207	ERR011348_MEGAHIT_TaxVamb.192
k79_10954 flag=1 multi=4.8434 len=1401	ERR011348_MEGAHIT_TaxVamb.192
k79_27752 flag=0 multi=4.6431 len=1351	ERR011348_MEGAHIT_TaxVamb.192
k79_59367 flag=1 multi=5.0000 len=1752	ERR011348_MEGAHIT_TaxVamb.192
k79_36525 flag=1 multi=13.0000 len=10853	ERR011348_MEGAHIT_TaxVamb.192
k79_40955 flag=1 multi=4.3011 len=1218	ERR011348_MEGAHIT_TaxVamb.192
k79_18562 flag=0 multi=6.3460 len=1426	ERR011348_MEGAHIT_TaxVamb.192
k79_70971 flag=0 multi=8.8605 len=5641	ERR011348_MEGAHIT_TaxVamb.192
k79_23894 flag=1 multi=3.8235 len=1654	ERR011348_MEGAHIT_TaxVamb.192
k79_5057 flag=1 multi=10.7910 len=5351	ERR011348_MEGAHIT_TaxVamb.192
k79_18260 flag=0 multi=3.6784 len=3111	ERR011348_MEGAHIT_TaxVamb.192
k79_79871 flag=0 multi=21.7681 len=1088	ERR011348_MEGAHIT_TaxVamb.192
k79_62242 flag=1 multi=3.0000 len=1062	ERR011348_MEGAHIT_TaxVamb.192
k79_92744 flag=1 multi=6.0000 len=1146	ERR011348_MEGAHIT_TaxVamb.192
k79_50001 flag=1 multi=3.0000 len=1154	ERR011348_MEGAHIT_TaxVamb.192
k79_85460 flag=1 multi=6.0000 len=2145	ERR011348_MEGAHIT_TaxVamb.192
k79_60955 flag=1 multi=6.0000 len=1167	ERR011348_MEGAHIT_TaxVamb.192
k79_44601 flag=1 multi=8.0000 len=3425	ERR011348_MEGAHIT_TaxVamb.192
k79_66853 flag=0 multi=17.9336 len=5197	ERR011348_MEGAHIT_TaxVamb.192
k79_10720 flag=0 multi=4.0000 len=1871	ERR011348_MEGAHIT_TaxVamb.192
k79_41081 flag=1 multi=4.0000 len=2082	ERR011348_MEGAHIT_TaxVamb.192
k79_20683 flag=0 multi=7.6391 len=2290	ERR011348_MEGAHIT_TaxVamb.192
k79_6130 flag=0 multi=10.0252 len=1307	ERR011348_MEGAHIT_TaxVamb.192
k79_54092 flag=1 multi=6.0000 len=1436	ERR011348_MEGAHIT_TaxVamb.192
k79_14431 flag=1 multi=9.0000 len=1130	ERR011348_MEGAHIT_TaxVamb.192
k79_72792 flag=0 multi=4.8717 len=1326	ERR011348_MEGAHIT_TaxVamb.192
k79_53030 flag=0 multi=7.9394 len=2391	ERR011348_MEGAHIT_TaxVamb.192
k79_52700 flag=0 multi=3.9593 len=1554	ERR011348_MEGAHIT_TaxVamb.192
k79_70920 flag=1 multi=7.7797 len=3052	ERR011348_MEGAHIT_TaxVamb.192
k79_40653 flag=0 multi=3.9712 len=2165	ERR011348_MEGAHIT_TaxVamb.192
k79_87314 flag=1 multi=6.0000 len=1032	ERR011348_MEGAHIT_TaxVamb.192
k79_24986 flag=1 multi=5.0000 len=2030	ERR011348_MEGAHIT_TaxVamb.192
k79_72885 flag=1 multi=5.0000 len=1192	ERR011348_MEGAHIT_TaxVamb.192
k79_90224 flag=0 multi=10.0000 len=1161	ERR011348_MEGAHIT_TaxVamb.192
k79_71874 flag=1 multi=11.0000 len=2975	ERR011348_MEGAHIT_TaxVamb.192
k79_75172 flag=1 multi=5.0000 len=1025	ERR011348_MEGAHIT_TaxVamb.192
k79_38127 flag=1 multi=6.0000 len=2776	ERR011348_MEGAHIT_TaxVamb.192
k79_21458 flag=0 multi=9.3320 len=1049	ERR011348_MEGAHIT_TaxVamb.192
k79_374 flag=1 multi=5.0000 len=1433	ERR011348_MEGAHIT_TaxVamb.192
k79_47517 flag=1 multi=3.0000 len=1001	ERR011348_MEGAHIT_TaxVamb.192
k79_67059 flag=1 multi=9.0000 len=2337	ERR011348_MEGAHIT_TaxVamb.192
k79_6518 flag=1 multi=5.0000 len=1497	ERR011348_MEGAHIT_TaxVamb.192
k79_32593 flag=1 multi=7.0000 len=1445	ERR011348_MEGAHIT_TaxVamb.192
k79_13925 flag=1 multi=6.4043 len=1348	ERR011348_MEGAHIT_TaxVamb.192
k79_72750 flag=1 multi=6.0000 len=2367	ERR011348_MEGAHIT_TaxVamb.192
k79_57072 flag=1 multi=7.4757 len=1435	ERR011348_MEGAHIT_TaxVamb.192
k79_24027 flag=0 multi=7.6043 len=2240	ERR011348_MEGAHIT_TaxVamb.192
k79_12961 flag=1 multi=9.0000 len=1774	ERR011348_MEGAHIT_TaxVamb.192
k79_72558 flag=1 multi=5.0000 len=1269	ERR011348_MEGAHIT_TaxVamb.192
k79_38999 flag=1 multi=4.0000 len=1126	ERR011348_MEGAHIT_TaxVamb.192
k79_87924 flag=0 multi=7.8268 len=4536	ERR011348_MEGAHIT_TaxVamb.192
k79_71428 flag=1 multi=13.0000 len=13168	ERR011348_MEGAHIT_TaxVamb.192
k79_11666 flag=1 multi=5.0000 len=1069	ERR011348_MEGAHIT_TaxVamb.192
k79_65896 flag=1 multi=10.0000 len=1172	ERR011348_MEGAHIT_TaxVamb.192
k79_79858 flag=1 multi=3.2475 len=1093	ERR011348_MEGAHIT_TaxVamb.192
k79_11359 flag=0 multi=3.9070 len=1100	ERR011348_MEGAHIT_TaxVamb.192
k79_25688 flag=1 multi=6.8796 len=1076	ERR011348_MEGAHIT_TaxVamb.192
k79_31459 flag=1 multi=7.0000 len=1696	ERR011348_MEGAHIT_TaxVamb.192
k79_31319 flag=1 multi=6.0000 len=1564	ERR011348_MEGAHIT_TaxVamb.192
k79_63794 flag=1 multi=6.3605 len=8281	ERR011348_MEGAHIT_TaxVamb.192
k79_1524 flag=0 multi=12.3084 len=1068	ERR011348_MEGAHIT_TaxVamb.192
k79_67158 flag=1 multi=6.5988 len=4065	ERR011348_MEGAHIT_TaxVamb.192
k79_8329 flag=0 multi=2.9285 len=1198	ERR011348_MEGAHIT_TaxVamb.192
k79_50923 flag=1 multi=6.0000 len=2784	ERR011348_MEGAHIT_TaxVamb.192
k79_55773 flag=1 multi=5.0000 len=2062	ERR011348_MEGAHIT_TaxVamb.192
k79_47612 flag=1 multi=4.0000 len=1012	ERR011348_MEGAHIT_TaxVamb.192
k79_45224 flag=1 multi=7.0000 len=1371	ERR011348_MEGAHIT_TaxVamb.192
k79_6363 flag=1 multi=5.0000 len=1218	ERR011348_MEGAHIT_TaxVamb.192
k79_51437 flag=1 multi=4.7628 len=4522	ERR011348_MEGAHIT_TaxVamb.192
k79_67258 flag=0 multi=8.8427 len=1096	ERR011348_MEGAHIT_TaxVamb.192
k79_23603 flag=1 multi=7.0000 len=1203	ERR011348_MEGAHIT_TaxVamb.192
k79_11240 flag=1 multi=5.0000 len=1669	ERR011348_MEGAHIT_TaxVamb.192
k79_34040 flag=1 multi=4.0000 len=1578	ERR011348_MEGAHIT_TaxVamb.192
k79_62584 flag=0 multi=10.5018 len=2829	ERR011348_MEGAHIT_TaxVamb.192
k79_31428 flag=1 multi=6.0000 len=1080	ERR011348_MEGAHIT_TaxVamb.192
k79_14237 flag=1 multi=6.9844 len=1616	ERR011348_MEGAHIT_TaxVamb.192
k79_55556 flag=1 multi=7.0000 len=1395	ERR011348_MEGAHIT_TaxVamb.192
k79_4992 flag=0 multi=8.8357 len=4705	ERR011348_MEGAHIT_TaxVamb.192
k79_44082 flag=0 multi=8.8189 len=3630	ERR011348_MEGAHIT_TaxVamb.192
k79_69368 flag=0 multi=8.9343 len=2514	ERR011348_MEGAHIT_TaxVamb.192
k79_65382 flag=1 multi=18.0000 len=6319	ERR011348_MEGAHIT_TaxVamb.192
k79_62079 flag=1 multi=5.0000 len=2512	ERR011348_MEGAHIT_TaxVamb.192
k79_74402 flag=1 multi=5.0000 len=1191	ERR011348_MEGAHIT_TaxVamb.192
k79_59316 flag=1 multi=6.0000 len=1791	ERR011348_MEGAHIT_TaxVamb.192
k79_5394 flag=1 multi=6.0000 len=8887	ERR011348_MEGAHIT_TaxVamb.193
k79_26056 flag=1 multi=7.0000 len=2676	ERR011348_MEGAHIT_TaxVamb.193
k79_61285 flag=1 multi=5.0000 len=4840	ERR011348_MEGAHIT_TaxVamb.193
k79_29189 flag=1 multi=7.0000 len=7698	ERR011348_MEGAHIT_TaxVamb.193
k79_43490 flag=1 multi=7.0000 len=13830	ERR011348_MEGAHIT_TaxVamb.193
k79_17322 flag=1 multi=9.0000 len=3436	ERR011348_MEGAHIT_TaxVamb.193
k79_14191 flag=0 multi=10.0000 len=2070	ERR011348_MEGAHIT_TaxVamb.194
k79_50156 flag=0 multi=18.0000 len=3047	ERR011348_MEGAHIT_TaxVamb.194
k79_37561 flag=0 multi=9.7385 len=2148	ERR011348_MEGAHIT_TaxVamb.194
k79_12189 flag=0 multi=15.7336 len=1205	ERR011348_MEGAHIT_TaxVamb.194
k79_27448 flag=0 multi=12.2409 len=1611	ERR011348_MEGAHIT_TaxVamb.194
k79_51200 flag=0 multi=17.9502 len=13739	ERR011348_MEGAHIT_TaxVamb.194
k79_25755 flag=0 multi=34.5335 len=2291	ERR011348_MEGAHIT_TaxVamb.194
k79_37530 flag=0 multi=29.0000 len=1675	ERR011348_MEGAHIT_TaxVamb.194
k79_12542 flag=0 multi=16.6896 len=1213	ERR011348_MEGAHIT_TaxVamb.194
k79_52247 flag=0 multi=13.5668 len=1277	ERR011348_MEGAHIT_TaxVamb.194
k79_77792 flag=0 multi=11.9240 len=2973	ERR011348_MEGAHIT_TaxVamb.194
k79_3808 flag=0 multi=13.7280 len=1035	ERR011348_MEGAHIT_TaxVamb.194
k79_70650 flag=0 multi=11.5481 len=2323	ERR011348_MEGAHIT_TaxVamb.194
k79_1545 flag=1 multi=4.0000 len=1027	ERR011348_MEGAHIT_TaxVamb.195
k79_34938 flag=1 multi=3.3797 len=1467	ERR011348_MEGAHIT_TaxVamb.195
k79_42828 flag=0 multi=6.1435 len=2992	ERR011348_MEGAHIT_TaxVamb.195
k79_76186 flag=1 multi=5.0000 len=1593	ERR011348_MEGAHIT_TaxVamb.195
k79_51650 flag=1 multi=5.0000 len=4332	ERR011348_MEGAHIT_TaxVamb.195
k79_86987 flag=1 multi=5.0000 len=7104	ERR011348_MEGAHIT_TaxVamb.195
k79_78335 flag=1 multi=4.4371 len=1152	ERR011348_MEGAHIT_TaxVamb.195
k79_29076 flag=1 multi=5.0000 len=1189	ERR011348_MEGAHIT_TaxVamb.195
k79_67077 flag=1 multi=6.0000 len=1997	ERR011348_MEGAHIT_TaxVamb.195
k79_45328 flag=1 multi=6.0000 len=2277	ERR011348_MEGAHIT_TaxVamb.195
k79_18395 flag=1 multi=5.0000 len=2302	ERR011348_MEGAHIT_TaxVamb.195
k79_23617 flag=1 multi=6.0000 len=1132	ERR011348_MEGAHIT_TaxVamb.195
k79_33061 flag=1 multi=4.0000 len=1848	ERR011348_MEGAHIT_TaxVamb.195
k79_11610 flag=1 multi=4.0000 len=2819	ERR011348_MEGAHIT_TaxVamb.195
k79_70569 flag=1 multi=5.0000 len=1302	ERR011348_MEGAHIT_TaxVamb.195
k79_40922 flag=1 multi=3.0000 len=1683	ERR011348_MEGAHIT_TaxVamb.195
k79_24261 flag=0 multi=7.7415 len=6852	ERR011348_MEGAHIT_TaxVamb.195
k79_68243 flag=1 multi=5.0000 len=1324	ERR011348_MEGAHIT_TaxVamb.195
k79_92560 flag=1 multi=4.0000 len=1193	ERR011348_MEGAHIT_TaxVamb.195
k79_8205 flag=1 multi=5.0000 len=1649	ERR011348_MEGAHIT_TaxVamb.195
k79_36153 flag=1 multi=3.5991 len=1164	ERR011348_MEGAHIT_TaxVamb.195
