#Annotated with Bakta v1.11.4, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_63	91314	91415	+	NPHBLG_01129	4.0	6.1		SO:0001217, UniParc:UPI000339B795, UniRef:UniRef100_R6QJ89, UniRef:UniRef50_R6QJ89, UniRef:UniRef90_R6QJ89
contig_65	765	1286	-	NPHBLG_01143	19.8	6.1		SO:0001217, UniParc:UPI00033E4CAE, UniRef:UniRef100_R6RBL4, UniRef:UniRef50_R6RBL4, UniRef:UniRef90_R6RBL4
contig_65	1306	1959	-	NPHBLG_01144	25.0	6.5		SO:0001217, UniParc:UPI00033526A6, UniRef:UniRef100_R6QLV3, UniRef:UniRef50_R6QLV3, UniRef:UniRef90_R6QLV3
contig_65	13308	13913	-	NPHBLG_01157	23.5	4.7	PF10635.14|DisA-linker, PF12826.13|HHH_2	PFAM:PF10635.14, PFAM:PF12826.13
contig_66	3708	4562	+	NPHBLG_01162	32.2	9.4		SO:0001217, UniParc:UPI00033562C0, UniRef:UniRef100_R6RB48, UniRef:UniRef50_R6RB48, UniRef:UniRef90_R6RB48
contig_66	7631	7813	-	NPHBLG_01165	7.2	9.9	PF15738.11|YafQ_toxin	PFAM:PF15738.11
contig_66	8999	9352	+	NPHBLG_01169	13.3	9.6		SO:0001217, UniParc:UPI00033A234A, UniRef:UniRef100_R6Q6K8, UniRef:UniRef50_R6Q6K8, UniRef:UniRef90_R6Q6K8
contig_67	2117	2449	-	NPHBLG_01172	12.5	9.2		SO:0001217, UniParc:UPI00033AB179, UniRef:UniRef100_R6Q523, UniRef:UniRef50_R7MA45, UniRef:UniRef90_R6Q523
contig_68	9426	9515	+	NPHBLG_01209	3.6	10.0		SO:0001217, UniParc:UPI00033EEFF2, UniRef:UniRef100_R6QFH4, UniRef:UniRef50_R6QFH4, UniRef:UniRef90_R6QFH4
contig_68	10985	11170	-	NPHBLG_01213	6.7	10.1		SO:0001217, UniParc:UPI00033E84C5, UniRef:UniRef100_R6RBA1, UniRef:UniRef50_R6RBA1, UniRef:UniRef90_R6RBA1
contig_69	321	440	-	NPHBLG_01226	4.8	6.2		SO:0001217, UniRef:UniRef50_A0A3D1PMY8, UniRef:UniRef90_A0A3D1PMY8
contig_69	611	1249	-	NPHBLG_01227	25.4	9.3	PF00300.27|His_Phos_1	PFAM:PF00300.27
contig_69	3492	4100	-	NPHBLG_01230	23.4	6.9		
contig_69	4122	5090	-	NPHBLG_01231	38.1	5.7		
contig_69	5094	6128	-	NPHBLG_01232	40.8	8.8		
contig_69	6131	6901	-	NPHBLG_01233	30.3	6.1		SO:0001217, UniRef:UniRef50_A0A352MTX5
contig_69	6891	8345	-	NPHBLG_01234	56.7	6.3		
contig_69	9816	10601	-	NPHBLG_01236	30.8	5.3	PF01261.30|AP_endonuc_2	PFAM:PF01261.30
contig_69	10604	11677	-	NPHBLG_01237	42.3	8.4	PF07475.17|Hpr_kinase_C	PFAM:PF07475.17
contig_69	11674	12570	-	NPHBLG_01238	34.0	6.6		
contig_69	13695	14210	-	NPHBLG_01240	20.1	5.1	PF00293.34|NUDIX	PFAM:PF00293.34
contig_69	14210	14800	-	NPHBLG_01241	23.1	6.3		
contig_69	14868	15332	-	NPHBLG_01242	18.4	5.7		
contig_69	15371	15571	-	NPHBLG_01243	8.2	9.0		
contig_70	9394	9786	+	NPHBLG_01252	15.2	4.9		SO:0001217, UniParc:UPI00034012F4, UniRef:UniRef100_R6QF97, UniRef:UniRef50_R6QF97, UniRef:UniRef90_R6QF97
contig_70	12419	12685	+	NPHBLG_01254	10.8	6.3		SO:0001217, UniParc:UPI00033F360A, UniRef:UniRef100_R6QLB4, UniRef:UniRef50_R6QLB4, UniRef:UniRef90_R6QLB4
contig_70	18829	19344	-	NPHBLG_01259	20.7	5.7		SO:0001217, UniParc:UPI000338364B, UniRef:UniRef100_R6QLB9, UniRef:UniRef50_R6QLB9, UniRef:UniRef90_R6QLB9
contig_70	19495	19743	-	NPHBLG_01260	9.7	9.8		SO:0001217, UniParc:UPI00034002CB, UniRef:UniRef100_R6RB23, UniRef:UniRef50_R6RB23, UniRef:UniRef90_R6RB23
contig_70	22292	22453	+	NPHBLG_01265	6.4	5.4		SO:0001217, UniParc:UPI00033AE6E1, UniRef:UniRef100_R6RB27, UniRef:UniRef50_R6RB27, UniRef:UniRef90_R6RB27
contig_70	37178	37339	+	NPHBLG_01279	6.4	5.4		SO:0001217, UniParc:UPI00033D1498, UniRef:UniRef100_R6QLD7, UniRef:UniRef50_R6QLD7, UniRef:UniRef90_R6QLD7
contig_71	2032	2253	-	NPHBLG_01288	8.3	5.9		
