contigName	contigLen	totalAvgDepth	ERR011347_ERR011347.sorted.bam	ERR011347_ERR011347.sorted.bam-var
k79_48822	274	4.19841	4.19841	6.20832
k79_12330	264	3.53448	3.53448	0.581409
k79_24515	273	4.512	4.512	1.10671
k79_36752	1406	14.0692	14.0692	47.3597
k79_48823	294	7.84932	7.84932	1.20472
k79_36753	297	3.51007	3.51007	1.27861
k79_24516	430	13.3298	13.3298	24.8268
k79_48824	481	10.7718	10.7718	18.0863
k79_36754	389	4.46058	4.46058	2.76615
k79_85429	1229	6.17576	6.17576	11.5489
k79_12331	833	10.2803	10.2803	17.6641
k79_36755	381	9.8927	9.8927	16.8462
k79_24517	643	8.76566	8.76566	28.2284
k79_36756	262	5.89474	5.89474	1.31625
k79_24518	308	5.6	5.6	3.9522
k79_36757	268	18.1167	18.1167	24.4233
k79_85430	953	23.8161	23.8161	46.0607
k79_12332	861	10.2216	10.2216	21.0098
k79_85431	239	5.78022	5.78022	1.84005
k79_12333	335	7.54545	7.54545	4.36754
k79_144	2740	8.03935	8.03935	9.30762
k79_48825	1467	13.1888	13.1888	83.5181
k79_85432	438	6.93793	6.93793	11.3802
k79_24519	1001	6.89097	6.89097	9.38129
k79_12334	374	5.0354	5.0354	7.01205
k79_145	410	8.61069	8.61069	3.28079
k79_24520	264	4.10345	4.10345	0.371814
k79_12335	271	4.26829	4.26829	0.361855
k79_146	444	2.11486	2.11486	0.610491
k79_36758	1352	12.4261	12.4261	28.0751
k79_85433	702	5.59747	5.59747	4.91724
k79_12336	484	5.46429	5.46429	5.67634
k79_24521	551	10.8983	10.8983	8.20605
k79_48826	919	12.1971	12.1971	36.7611
k79_24522	268	5.64167	5.64167	1.81169
k79_147	497	4.47564	4.47564	4.05472
k79_85434	473	15.84	15.84	93.4805
k79_12337	551	8.19107	8.19107	31.5231
k79_48827	544	7.09343	7.09343	4.56088
k79_148	382	8.06838	8.06838	2.15839
k79_36759	761	4.54486	4.54486	3.67976
k79_85435	343	6.64615	6.64615	2.19889
k79_12338	315	4.65868	4.65868	2.51533
k79_24523	648	7.802	7.802	10.5559
k79_85436	270	18.0328	18.0328	47.2882
k79_149	340	3.13542	3.13542	0.389944
k79_36760	327	2.34078	2.34078	0.664115
k79_48828	537	5.98715	5.98715	4.40964
k79_12339	359	5.09479	5.09479	2.05764
k79_85437	275	4.41732	4.41732	0.991126
k79_36761	268	5.7	5.7	3.60673
k79_24524	430	8.90425	8.90425	3.01216
k79_85438	295	6.73469	6.73469	6.57982
k79_48829	319	4.30994	4.30994	4.56808
k79_36762	302	3.4026	3.4026	0.869536
k79_24525	328	5.55	5.55	5.03101
k79_48830	265	2.74359	2.74359	1.86472
k79_85439	290	8.78169	8.78169	2.28534
k79_12340	524	4.93883	4.93883	5.34824
k79_36763	289	11.0071	11.0071	7.56423
k79_48831	242	23.266	23.266	15.7027
k79_24526	275	13.3071	13.3071	1.38908
k79_85440	330	5.95604	5.95604	3.21353
k79_12341	364	10.1806	10.1806	19.1998
k79_36764	361	3.723	3.723	2.17291
k79_48832	267	5.41176	5.41176	2.46461
k79_150	1087	17.0671	17.0671	30.7173
k79_85441	273	8.456	8.456	13.6694
k79_36765	252	3.82692	3.82692	0.688201
k79_12342	296	2.9527	2.9527	0.752849
k79_24527	491	3.91545	3.91545	0.668267
k79_151	295	3.91837	3.91837	1.30836
k79_85442	326	6.58989	6.58989	17.1812
k79_73229	255	8.20561	8.20561	2.05166
k79_36766	253	1.58095	1.58095	0.284249
k79_85443	239	3.79121	3.79121	0.500367
k79_152	327	5.22346	5.22346	1.93855
k79_36767	250	2.5098	2.5098	0.66822
k79_73230	295	14.7687	14.7687	12.8365
k79_153	316	3.49405	3.49405	1.37721
k79_73231	280	3.70455	3.70455	1.93494
k79_85444	388	12.9458	12.9458	21.2816
k79_154	277	3.97674	3.97674	0.804143
k79_85445	366	5.86697	5.86697	2.23568
k79_73232	569	10.4038	10.4038	18.2985
k79_85446	262	2.35965	2.35965	1.18809
k79_36768	944	6.26759	6.26759	8.17615
k79_73233	299	4.17219	4.17219	0.503488
k79_48833	1733	6.653	6.653	10.7773
k79_155	736	8.7449	8.7449	22.7866
k79_36769	317	4.27811	4.27811	0.856723
k79_85447	481	4.8018	4.8018	5.43048
k79_48834	237	4.57303	4.57303	2.81563
k79_36770	338	4.93158	4.93158	1.58789
k79_73234	566	7.45933	7.45933	3.16501
k79_48835	379	3.78355	3.78355	4.67469
k79_36771	280	5.93182	5.93182	3.71287
k79_73235	297	5.2953	5.2953	1.56086
k79_156	638	2.27143	2.27143	0.905723
k79_85448	605	3.32823	3.32823	1.34817
k79_73236	296	4.34459	4.34459	1.58793
k79_85449	263	3.29565	3.29565	0.876736
k79_36772	440	5.66096	5.66096	6.28672
k79_85450	270	5.18852	5.18852	1.26169
k79_61042	1369	5.39967	5.39967	5.96303
k79_61043	242	7.39362	7.39362	2.30577
k79_73237	586	3.56621	3.56621	1.44069
k79_85451	432	20.169	20.169	96.6074
k79_61044	289	3.07801	3.07801	1.4153
k79_12343	273	2.264	2.264	1.34103
k79_85452	414	9.36466	9.36466	18.0514
k79_61045	401	6.20158	6.20158	1.78063
k79_157	1328	7.89746	7.89746	13.0659
k79_73238	741	8.25632	8.25632	31.6437
k79_12344	451	4.71287	4.71287	1.54973
k79_85453	390	4.47521	4.47521	1.57822
k79_36773	1380	15.2403	15.2403	45.5804
k79_158	482	5.63174	5.63174	4.46157
k79_73239	482	11.2216	11.2216	34.0168
k79_85454	361	10.2488	10.2488	3.07459
k79_12345	437	3.29412	3.29412	0.67361
k79_36774	333	4.50811	4.50811	3.0013
k79_73240	241	6.80645	6.80645	1.65779
k79_85455	265	3.18803	3.18803	0.498821
k79_36775	256	6.25926	6.25926	1.50225
k79_73241	308	6.0375	6.0375	3.50801
k79_85456	313	4.6	4.6	3.79024
k79_12346	553	7.59259	7.59259	30.4846
k79_36776	309	2.10559	2.10559	0.882532
k79_73242	286	12.6812	12.6812	8.9633
k79_61046	1304	6.05277	6.05277	6.08294
k79_12347	247	5.40404	5.40404	0.794269
k79_36777	446	5.55369	5.55369	3.77657
k79_73243	446	12.6745	12.6745	23.6748
k79_85457	585	13.897	13.897	21.4274
k79_61047	305	3.89809	3.89809	0.604932
k79_73244	267	4.58824	4.58824	0.99003
k79_12348	523	34.8747	34.8747	52.158
k79_85458	412	9.21591	9.21591	10.8467
k79_36778	465	5.86751	5.86751	3.4381
k79_61048	470	3.27329	3.27329	1.51386
k79_48836	237	4.60674	4.60674	3.74132
k79_12349	273	3.872	3.872	0.418968
k79_48837	238	4.01111	4.01111	1.47178
k79_36779	399	3.11952	3.11952	1.96166
k79_61049	376	4.51754	4.51754	1.6781
k79_12350	328	3.52778	3.52778	0.35118
k79_85459	561	3.09443	3.09443	1.19252
k79_48838	349	11.5075	11.5075	11.3912
k79_73245	953	16.4609	16.4609	153.121
k79_12351	407	2.64865	2.64865	1.54662
k79_48839	283	4.44444	4.44444	0.56219
k79_85460	637	9.05112	9.05112	11.3027
k79_73246	500	7.02273	7.02273	7.81144
k79_61050	782	8.94637	8.94637	31.7919
k79_48840	500	10.8352	10.8352	39.2776
k79_12352	714	5.90989	5.90989	24.1282
k79_36780	1193	8.72249	8.72249	9.52445
k79_61051	379	2.87446	2.87446	0.536346
k79_85461	537	17.7429	17.7429	60.1039
k79_36781	260	5.92857	5.92857	1.07593
k79_48841	467	8.49843	8.49843	7.72247
k79_159	3094	16.3669	16.3669	49.7913
k79_12353	339	6.28796	6.28796	0.564011
k79_61052	316	6.14881	6.14881	5.5885
k79_36782	262	5.17544	5.17544	1.10169
k79_48842	268	2.54167	2.54167	0.636905
k79_61053	246	9.05102	9.05102	3.26541
k79_73247	849	6.72753	6.72753	8.64708
k79_85462	640	10.872	10.872	11.8104
k79_48843	321	4.3815	4.3815	8.27221
k79_73248	372	4.43304	4.43304	3.3946
k79_61054	423	3.53455	3.53455	2.08913
k79_160	777	6.23688	6.23688	9.74793
k79_12354	785	6.48509	6.48509	12.9137
k79_61055	260	4.85714	4.85714	1.58301
k79_24528	925	3.91892	3.91892	1.28337
k79_85463	546	3.9799	3.9799	1.29934
k79_12355	260	2.66964	2.66964	0.691683
k79_61056	293	3.06207	3.06207	0.378065
k79_85464	252	2.04808	2.04808	0.453977
k79_48844	695	5.64351	5.64351	5.20419
k79_24529	340	4.31771	4.31771	1.25455
k79_12356	450	4.33444	4.33444	1.27981
k79_73249	815	11.6732	11.6732	23.5687
k79_161	686	4.98699	4.98699	1.79312
k79_85465	369	2.9457	2.9457	1.37886
k79_61057	404	9.43359	9.43359	6.47399
k79_24530	325	4.74011	4.74011	2.88662
k79_162	340	14.3281	14.3281	21.164
k79_61058	350	11.5396	11.5396	5.96111
k79_48845	638	6.41429	6.41429	6.23497
k79_85466	439	9.28866	9.28866	7.21294
k79_61059	268	5.075	5.075	3.46492
k79_163	325	11.887	11.887	60.0327
k79_73250	616	4.68803	4.68803	3.15729
k79_12357	575	6.98361	6.98361	10.1101
k79_85467	320	2.9186	2.9186	0.893921
k79_85468	241	5.86022	5.86022	3.53459
k79_85469	247	4.09091	4.09091	2.04267
k79_164	528	4.71579	4.71579	8.58391
k79_12358	474	5.09509	5.09509	1.72323
k79_73251	603	6.30549	6.30549	8.67957
k79_165	243	3.02105	3.02105	0.808063
k79_12359	336	4.40426	4.40426	4.5309
k79_85470	414	5.19925	5.19925	2.43185
k79_61060	872	7.56768	7.56768	17.9027
k79_166	307	8.61635	8.61635	6.17466
k79_85471	256	4.77778	4.77778	1.87539
k79_73252	498	3.85143	3.85143	0.659813
k79_61061	265	2.00855	2.00855	0.784409
k79_48846	1271	7.29297	7.29297	10.1593
k79_12360	662	4.94553	4.94553	4.10228
k79_48847	423	7.25455	7.25455	8.07365
k79_73253	501	9.54957	9.54957	12.288
k79_24531	290	6.54225	6.54225	3.79608
k79_61062	551	11.1935	11.1935	62.1018
k79_85472	702	5.42419	5.42419	6.0964
k79_12361	397	4.48193	4.48193	8.67003
k79_24532	259	10.8468	10.8468	22.8945
k79_61063	248	2.15	2.15	0.512626
k79_73254	455	12.114	12.114	13.6046
k79_61064	339	5.69634	5.69634	4.05468
k79_12362	396	3.04032	3.04032	0.937641
k79_85473	533	8.0987	8.0987	15.2142
k79_61065	252	3.42308	3.42308	1.23674
k79_73255	399	5.87251	5.87251	5.91968
k79_12363	274	12.9048	12.9048	46.0388
k79_85474	356	4.8125	4.8125	1.35115
k79_73256	241	4.56989	4.56989	0.704301
k79_167	1529	11.2657	11.2657	41.8969
k79_85475	267	1.63866	1.63866	0.283578
k79_61066	540	5.81378	5.81378	3.10334
k79_73257	365	9.1106	9.1106	13.747
k79_168	364	10.8056	10.8056	16.5295
k79_24533	1155	9.84608	9.84608	7.72479
k79_61067	277	19.124	19.124	25.3283
k79_24534	237	11.6966	11.6966	4.62283
k79_73258	307	6.02516	6.02516	3.12594
k79_169	302	16.7403	16.7403	13.9582
k79_61068	248	5.29	5.29	0.71303
k79_73259	244	2	2	0.568421
k79_61069	277	6.49612	6.49612	1.12694
k79_12364	950	12.2382	12.2382	21.4925
k79_61070	288	5.30714	5.30714	1.58124
k79_73260	465	10.7066	10.7066	15.5308
k79_170	631	5.80538	5.80538	3.98279
k79_12365	348	7.735	7.735	1.40178
k79_61071	355	11.4589	11.4589	54.4242
k79_24535	874	7.18457	7.18457	17.4749
k79_12366	262	5.21053	5.21053	0.574756
k79_171	331	6.80328	6.80328	1.82922
k79_85476	808	8.29848	8.29848	3.94567
k79_73261	392	6.7418	6.7418	12.7849
k79_24536	251	2.4466	2.4466	1.17114
k79_61072	299	4.54305	4.54305	3.1698
k79_172	290	15.493	15.493	16.3936
k79_85477	333	5.28649	5.28649	9.87944
k79_24537	299	5.92053	5.92053	2.79365
k79_12367	444	4.3277	4.3277	0.729534
k79_73262	407	7.03861	7.03861	16.7272
k79_173	283	3	3	0.865672
k79_85478	272	4.14516	4.14516	0.499082
k79_12368	309	10.3665	10.3665	10.8336
k79_24538	356	3.30769	3.30769	3.27685
k79_61073	629	6.37838	6.37838	6.50651
k79_73263	400	5.01984	5.01984	3.36614
k79_12369	238	5.44444	5.44444	0.609239
k79_24539	269	45.1074	45.1074	362.164
k79_36783	3179	8.49159	8.49159	15.8719
k79_174	548	5.6225	5.6225	1.86967
k79_73264	359	10.0379	10.0379	6.87475
k79_61074	491	12.6152	12.6152	76.5941
k79_175	344	4.81633	4.81633	1.63789
k79_24540	513	4.36164	4.36164	1.40182
k79_12370	636	6.86066	6.86066	12.1366
k79_36784	583	16.9885	16.9885	240.607
k79_85479	1039	7.7385	7.7385	25.2135
k79_176	280	7.26515	7.26515	7.35664
k79_73265	583	8.04598	8.04598	6.26516
k79_24541	392	5.45492	5.45492	2.4136
k79_85480	286	3.48551	3.48551	1.79906
k79_61075	637	5.86094	5.86094	9.53389
k79_12371	506	3.76816	3.76816	1.56235
k79_177	452	3.57895	3.57895	3.20168
k79_61076	253	4.2	4.2	0.334615
k79_85481	392	4.7541	4.7541	2.7541
k79_12372	338	2.32105	2.32105	0.420188
k79_24542	451	3.33333	3.33333	2.0309
k79_24543	270	9.86066	9.86066	7.24488
k79_85482	372	4.66518	4.66518	6.16991
k79_178	605	5.05033	5.05033	2.99088
k79_12373	514	4.54645	4.54645	2.4403
k79_85483	263	6.28696	6.28696	1.69764
k79_61077	734	4.05461	4.05461	2.98846
k79_85484	249	4.80198	4.80198	0.540396
k79_73266	1234	11.0801	11.0801	14.1697
k79_179	382	6.00855	6.00855	11.2446
k79_61078	239	9.53846	9.53846	4.22906
k79_12374	424	9.35507	9.35507	22.1498
k79_36785	1458	6.14962	6.14962	13.0196
k79_73267	246	3.17347	3.17347	0.742793
k79_61079	274	5.30159	5.30159	0.516317
k79_180	364	3.49537	3.49537	0.772073
k79_24544	845	9.58393	9.58393	15.0278
k79_36786	311	5.6135	5.6135	2.20154
k79_12375	429	6.52669	6.52669	1.66447
k79_73268	351	2.15764	2.15764	0.400771
k79_24545	270	2.31148	2.31148	0.745156
k79_181	274	6.02381	6.02381	0.711429
k79_61080	399	7.0996	7.0996	5.20205
k79_36787	267	7.84874	7.84874	1.34981
k79_73269	250	3.01961	3.01961	0.27684
k79_12376	306	6.56329	6.56329	2.12017
k79_24546	293	3.65517	3.65517	0.49138
k79_61081	295	6.19048	6.19048	3.96347
k79_61082	296	17.3919	17.3919	61.6005
k79_36788	519	8.45014	8.45014	4.3563
k79_12377	473	7.38154	7.38154	3.79226
k79_48848	607	8.23529	8.23529	8.33752
k79_36789	249	5.37624	5.37624	4.49703
k79_182	801	6.17305	6.17305	11.8458
k79_61083	379	24.71	24.71	87.7111
k79_48849	370	2.22523	2.22523	0.220537
k79_36790	263	3.53043	3.53043	1.74249
k79_183	355	12.5121	12.5121	9.70739
k79_61084	353	9.45366	9.45366	12.455
k79_48850	281	17.6165	17.6165	10.3746
k79_12378	703	6	6	22.1769
k79_24547	1031	5.07475	5.07475	4.70643
k79_36791	444	5.35473	5.35473	6.62289
k79_48851	362	7.84579	7.84579	4.85406
k79_61085	407	8.51351	8.51351	4.15001
k79_24548	311	6.6135	6.6135	1.69537
k79_12379	400	7.43254	7.43254	22.103
k79_184	704	4.16727	4.16727	1.41521
k79_12380	254	9.22641	9.22641	6.15777
k79_24549	338	5.14211	5.14211	3.0961
k79_48852	431	3.62544	3.62544	2.689
k79_61086	441	3.69966	3.69966	1.85469
k79_185	358	2.71905	2.71905	0.432649
k79_61087	248	3.99	3.99	0.61606
k79_12381	331	2.76503	2.76503	0.675254
k79_36792	811	6.65762	6.65762	8.07444
k79_85485	2885	9.39715	9.39715	11.6591
k79_12382	239	1.59341	1.59341	0.666178
k79_186	324	3.65341	3.65341	0.479188
k79_36793	336	4.09574	4.09574	0.985436
k79_12383	240	8.84783	8.84783	2.0645
k79_36794	258	5.54545	5.54545	0.543786
k79_85486	454	6.7549	6.7549	5.7594
k79_61088	647	5.83968	5.83968	10.0907
k79_187	591	7.14221	7.14221	4.64717
k79_36795	324	5.34659	5.34659	3.51919
k79_61089	409	3.51341	3.51341	1.06617
k79_24550	1261	7.67206	7.67206	6.05515
k79_12384	745	8.07203	8.07203	4.5837
k79_36796	472	3.75309	3.75309	2.25463
k79_24551	297	4.26174	4.26174	1.69454
k79_61090	392	2.90984	2.90984	1.58031
k79_24552	302	6.2013	6.2013	3.41673
k79_188	845	11.2769	11.2769	33.6114
k79_61091	473	4.46154	4.46154	2.04558
k79_24553	351	3.65025	3.65025	1.04043
k79_73270	3671	16.7942	16.7942	60.137
k79_189	339	2.81152	2.81152	0.974813
k79_24554	246	6.27551	6.27551	6.18104
k79_12385	1012	8.31713	8.31713	3.9364
k79_61092	389	8.53942	8.53942	17.1162
k79_73271	269	3.35537	3.35537	0.530992
k79_24555	324	7.81818	7.81818	8.85819
k79_12386	259	3.85586	3.85586	0.415397
k79_190	378	5.43913	5.43913	3.1906
k79_61093	443	11.7729	11.7729	4.19654
k79_24556	289	2.4539	2.4539	0.249645
k79_12387	317	7.97633	7.97633	1.59467
k79_191	371	24.6816	24.6816	164.894
k79_73272	654	6.17787	6.17787	4.11087
k79_61094	316	3.20833	3.20833	0.417416
k79_36797	1520	9.65816	9.65816	23.1124
k79_61095	283	3.82222	3.82222	1.04279
k79_73273	318	3.37059	3.37059	0.542326
k79_12388	584	4.42202	4.42202	1.57781
k79_73274	278	5.96154	5.96154	3.3706
k79_61096	317	5.4142	5.4142	3.67266
k79_192	501	4.4051	4.4051	4.37236
k79_85487	2653	14.5489	14.5489	57.839
k79_12389	341	3.18135	3.18135	1.89923
k79_73275	398	4.856	4.856	5.184
k79_85488	305	3.42038	3.42038	1.12984
k79_61097	267	2.63025	2.63025	0.319755
k79_12390	244	4.08333	4.08333	1.69825
k79_24557	1169	12.8658	12.8658	83.1108
k79_193	601	7.7947	7.7947	12.5263
k79_48853	3939	9.53337	9.53337	13.6521
k79_24558	372	5.77679	5.77679	1.2504
k79_12391	405	2.38132	2.38132	0.385275
k79_194	247	12.2626	12.2626	28.563
k79_85489	696	5.15328	5.15328	2.48834
k79_48854	404	3.76172	3.76172	3.53907
k79_195	325	4.27119	4.27119	5.23285
k79_12392	428	7.07143	7.07143	7.60778
k79_85490	252	20.4135	20.4135	37.041
k79_196	285	2.85401	2.85401	4.05206
k79_48855	405	4.45914	4.45914	5.46804
k79_12393	291	3.75524	3.75524	0.636857
k79_24559	742	12.6953	12.6953	149.515
k79_197	312	6.0122	6.0122	2.98145
k79_48856	238	6.71111	6.71111	2.05044
k79_73276	1342	5.3526	5.3526	4.42293
k79_24560	308	6.425	6.425	7.93145
k79_12394	461	3.84345	3.84345	1.47862
k79_48857	367	5.00457	5.00457	9.17887
k79_12395	251	16.4272	16.4272	10.3844
k79_36798	517	8.65312	8.65312	8.287
k79_85491	954	12.4268	12.4268	66.1007
k79_48858	380	4.89224	4.89224	3.87145
k79_12396	397	3.65863	3.65863	0.999933
k79_36799	591	6.7991	6.7991	13.2514
k79_12397	452	4.9375	4.9375	8.35582
k79_36800	309	33.1801	33.1801	561.786
k79_48859	733	6.73333	6.73333	5.15136
k79_198	1377	8.18552	8.18552	12.8872
k79_12398	340	6.41146	6.41146	2.26437
k79_36801	255	3.11215	3.11215	0.685417
k79_85492	1025	5.66021	5.66021	8.20177
k79_199	284	5.88971	5.88971	3.62478
k79_200	340	8.18229	8.18229	5.79383
k79_36802	630	6.26141	6.26141	4.43048
k79_85493	688	6.5037	6.5037	6.49164
k79_201	353	5.23415	5.23415	2.47431
k79_85494	244	8.52083	8.52083	3.45219
k79_12399	956	6.82178	6.82178	2.56546
k79_85495	249	5.12871	5.12871	5.61327
k79_12400	260	3.58036	3.58036	0.570062
k79_85496	252	4.99038	4.99038	1.2135
k79_85497	259	2.79279	2.79279	1.51122
k79_202	689	6.5915	6.5915	12.7236
k79_48860	1718	6.43758	6.43758	11.8523
k79_85498	364	4.625	4.625	1.43547
k79_203	408	4.27308	4.27308	9.27264
k79_85499	288	9.47857	9.47857	12.5391
k79_48861	353	9.85854	9.85854	6.17106
k79_48862	241	3.68817	3.68817	1.62997
k79_85500	403	13.7882	13.7882	70.9392
k79_48863	320	3.77907	3.77907	1.34272
k79_12401	1633	7.81751	7.81751	9.20724
k79_85501	484	9.06548	9.06548	18.2285
k79_73277	399	10.2789	10.2789	2.88992
k79_85502	263	3.32174	3.32174	0.746453
k79_12402	330	2.80769	2.80769	0.32193
k79_204	1328	10.8449	10.8449	17.7698
k79_73278	326	4.30899	4.30899	2.40681
k79_85503	291	4.33566	4.33566	0.548508
k79_205	373	1.99556	1.99556	0.406231
k79_85504	309	19.3789	19.3789	52.4618
k79_12403	464	11.212	11.212	12.066
k79_61098	6010	18.1733	18.1733	57.1835
k79_12404	259	3.7027	3.7027	0.938083
k79_73279	634	5.21399	5.21399	2.69225
k79_206	378	12.4043	12.4043	24.8882
k79_12405	275	3.82677	3.82677	0.668166
k79_73280	311	4.47239	4.47239	2.89275
k79_61099	418	4.92963	4.92963	5.39651
k79_36803	3419	13.8695	13.8695	32.0483
k79_85505	811	7.61237	7.61237	16.8902
k79_61100	275	6.11024	6.11024	1.06712
k79_207	695	6.05667	6.05667	13.8521
k79_73281	509	8.56787	8.56787	5.66276
k79_85506	352	4.77451	4.77451	1.97846
k79_61101	518	7.65405	7.65405	11.3596
k79_73282	351	3.5665	3.5665	2.84086
k79_85507	348	6.87	6.87	4.70663
k79_61102	337	6.34921	6.34921	5.19656
k79_73283	362	5.3785	5.3785	1.58846
k79_85508	452	4.60197	4.60197	2.24039
k79_61103	264	10.5086	10.5086	8.28689
k79_36804	1186	5.59538	5.59538	4.5536
k79_12406	1469	14.7033	14.7033	49.5286
k79_73284	368	5.67273	5.67273	1.46318
k79_12407	388	2.6375	2.6375	0.759256
k79_85509	578	5.34186	5.34186	7.8945
k79_73285	380	4.06034	4.06034	1.1392
k79_36805	593	4.65843	4.65843	3.73892
k79_85510	286	7.67391	7.67391	6.14837
k79_12408	399	5.0996	5.0996	2.82604
k79_61104	942	6.4005	6.4005	23.7157
k79_12409	238	7.26667	7.26667	4.17528
k79_36806	467	8.93103	8.93103	27.9701
k79_12410	344	2.82143	2.82143	0.373076
k79_36807	303	6.74839	6.74839	3.26745
k79_61105	566	5.67225	5.67225	6.90191
k79_12411	329	2.45856	2.45856	0.505218
k79_85511	853	7.92482	7.92482	3.4503
k79_12412	257	5.22018	5.22018	2.65477
k79_24561	387	7.07113	7.07113	16.8647
k79_36808	489	6.55718	6.55718	6.11804
k79_85512	335	2.64706	2.64706	0.917773
k79_12413	256	7.12037	7.12037	1.80781
k79_61106	582	8.26728	8.26728	31.7899
k79_85513	354	5.07767	5.07767	7.96469
k79_24562	392	3.29508	3.29508	1.12244
k79_61107	243	3.33684	3.33684	0.481075
k79_12414	402	3.79134	3.79134	1.5887
k79_36809	752	9.78477	9.78477	6.97183
k79_24563	455	6.7329	6.7329	1.34019
k79_85514	553	3.84444	3.84444	2.56238
k79_24564	291	4.69231	4.69231	2.91874
k79_61108	612	6.61853	6.61853	5.10903
k79_85515	392	7.42623	7.42623	3.48013
k79_24565	312	6.92683	6.92683	1.24615
k79_85516	260	6.75893	6.75893	2.16659
k79_208	983	7.27545	7.27545	15.5068
k79_61109	426	7.77338	7.77338	4.86904
k79_36810	833	7.2365	7.2365	14.8651
k79_24566	394	4.03659	4.03659	0.794574
k79_85517	438	4.38276	4.38276	1.96718
k79_36811	265	3.62393	3.62393	0.874594
k79_48864	378	7.61304	7.61304	5.42603
k79_61110	457	6.04854	6.04854	7.42946
k79_209	563	4.80482	4.80482	7.68885
k79_24567	336	4.6383	4.6383	1.92195
k79_36812	279	9.0458	9.0458	4.75173
k79_61111	263	4.09565	4.09565	0.999543
k79_48865	386	2.84034	2.84034	0.295075
k79_61112	329	5.28177	5.28177	4.54795
k79_210	484	4.61905	4.61905	1.06638
k79_48866	258	2.25455	2.25455	0.48507
k79_24568	537	4.60154	4.60154	3.15268
k79_36813	613	4.17849	4.17849	6.48747
k79_48867	272	7.47581	7.47581	2.0238
k79_211	302	6.68182	6.68182	1.90463
k79_61113	345	8.2132	8.2132	38.2707
k79_85518	1139	11.5762	11.5762	11.9819
k79_48868	343	3.33333	3.33333	1.04811
k79_61114	374	3.85398	3.85398	4.77414
k79_212	519	4.86523	4.86523	7.55476
k79_48869	324	3.65909	3.65909	0.900259
k79_61115	387	6.76987	6.76987	1.42161
k79_12415	308	2.41875	2.41875	0.521659
k79_85519	753	5.25455	5.25455	5.00795
k79_12416	300	6.93421	6.93421	3.61154
k79_24569	1256	10.5171	10.5171	31.2165
k79_85520	262	5.59649	5.59649	2.47291
k79_61116	552	3.76485	3.76485	1.4607
k79_12417	356	3.86058	3.86058	1.96597
k79_12418	237	4	4	1.47727
k79_85521	459	5.65916	5.65916	4.75442
k79_61117	315	13.4192	13.4192	16.0281
k79_85522	297	4.50336	4.50336	2.84627
k79_24570	757	9.95566	9.95566	6.30888
k79_85523	247	4.59596	4.59596	0.835086
k79_61118	539	16.821	16.821	100.296
k79_85524	276	3.46094	3.46094	0.439407
k79_12419	758	5.94754	5.94754	15.8593
k79_48870	1635	12.0007	12.0007	53.6309
k79_213	275	6.2126	6.2126	2.43857
k79_24571	645	5.85312	5.85312	4.50056
k79_61119	608	5.26739	5.26739	12.8543
k79_24572	255	11.5514	11.5514	12.2308
k79_214	516	3.42391	3.42391	1.92335
k79_48871	638	4.55714	4.55714	5.40879
k79_24573	272	7.22581	7.22581	1.34697
k79_85525	802	12.2125	12.2125	24.186
k79_215	264	4.12931	4.12931	3.48748
k79_85526	238	5.71111	5.71111	0.747066
k79_36814	3145	9.10878	9.10878	12.6323
k79_61120	623	7.23579	7.23579	4.83458
k79_85527	257	11.055	11.055	1.5525
k79_24574	495	4.70605	4.70605	2.01162
k79_36815	263	8.78261	8.78261	1.15408
k79_61121	347	10.7739	10.7739	15.8728
k79_85528	251	7.69903	7.69903	1.85951
k79_24575	264	8.5431	8.5431	4.59813
k79_48872	664	6.81589	6.81589	6.25535
k79_36816	287	9.15108	9.15108	4.8973
k79_61122	315	5.86826	5.86826	2.04278
k79_48873	370	4.85586	4.85586	2.10582
k79_216	851	7.32717	7.32717	9.25171
k79_61123	326	4.42135	4.42135	2.84406
k79_85529	543	3.04051	3.04051	3.33338
k79_36817	573	3.66118	3.66118	5.45097
k79_61124	265	2.26496	2.26496	1.17919
k79_85530	262	5.30702	5.30702	0.763313
k79_48874	528	5.69211	5.69211	4.65693
k79_36818	325	4.64972	4.64972	6.69477
k79_85531	265	4.52991	4.52991	4.68229
k79_24576	1000	5.05634	5.05634	5.02386
k79_48875	243	1.92632	1.92632	0.409406
k79_36819	253	8.38095	8.38095	2.1804
k79_85532	290	8.33803	8.33803	7.58706
k79_61125	560	7.67233	7.67233	10.2208
k79_36820	249	4.47525	4.47525	1.19188
k79_48876	416	5.23881	5.23881	2.39968
k79_61126	258	3.61818	3.61818	0.458382
k79_217	1076	7.00539	7.00539	10.2233
k79_61127	255	4.82243	4.82243	3.07195
k79_85533	585	4.83982	4.83982	3.02016
k79_218	417	9.47955	9.47955	3.52664
k79_85534	259	6.05405	6.05405	7.2516
k79_219	257	2.22018	2.22018	0.988106
k79_48877	754	7.57591	7.57591	42.529
k79_220	300	5.67105	5.67105	4.15598
k79_85535	367	5.84932	5.84932	2.16526
k79_61128	720	6.72203	6.72203	7.9944
k79_48878	264	5.58621	5.58621	6.5925
k79_12420	3605	25.3957	25.3957	156.449
k79_24577	1493	15.9933	15.9933	41.5408
k79_48879	247	4.24242	4.24242	1.20594
k79_85536	283	4.82963	4.82963	2.90359
k79_12421	259	8.27027	8.27027	4.92629
k79_85537	278	4.15385	4.15385	0.441265
