genome1,genome2,dist,similarity
ERR011347_MEGAHIT_TaxVamb_Refined.1.fa,ERR011347_MEGAHIT_TaxVamb_Refined.43.fa,1.0,0.0
ERR011348_MEGAHIT_TaxVamb_Refined.20.fa,ERR011347_MEGAHIT_TaxVamb_Refined.43.fa,0.295981,0.704019
ERR011348_MEGAHIT_TaxVamb_Refined.5.fa,ERR011347_MEGAHIT_TaxVamb_Refined.43.fa,1.0,0.0
ERR011348_MEGAHIT_TaxVamb_Refined.15_sub.fa,ERR011347_MEGAHIT_TaxVamb_Refined.43.fa,1.0,0.0
ERR011348_MEGAHIT_TaxVamb_Refined.16.fa,ERR011347_MEGAHIT_TaxVamb_Refined.43.fa,1.0,0.0
ERR011348_MEGAHIT_TaxVamb_Refined.10.fa,ERR011347_MEGAHIT_TaxVamb_Refined.43.fa,1.0,0.0
ERR011349_MEGAHIT_TaxVamb_Refined.2.fa,ERR011347_MEGAHIT_TaxVamb_Refined.43.fa,1.0,0.0
ERR011347_MEGAHIT_TaxVamb_Refined.43.fa,ERR011347_MEGAHIT_TaxVamb_Refined.43.fa,0.0,1.0
ERR011348_MEGAHIT_MetaBinner_Refined.6_sub.fa,ERR011347_MEGAHIT_TaxVamb_Refined.43.fa,1.0,0.0
ERR011348_MEGAHIT_TaxVamb_Refined.21.fa,ERR011348_MEGAHIT_MetaBinner_Refined.6_sub.fa,1.0,0.0
ERR011347_MEGAHIT_TaxVamb_Refined.2.fa,ERR011348_MEGAHIT_MetaBinner_Refined.6_sub.fa,1.0,0.0
ERR011348_MEGAHIT_TaxVamb_Refined.6_sub.fa,ERR011348_MEGAHIT_MetaBinner_Refined.6_sub.fa,1.0,0.0
ERR011349_MEGAHIT_TaxVamb_Refined.1.fa,ERR011348_MEGAHIT_MetaBinner_Refined.6_sub.fa,1.0,0.0
ERR011348_MEGAHIT_TaxVamb_Refined.44.fa,ERR011348_MEGAHIT_MetaBinner_Refined.6_sub.fa,1.0,0.0
ERR011348_MEGAHIT_MetaBinner_Refined.1.fa,ERR011348_MEGAHIT_MetaBinner_Refined.6_sub.fa,0.295981,0.704019
ERR011347_MEGAHIT_TaxVamb_Refined.1.fa,ERR011348_MEGAHIT_MetaBinner_Refined.6_sub.fa,0.295981,0.704019
ERR011348_MEGAHIT_TaxVamb_Refined.20.fa,ERR011348_MEGAHIT_MetaBinner_Refined.6_sub.fa,1.0,0.0
ERR011348_MEGAHIT_TaxVamb_Refined.5.fa,ERR011348_MEGAHIT_MetaBinner_Refined.6_sub.fa,1.0,0.0
ERR011348_MEGAHIT_TaxVamb_Refined.15_sub.fa,ERR011348_MEGAHIT_MetaBinner_Refined.6_sub.fa,1.0,0.0
ERR011348_MEGAHIT_TaxVamb_Refined.16.fa,ERR011348_MEGAHIT_MetaBinner_Refined.6_sub.fa,1.0,0.0
ERR011348_MEGAHIT_TaxVamb_Refined.10.fa,ERR011348_MEGAHIT_MetaBinner_Refined.6_sub.fa,1.0,0.0
ERR011349_MEGAHIT_TaxVamb_Refined.2.fa,ERR011348_MEGAHIT_MetaBinner_Refined.6_sub.fa,1.0,0.0
ERR011347_MEGAHIT_TaxVamb_Refined.43.fa,ERR011348_MEGAHIT_MetaBinner_Refined.6_sub.fa,1.0,0.0
ERR011348_MEGAHIT_MetaBinner_Refined.6_sub.fa,ERR011348_MEGAHIT_MetaBinner_Refined.6_sub.fa,0.0,1.0
